game_id,home_team,away_team,game_date,home_goals,away_goals,home_xGoalsPercentage,home_corsiPercentage,home_fenwickPercentage,home_iceTime,home_xOnGoalFor,home_xGoalsFor,home_xReboundsFor,home_xFreezeFor,home_xPlayStoppedFor,home_xPlayContinuedInZoneFor,home_xPlayContinuedOutsideZoneFor,home_flurryAdjustedxGoalsFor,home_scoreVenueAdjustedxGoalsFor,home_flurryScoreVenueAdjustedxGoalsFor,home_shotsOnGoalFor,home_missedShotsFor,home_blockedShotAttemptsFor,home_shotAttemptsFor,home_goalsFor,home_reboundsFor,home_reboundGoalsFor,home_freezeFor,home_playStoppedFor,home_playContinuedInZoneFor,home_playContinuedOutsideZoneFor,home_savedShotsOnGoalFor,home_savedUnblockedShotAttemptsFor,home_penaltiesFor,home_penalityMinutesFor,home_faceOffsWonFor,home_hitsFor,home_takeawaysFor,home_giveawaysFor,home_lowDangerShotsFor,home_mediumDangerShotsFor,home_highDangerShotsFor,home_lowDangerxGoalsFor,home_mediumDangerxGoalsFor,home_highDangerxGoalsFor,home_lowDangerGoalsFor,home_mediumDangerGoalsFor,home_highDangerGoalsFor,home_scoreAdjustedShotsAttemptsFor,home_unblockedShotAttemptsFor,home_scoreAdjustedUnblockedShotAttemptsFor,home_dZoneGiveawaysFor,home_xGoalsFromxReboundsOfShotsFor,home_xGoalsFromActualReboundsOfShotsFor,home_reboundxGoalsFor,home_totalShotCreditFor,home_scoreAdjustedTotalShotCreditFor,home_scoreFlurryAdjustedTotalShotCreditFor,home_xOnGoalAgainst,home_xGoalsAgainst,home_xReboundsAgainst,home_xFreezeAgainst,home_xPlayStoppedAgainst,home_xPlayContinuedInZoneAgainst,home_xPlayContinuedOutsideZoneAgainst,home_flurryAdjustedxGoalsAgainst,home_scoreVenueAdjustedxGoalsAgainst,home_flurryScoreVenueAdjustedxGoalsAgainst,home_shotsOnGoalAgainst,home_missedShotsAgainst,home_blockedShotAttemptsAgainst,home_shotAttemptsAgainst,home_goalsAgainst,home_reboundsAgainst,home_reboundGoalsAgainst,home_freezeAgainst,home_playStoppedAgainst,home_playContinuedInZoneAgainst,home_playContinuedOutsideZoneAgainst,home_savedShotsOnGoalAgainst,home_savedUnblockedShotAttemptsAgainst,home_penaltiesAgainst,home_penalityMinutesAgainst,home_faceOffsWonAgainst,home_hitsAgainst,home_takeawaysAgainst,home_giveawaysAgainst,home_lowDangerShotsAgainst,home_mediumDangerShotsAgainst,home_highDangerShotsAgainst,home_lowDangerxGoalsAgainst,home_mediumDangerxGoalsAgainst,home_highDangerxGoalsAgainst,home_lowDangerGoalsAgainst,home_mediumDangerGoalsAgainst,home_highDangerGoalsAgainst,home_scoreAdjustedShotsAttemptsAgainst,home_unblockedShotAttemptsAgainst,home_scoreAdjustedUnblockedShotAttemptsAgainst,home_dZoneGiveawaysAgainst,home_xGoalsFromxReboundsOfShotsAgainst,home_xGoalsFromActualReboundsOfShotsAgainst,home_reboundxGoalsAgainst,home_totalShotCreditAgainst,home_scoreAdjustedTotalShotCreditAgainst,home_scoreFlurryAdjustedTotalShotCreditAgainst,away_xGoalsPercentage,away_corsiPercentage,away_fenwickPercentage,away_iceTime,away_xOnGoalFor,away_xGoalsFor,away_xReboundsFor,away_xFreezeFor,away_xPlayStoppedFor,away_xPlayContinuedInZoneFor,away_xPlayContinuedOutsideZoneFor,away_flurryAdjustedxGoalsFor,away_scoreVenueAdjustedxGoalsFor,away_flurryScoreVenueAdjustedxGoalsFor,away_shotsOnGoalFor,away_missedShotsFor,away_blockedShotAttemptsFor,away_shotAttemptsFor,away_goalsFor,away_reboundsFor,away_reboundGoalsFor,away_freezeFor,away_playStoppedFor,away_playContinuedInZoneFor,away_playContinuedOutsideZoneFor,away_savedShotsOnGoalFor,away_savedUnblockedShotAttemptsFor,away_penaltiesFor,away_penalityMinutesFor,away_faceOffsWonFor,away_hitsFor,away_takeawaysFor,away_giveawaysFor,away_lowDangerShotsFor,away_mediumDangerShotsFor,away_highDangerShotsFor,away_lowDangerxGoalsFor,away_mediumDangerxGoalsFor,away_highDangerxGoalsFor,away_lowDangerGoalsFor,away_mediumDangerGoalsFor,away_highDangerGoalsFor,away_scoreAdjustedShotsAttemptsFor,away_unblockedShotAttemptsFor,away_scoreAdjustedUnblockedShotAttemptsFor,away_dZoneGiveawaysFor,away_xGoalsFromxReboundsOfShotsFor,away_xGoalsFromActualReboundsOfShotsFor,away_reboundxGoalsFor,away_totalShotCreditFor,away_scoreAdjustedTotalShotCreditFor,away_scoreFlurryAdjustedTotalShotCreditFor,away_xOnGoalAgainst,away_xGoalsAgainst,away_xReboundsAgainst,away_xFreezeAgainst,away_xPlayStoppedAgainst,away_xPlayContinuedInZoneAgainst,away_xPlayContinuedOutsideZoneAgainst,away_flurryAdjustedxGoalsAgainst,away_scoreVenueAdjustedxGoalsAgainst,away_flurryScoreVenueAdjustedxGoalsAgainst,away_shotsOnGoalAgainst,away_missedShotsAgainst,away_blockedShotAttemptsAgainst,away_shotAttemptsAgainst,away_goalsAgainst,away_reboundsAgainst,away_reboundGoalsAgainst,away_freezeAgainst,away_playStoppedAgainst,away_playContinuedInZoneAgainst,away_playContinuedOutsideZoneAgainst,away_savedShotsOnGoalAgainst,away_savedUnblockedShotAttemptsAgainst,away_penaltiesAgainst,away_penalityMinutesAgainst,away_faceOffsWonAgainst,away_hitsAgainst,away_takeawaysAgainst,away_giveawaysAgainst,away_lowDangerShotsAgainst,away_mediumDangerShotsAgainst,away_highDangerShotsAgainst,away_lowDangerxGoalsAgainst,away_mediumDangerxGoalsAgainst,away_highDangerxGoalsAgainst,away_lowDangerGoalsAgainst,away_mediumDangerGoalsAgainst,away_highDangerGoalsAgainst,away_scoreAdjustedShotsAttemptsAgainst,away_unblockedShotAttemptsAgainst,away_scoreAdjustedUnblockedShotAttemptsAgainst,away_dZoneGiveawaysAgainst,away_xGoalsFromxReboundsOfShotsAgainst,away_xGoalsFromActualReboundsOfShotsAgainst,away_reboundxGoalsAgainst,away_totalShotCreditAgainst,away_scoreAdjustedTotalShotCreditAgainst,away_scoreFlurryAdjustedTotalShotCreditAgainst
2025020164,SEA,MTL,20251028,3,4,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.48,0.49,0.5,231805,1811.83,155.15,117.39,446.55,61.99,978.02,731.88,149.43,156.16,150.4,1578,913,962,3453,178,173,15,374,3,885,878,1400,2313,286,631,1668,1663,291,937,1884,469,138,60.24,56.61,38.31,91,65,22,3476.25,2491,2506.22,441,24.37,32.73,32.73,146.79,147.8,145.14,1879.95,167.52,120.8,473.03,62.8,976.01,724.86,160.05,167.81,160.37,1627,898,1101,3626,155,224,17,347,2,896,901,1472,2370,272,609,1584,1658,298,1037,1834,518,173,56.1,63.63,47.8,64,67,24,3614.43,2525,2519.49,485,25.18,43.48,43.68,149.01,149.18,146.12
2025020193,SEA,NYR,20251101,2,3,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.49,0.49,0.48,237240,1792.68,148.64,119.82,455.7,61.84,983.15,708.86,143.14,148.8,143.32,1554,924,1081,3559,149,197,18,336,4,907,885,1405,2329,252,561,1844,1943,291,1045,1894,445,139,55.09,53.83,39.73,74,61,14,3540.83,2478,2468.5,525,24.95,39.57,39.65,133.93,134.07,131.9,1963.54,157.7,127.68,498.81,66.21,1059.45,783.13,151.78,159.59,153.57,1757,936,1034,3727,151,204,21,343,3,972,1020,1606,2542,211,477,1537,1484,320,1040,2100,446,147,62.3,55.58,39.82,70,59,22,3770.22,2693,2726.2,539,26.5,39.63,39.96,144.25,145.82,143.5
2025020202,SEA,CHI,20251103,3,1,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.42,0.46,0.45,236446,1759.47,140.82,113.95,443.09,58.92,942.35,698.87,136.15,141.26,136.56,1529,869,841,3239,143,186,19,347,8,823,891,1386,2255,235,512,1547,1233,329,1098,1847,407,144,52.85,49.2,38.78,51,65,27,3226.02,2398,2393.23,550,23.64,32.72,33.24,131.23,131.55,129.44,2147.8,190.77,145.89,533.04,72.38,1143.62,840.3,182.04,191.51,182.82,1915,1011,941,3867,188,244,25,404,4,1033,1053,1727,2738,227,504,1790,1688,301,1023,2177,560,189,66.16,69.55,55.06,87,76,25,3903.42,2926,2939.76,450,30.49,53.5,54.02,167.24,168.06,165.11
2025020217,SEA,SJS,20251105,1,6,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.47,0.47,0.46,228795,1663.45,145.93,112.55,409.99,56.14,887.65,656.74,140.22,145.47,139.81,1519,750,963,3232,153,187,22,314,2,770,843,1366,2116,244,527,1615,1623,289,1147,1704,411,154,51.71,52.06,42.17,68,61,24,3214.26,2269,2263.87,563,23.49,36.47,37.14,132.28,132.19,130.18,1939.79,163.85,131.84,486,65.65,1046.57,759.1,156.67,165.32,158.03,1764,889,1023,3676,182,211,22,380,4,950,926,1582,2471,249,537,1749,1320,287,1005,2003,489,161,58.84,60.31,44.7,89,68,25,3712.21,2653,2672.35,446,27.49,42.35,42.9,148.43,149.52,146.95
2025020264,SEA,CBJ,20251111,1,1,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.52,0.51,0.5,240058,2057.02,174.41,133.64,517.54,69.82,1085.11,817.47,165.77,176.2,167.56,1835,963,1133,3931,168,240,19,406,2,1021,961,1667,2630,230,528,1819,1468,339,1094,2141,473,184,64.45,58.95,51.02,86,64,18,3991.48,2798,2839.05,545,27.91,47.86,47.86,154.46,156.39,152.89,2006.33,162.23,129.95,515.19,68.43,1080.58,801.62,154.92,161.58,154.3,1781,977,1076,3834,157,197,15,445,7,1001,951,1624,2601,212,497,1760,1367,302,1099,2172,427,159,64.07,53.08,45.08,94,40,23,3798.88,2758,2740.36,539,27.04,41.45,41.45,147.82,147.35,144.24
2025020278,SEA,WPG,20251113,5,3,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.48,0.49,0.49,234322,1806.93,150.43,121.58,454.86,61.83,981.47,729.84,143.85,151.12,144.64,1592,908,930,3430,152,190,24,411,5,878,864,1440,2348,218,491,1690,1625,271,986,1941,415,144,57.29,52.42,40.72,70,57,25,3450.03,2500,2514.4,490,25.36,38.94,39.36,136.41,137.22,134.97,1916.22,161.92,129.48,482.42,65.33,1030.53,759.38,155.49,162.05,155.62,1717,913,966,3596,156,225,21,373,2,971,903,1561,2474,214,481,1567,1416,295,997,1997,452,181,58.97,55.31,47.64,74,60,22,3587.15,2630,2623.89,474,26.93,41.96,42,146.78,146.92,143.96
2025020295,SEA,SJS,20251115,4,1,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.47,0.47,0.46,228795,1663.45,145.93,112.55,409.99,56.14,887.65,656.74,140.22,145.47,139.81,1519,750,963,3232,153,187,22,314,2,770,843,1366,2116,244,527,1615,1623,289,1147,1704,411,154,51.71,52.06,42.17,68,61,24,3214.26,2269,2263.87,563,23.49,36.47,37.14,132.28,132.19,130.18,1939.79,163.85,131.84,486,65.65,1046.57,759.1,156.67,165.32,158.03,1764,889,1023,3676,182,211,22,380,4,950,926,1582,2471,249,537,1749,1320,287,1005,2003,489,161,58.84,60.31,44.7,89,68,25,3712.21,2653,2672.35,446,27.49,42.35,42.9,148.43,149.52,146.95
2025020375,SEA,DAL,20251126,2,3,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.51,0.47,0.48,233800,1659.19,152.99,110.81,414.98,55.54,869.07,641.62,146.82,155.16,148.88,1507,738,891,3136,163,193,27,306,2,800,781,1344,2082,251,552,1679,1438,296,1019,1619,475,151,52.33,58.91,41.74,73,65,25,3199.21,2245,2279.66,496,23.17,39.65,39.65,136.5,138.26,135.99,1783.08,149.41,112.96,453.11,60.24,947.49,704.77,144.72,148.89,144.23,1580,848,1046,3474,132,194,21,311,3,848,940,1448,2296,256,558,1532,1811,304,1131,1869,414,145,57.9,50.23,41.28,66,42,24,3446.5,2428,2419.79,517,23.48,38.4,38.7,134.18,133.93,132.14
2025020393,SEA,EDM,20251129,0,4,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.52,0.5,0.51,239292,2010.67,176.15,135.04,491.29,66.62,1058.12,796.78,169.11,177.4,170.33,1831,893,954,3678,171,204,19,409,4,914,1022,1660,2553,234,528,1741,1427,283,1110,2019,528,177,62.67,65.48,48,81,65,25,3709.87,2724,2741.76,512,28.18,41.59,41.88,162.45,163.77,160.99,1922.84,164.97,128.84,474.1,65.07,1037.32,767.71,159.24,165.38,159.75,1652,986,1032,3670,185,202,33,348,3,913,987,1467,2453,231,514,1591,1415,336,1136,2014,461,163,63.03,57.49,44.44,89,63,33,3670.04,2638,2643.33,517,26.8,39.65,39.65,152.11,152.98,150.77
2025020452,SEA,DET,20251206,3,4,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.49,0.49,0.5,234154,1932.66,154.39,124.1,493.08,66.36,1031.1,768.97,148.82,154.68,149.05,1695,943,984,3622,135,203,15,362,5,924,1009,1560,2503,226,487,1780,1357,289,1054,2029,471,138,58.12,58.41,37.87,62,56,17,3602.29,2638,2626.39,490,25.81,37.96,38.13,142.08,142.05,139.81,1945.95,160.51,129.01,483.4,64.91,1047.81,776.37,154.87,161.49,155.82,1708,954,1144,3806,156,168,16,414,3,960,961,1552,2506,253,543,1725,1632,269,992,2039,480,143,63.73,58.35,38.43,75,53,28,3816.52,2662,2668.95,482,26.88,33.16,33.22,154.16,155.04,152.48
2025020465,SEA,MIN,20251208,1,4,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.51,0.48,0.49,238239,1992.11,167.68,134.61,489.36,66.53,1068.33,796.48,160.51,169.9,162.59,1788,935,984,3707,162,226,16,354,1,993,987,1626,2561,221,502,1640,1613,309,1032,2039,511,173,58.38,61.49,47.8,80,61,21,3770.6,2723,2764.93,469,28.03,43.36,43.7,152.01,153.86,150.91,2062.66,159.14,136.91,521.14,69.49,1132.62,830.71,152.81,157.99,151.77,1842,1008,1144,3994,151,202,17,435,5,999,1058,1691,2699,251,569,1912,1372,290,1060,2272,451,127,66,57.39,35.75,70,60,21,3959.8,2850,2824.02,527,28.48,37.26,37.26,150.35,149.51,146.56
2025020479,SEA,LAK,20251210,3,2,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.52,0.52,0.52,235805,1992.33,156.55,131.9,503.9,67.26,1076.15,800.25,151.08,155.87,150.47,1708,1028,1175,3911,143,214,14,402,4,988,985,1565,2593,227,503,1718,1473,296,1076,2128,471,137,61.63,57.2,37.72,66,58,19,3894.03,2736,2727.72,500,27.46,39.84,39.84,144.17,143.89,141.66,1831.7,145.61,121.24,460.73,62.07,985.3,737.03,140.83,147.05,142.21,1611,901,1063,3575,135,193,14,370,3,906,905,1476,2377,220,488,1709,1452,294,983,1936,463,113,57.58,57.37,30.66,72,49,14,3605.79,2512,2533.45,429,25.23,35.58,35.61,135.23,136.7,134.54
2025020513,SEA,BUF,20251214,1,3,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.5,0.49,0.5,234288,1985.15,166.24,131.79,497.18,66.38,1067.63,781.78,160.25,167.19,161.17,1773,938,917,3628,186,194,15,364,3,984,980,1587,2525,265,606,1634,1415,326,1094,2066,496,149,62.92,60.55,42.77,89,75,22,3661.86,2711,2730.64,537,27.45,39.41,39.45,154.25,155.53,152.59,2023.52,167.24,130.24,513.33,67.89,1066.36,802.93,161.19,166.62,160.63,1781,967,1005,3753,154,218,24,423,8,972,973,1627,2594,282,630,1874,1743,307,1073,2092,503,153,61.91,61.99,43.35,66,66,22,3714.73,2748,2731.35,524,27.16,42.67,42.67,151.74,151.2,148.56
2025020528,SEA,COL,20251216,3,5,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25
2025020605,SEA,PHI,20251228,4,1,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.51,0.48,0.49,235361,1720.95,148.41,116.08,428.24,58.17,915.51,676.59,142.88,148.68,143.16,1517,826,878,3221,152,173,15,350,5,818,845,1365,2191,261,596,1641,1717,280,1028,1749,461,133,54.27,56.89,37.26,67,61,24,3216.87,2343,2340.37,499,24.21,34.98,35.4,137.21,137.55,135.38,1784.52,144.26,114.26,450.71,60.16,960.04,713.65,139.39,145.14,140.25,1505,939,1036,3480,145,174,15,299,2,894,930,1360,2299,250,576,1658,1562,277,999,1903,397,144,56.17,47.69,40.39,74,55,16,3497.46,2444,2458.11,471,23.77,34.57,34.57,133.39,134.17,132.08
2025020616,SEA,VAN,20251229,2,2,0.46,0.45,0.46,237429,1767.46,141.41,116.12,443.82,59.41,958.57,709.66,136.16,140.95,135.73,1553,876,905,3334,147,173,31,355,4,842,908,1406,2282,213,476,1607,1367,319,1069,1903,393,133,56.39,47.31,37.71,59,49,39,3308.09,2429,2412.8,505,24.14,34.52,35.08,130.48,130.13,128.15,2077.54,165.18,139.02,528.94,71.59,1139.65,834.68,159.23,166.48,160.5,1841,1039,1132,4012,150,231,14,442,4,1065,988,1691,2730,218,485,1761,1487,309,1113,2254,467,159,64.63,57.05,43.5,64,59,27,4058.7,2880,2908.89,497,28.92,41.22,41.3,152.8,154.04,151.29,0.45,0.47,0.47,232590,1790.19,146.24,118.69,454.56,60.72,965.49,713.3,140.32,143.99,138.2,1532,927,903,3362,126,217,17,330,0,876,910,1406,2333,231,494,1620,1562,307,1077,1919,392,148,56.99,50.13,39.12,58,47,21,3279.99,2459,2413.57,510,24.7,39.35,39.35,131.59,129.86,127.31,2078.96,180.68,139.97,513.12,68.76,1110.25,814.22,173.13,184.22,176.55,1836,991,1003,3830,199,211,25,379,1,1027,1010,1637,2628,231,497,1674,1393,266,1005,2105,559,163,65.36,71.06,44.26,95,77,27,3932.45,2827,2892.33,438,29.24,40.06,40.06,169.87,173.3,169.42
