game_id,home_team,away_team,game_date,home_goals,away_goals,home_xGoalsPercentage,home_corsiPercentage,home_fenwickPercentage,home_iceTime,home_xOnGoalFor,home_xGoalsFor,home_xReboundsFor,home_xFreezeFor,home_xPlayStoppedFor,home_xPlayContinuedInZoneFor,home_xPlayContinuedOutsideZoneFor,home_flurryAdjustedxGoalsFor,home_scoreVenueAdjustedxGoalsFor,home_flurryScoreVenueAdjustedxGoalsFor,home_shotsOnGoalFor,home_missedShotsFor,home_blockedShotAttemptsFor,home_shotAttemptsFor,home_goalsFor,home_reboundsFor,home_reboundGoalsFor,home_freezeFor,home_playStoppedFor,home_playContinuedInZoneFor,home_playContinuedOutsideZoneFor,home_savedShotsOnGoalFor,home_savedUnblockedShotAttemptsFor,home_penaltiesFor,home_penalityMinutesFor,home_faceOffsWonFor,home_hitsFor,home_takeawaysFor,home_giveawaysFor,home_lowDangerShotsFor,home_mediumDangerShotsFor,home_highDangerShotsFor,home_lowDangerxGoalsFor,home_mediumDangerxGoalsFor,home_highDangerxGoalsFor,home_lowDangerGoalsFor,home_mediumDangerGoalsFor,home_highDangerGoalsFor,home_scoreAdjustedShotsAttemptsFor,home_unblockedShotAttemptsFor,home_scoreAdjustedUnblockedShotAttemptsFor,home_dZoneGiveawaysFor,home_xGoalsFromxReboundsOfShotsFor,home_xGoalsFromActualReboundsOfShotsFor,home_reboundxGoalsFor,home_totalShotCreditFor,home_scoreAdjustedTotalShotCreditFor,home_scoreFlurryAdjustedTotalShotCreditFor,home_xOnGoalAgainst,home_xGoalsAgainst,home_xReboundsAgainst,home_xFreezeAgainst,home_xPlayStoppedAgainst,home_xPlayContinuedInZoneAgainst,home_xPlayContinuedOutsideZoneAgainst,home_flurryAdjustedxGoalsAgainst,home_scoreVenueAdjustedxGoalsAgainst,home_flurryScoreVenueAdjustedxGoalsAgainst,home_shotsOnGoalAgainst,home_missedShotsAgainst,home_blockedShotAttemptsAgainst,home_shotAttemptsAgainst,home_goalsAgainst,home_reboundsAgainst,home_reboundGoalsAgainst,home_freezeAgainst,home_playStoppedAgainst,home_playContinuedInZoneAgainst,home_playContinuedOutsideZoneAgainst,home_savedShotsOnGoalAgainst,home_savedUnblockedShotAttemptsAgainst,home_penaltiesAgainst,home_penalityMinutesAgainst,home_faceOffsWonAgainst,home_hitsAgainst,home_takeawaysAgainst,home_giveawaysAgainst,home_lowDangerShotsAgainst,home_mediumDangerShotsAgainst,home_highDangerShotsAgainst,home_lowDangerxGoalsAgainst,home_mediumDangerxGoalsAgainst,home_highDangerxGoalsAgainst,home_lowDangerGoalsAgainst,home_mediumDangerGoalsAgainst,home_highDangerGoalsAgainst,home_scoreAdjustedShotsAttemptsAgainst,home_unblockedShotAttemptsAgainst,home_scoreAdjustedUnblockedShotAttemptsAgainst,home_dZoneGiveawaysAgainst,home_xGoalsFromxReboundsOfShotsAgainst,home_xGoalsFromActualReboundsOfShotsAgainst,home_reboundxGoalsAgainst,home_totalShotCreditAgainst,home_scoreAdjustedTotalShotCreditAgainst,home_scoreFlurryAdjustedTotalShotCreditAgainst,away_xGoalsPercentage,away_corsiPercentage,away_fenwickPercentage,away_iceTime,away_xOnGoalFor,away_xGoalsFor,away_xReboundsFor,away_xFreezeFor,away_xPlayStoppedFor,away_xPlayContinuedInZoneFor,away_xPlayContinuedOutsideZoneFor,away_flurryAdjustedxGoalsFor,away_scoreVenueAdjustedxGoalsFor,away_flurryScoreVenueAdjustedxGoalsFor,away_shotsOnGoalFor,away_missedShotsFor,away_blockedShotAttemptsFor,away_shotAttemptsFor,away_goalsFor,away_reboundsFor,away_reboundGoalsFor,away_freezeFor,away_playStoppedFor,away_playContinuedInZoneFor,away_playContinuedOutsideZoneFor,away_savedShotsOnGoalFor,away_savedUnblockedShotAttemptsFor,away_penaltiesFor,away_penalityMinutesFor,away_faceOffsWonFor,away_hitsFor,away_takeawaysFor,away_giveawaysFor,away_lowDangerShotsFor,away_mediumDangerShotsFor,away_highDangerShotsFor,away_lowDangerxGoalsFor,away_mediumDangerxGoalsFor,away_highDangerxGoalsFor,away_lowDangerGoalsFor,away_mediumDangerGoalsFor,away_highDangerGoalsFor,away_scoreAdjustedShotsAttemptsFor,away_unblockedShotAttemptsFor,away_scoreAdjustedUnblockedShotAttemptsFor,away_dZoneGiveawaysFor,away_xGoalsFromxReboundsOfShotsFor,away_xGoalsFromActualReboundsOfShotsFor,away_reboundxGoalsFor,away_totalShotCreditFor,away_scoreAdjustedTotalShotCreditFor,away_scoreFlurryAdjustedTotalShotCreditFor,away_xOnGoalAgainst,away_xGoalsAgainst,away_xReboundsAgainst,away_xFreezeAgainst,away_xPlayStoppedAgainst,away_xPlayContinuedInZoneAgainst,away_xPlayContinuedOutsideZoneAgainst,away_flurryAdjustedxGoalsAgainst,away_scoreVenueAdjustedxGoalsAgainst,away_flurryScoreVenueAdjustedxGoalsAgainst,away_shotsOnGoalAgainst,away_missedShotsAgainst,away_blockedShotAttemptsAgainst,away_shotAttemptsAgainst,away_goalsAgainst,away_reboundsAgainst,away_reboundGoalsAgainst,away_freezeAgainst,away_playStoppedAgainst,away_playContinuedInZoneAgainst,away_playContinuedOutsideZoneAgainst,away_savedShotsOnGoalAgainst,away_savedUnblockedShotAttemptsAgainst,away_penaltiesAgainst,away_penalityMinutesAgainst,away_faceOffsWonAgainst,away_hitsAgainst,away_takeawaysAgainst,away_giveawaysAgainst,away_lowDangerShotsAgainst,away_mediumDangerShotsAgainst,away_highDangerShotsAgainst,away_lowDangerxGoalsAgainst,away_mediumDangerxGoalsAgainst,away_highDangerxGoalsAgainst,away_lowDangerGoalsAgainst,away_mediumDangerGoalsAgainst,away_highDangerGoalsAgainst,away_scoreAdjustedShotsAttemptsAgainst,away_unblockedShotAttemptsAgainst,away_scoreAdjustedUnblockedShotAttemptsAgainst,away_dZoneGiveawaysAgainst,away_xGoalsFromxReboundsOfShotsAgainst,away_xGoalsFromActualReboundsOfShotsAgainst,away_reboundxGoalsAgainst,away_totalShotCreditAgainst,away_scoreAdjustedTotalShotCreditAgainst,away_scoreFlurryAdjustedTotalShotCreditAgainst
2025020897,COL,SJS,20260204,4,2,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.47,0.47,0.46,228795,1663.45,145.93,112.55,409.99,56.14,887.65,656.74,140.22,145.47,139.81,1519,750,963,3232,153,187,22,314,2,770,843,1366,2116,244,527,1615,1623,289,1147,1704,411,154,51.71,52.06,42.17,68,61,24,3214.26,2269,2263.87,563,23.49,36.47,37.14,132.28,132.19,130.18,1939.79,163.85,131.84,486,65.65,1046.57,759.1,156.67,165.32,158.03,1764,889,1023,3676,182,211,22,380,4,950,926,1582,2471,249,537,1749,1320,287,1005,2003,489,161,58.84,60.31,44.7,89,68,25,3712.21,2653,2672.35,446,27.49,42.35,42.9,148.43,149.52,146.95
2025020927,COL,MIN,20260226,2,5,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.51,0.48,0.49,238239,1992.11,167.68,134.61,489.36,66.53,1068.33,796.48,160.51,169.9,162.59,1788,935,984,3707,162,226,16,354,1,993,987,1626,2561,221,502,1640,1613,309,1032,2039,511,173,58.38,61.49,47.8,80,61,21,3770.6,2723,2764.93,469,28.03,43.36,43.7,152.01,153.86,150.91,2062.66,159.14,136.91,521.14,69.49,1132.62,830.71,152.81,157.99,151.77,1842,1008,1144,3994,151,202,17,435,5,999,1058,1691,2699,251,569,1912,1372,290,1060,2272,451,127,66,57.39,35.75,70,60,21,3959.8,2850,2824.02,527,28.48,37.26,37.26,150.35,149.51,146.56
2025020938,COL,CHI,20260228,3,1,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.42,0.46,0.45,236446,1759.47,140.82,113.95,443.09,58.92,942.35,698.87,136.15,141.26,136.56,1529,869,841,3239,143,186,19,347,8,823,891,1386,2255,235,512,1547,1233,329,1098,1847,407,144,52.85,49.2,38.78,51,65,27,3226.02,2398,2393.23,550,23.64,32.72,33.24,131.23,131.55,129.44,2147.8,190.77,145.89,533.04,72.38,1143.62,840.3,182.04,191.51,182.82,1915,1011,941,3867,188,244,25,404,4,1033,1053,1727,2738,227,504,1790,1688,301,1023,2177,560,189,66.16,69.55,55.06,87,76,25,3903.42,2926,2939.76,450,30.49,53.5,54.02,167.24,168.06,165.11
2025021001,COL,MIN,20260308,2,2,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.51,0.48,0.49,238239,1992.11,167.68,134.61,489.36,66.53,1068.33,796.48,160.51,169.9,162.59,1788,935,984,3707,162,226,16,354,1,993,987,1626,2561,221,502,1640,1613,309,1032,2039,511,173,58.38,61.49,47.8,80,61,21,3770.6,2723,2764.93,469,28.03,43.36,43.7,152.01,153.86,150.91,2062.66,159.14,136.91,521.14,69.49,1132.62,830.71,152.81,157.99,151.77,1842,1008,1144,3994,151,202,17,435,5,999,1058,1691,2699,251,569,1912,1372,290,1060,2272,451,127,66,57.39,35.75,70,60,21,3959.8,2850,2824.02,527,28.48,37.26,37.26,150.35,149.51,146.56
2025021023,COL,EDM,20260310,3,4,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.52,0.5,0.51,239292,2010.67,176.15,135.04,491.29,66.62,1058.12,796.78,169.11,177.4,170.33,1831,893,954,3678,171,204,19,409,4,914,1022,1660,2553,234,528,1741,1427,283,1110,2019,528,177,62.67,65.48,48,81,65,25,3709.87,2724,2741.76,512,28.18,41.59,41.88,162.45,163.77,160.99,1922.84,164.97,128.84,474.1,65.07,1037.32,767.71,159.24,165.38,159.75,1652,986,1032,3670,185,202,33,348,3,913,987,1467,2453,231,514,1591,1415,336,1136,2014,461,163,63.03,57.49,44.44,89,63,33,3670.04,2638,2643.33,517,26.8,39.65,39.65,152.11,152.98,150.77
2025021067,COL,PIT,20260316,2,7,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.51,0.5,0.51,236194,1986.09,175.18,139.09,484.74,66.85,1064.35,785.8,167.88,177.79,170.4,1753,963,1023,3739,193,208,19,359,6,979,971,1560,2523,242,536,1594,1266,327,1125,2017,526,173,62.85,65.44,46.9,96,70,27,3805.3,2716,2761.21,523,29.12,42.08,42.42,161.87,164.37,160.34,1927.44,165.77,131.11,480.87,65.14,1037.91,760.21,158.44,164.72,157.5,1676,965,1053,3694,163,208,23,378,4,935,953,1513,2478,224,497,1768,1604,297,1133,1994,486,161,61.06,59.63,45.07,83,58,22,3653.72,2641,2623.03,545,27.36,41.09,41.15,151.99,151.47,148.54
2025021080,COL,DAL,20260318,1,1,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.51,0.47,0.48,233800,1659.19,152.99,110.81,414.98,55.54,869.07,641.62,146.82,155.16,148.88,1507,738,891,3136,163,193,27,306,2,800,781,1344,2082,251,552,1679,1438,296,1019,1619,475,151,52.33,58.91,41.74,73,65,25,3199.21,2245,2279.66,496,23.17,39.65,39.65,136.5,138.26,135.99,1783.08,149.41,112.96,453.11,60.24,947.49,704.77,144.72,148.89,144.23,1580,848,1046,3474,132,194,21,311,3,848,940,1448,2296,256,558,1532,1811,304,1131,1869,414,145,57.9,50.23,41.28,66,42,24,3446.5,2428,2419.79,517,23.48,38.4,38.7,134.18,133.93,132.14
2025021162,COL,WPG,20260328,2,4,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.48,0.49,0.49,234322,1806.93,150.43,121.58,454.86,61.83,981.47,729.84,143.85,151.12,144.64,1592,908,930,3430,152,190,24,411,5,878,864,1440,2348,218,491,1690,1625,271,986,1941,415,144,57.29,52.42,40.72,70,57,25,3450.03,2500,2514.4,490,25.36,38.94,39.36,136.41,137.22,134.97,1916.22,161.92,129.48,482.42,65.33,1030.53,759.38,155.49,162.05,155.62,1717,913,966,3596,156,225,21,373,2,971,903,1561,2474,214,481,1567,1416,295,997,1997,452,181,58.97,55.31,47.64,74,60,22,3587.15,2630,2623.89,474,26.93,41.96,42,146.78,146.92,143.96
2025021174,COL,CGY,20260330,9,2,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.47,0.5,0.49,230386,1911.53,152.51,123.71,489.08,64.91,1015.86,758.99,147.27,152.44,147.2,1753,853,1089,3695,137,186,15,361,3,911,1008,1616,2469,237,545,1696,1524,286,1145,2024,434,148,57.36,54.62,40.55,70,46,21,3675.81,2606,2603.64,590,25.8,36.7,36.79,141.47,141.36,139.34,1973.81,169.16,130.64,496.13,67.13,1044.56,788.38,162.26,170.39,163.43,1780,916,1072,3768,169,231,21,425,7,896,968,1611,2527,247,569,1758,1482,341,1095,2029,488,179,60.79,59.79,48.58,76,63,30,3805.15,2696,2708.97,497,27.36,43.93,43.98,152.53,153.73,150.77
2025021188,COL,VAN,20260401,6,8,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.45,0.47,0.47,232590,1790.19,146.24,118.69,454.56,60.72,965.49,713.3,140.32,143.99,138.2,1532,927,903,3362,126,217,17,330,0,876,910,1406,2333,231,494,1620,1562,307,1077,1919,392,148,56.99,50.13,39.12,58,47,21,3279.99,2459,2413.57,510,24.7,39.35,39.35,131.59,129.86,127.31,2078.96,180.68,139.97,513.12,68.76,1110.25,814.22,173.13,184.22,176.55,1836,991,1003,3830,199,211,25,379,1,1027,1010,1637,2628,231,497,1674,1393,266,1005,2105,559,163,65.36,71.06,44.26,95,77,27,3932.45,2827,2892.33,438,29.24,40.06,40.06,169.87,173.3,169.42
2025021228,COL,STL,20260405,2,3,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.49,0.48,0.48,234629,1762.57,150.33,116.96,438.37,58.51,939.99,688.98,143.66,151.25,144.53,1588,807,933,3328,146,199,15,325,3,851,871,1442,2249,229,542,1599,1673,281,1002,1787,472,136,54.34,58.23,37.75,67,66,13,3330.52,2395,2405.49,469,24.28,37.06,37.06,137.41,138.3,135.52,1898.23,155.15,123.95,482.52,63.66,1014.93,750.87,148.93,156.07,149.9,1690,902,992,3584,162,191,23,404,4,944,887,1528,2430,229,533,1690,1350,309,1098,2000,434,158,57.04,54.41,43.69,76,54,32,3613.23,2592,2604.7,521,25.83,39.71,39.79,141.12,142.26,139.61
2025021256,COL,CGY,20260409,3,1,0.57,0.57,0.56,229328,2254.72,192.79,147.65,579.32,76.11,1223.33,892.79,184.84,196.57,188.47,2087,1025,1279,4391,210,247,31,452,1,1183,1019,1877,2902,221,469,1798,1221,290,1051,2386,528,198,72.73,66.62,53.43,119,57,34,4510.69,3112,3178.62,463,30.82,50.7,50.7,172.91,176.17,172.31,1807.12,148.05,117.99,459.23,60.82,958.17,711.8,141.73,145.95,139.72,1561,896,895,3352,125,217,14,375,3,839,898,1436,2332,247,525,1738,1531,292,1070,1870,445,142,51.67,57.38,39,57,50,18,3271.06,2457,2413.14,551,24.56,40.1,40.36,132.19,130.41,128.25,0.47,0.5,0.49,230386,1911.53,152.51,123.71,489.08,64.91,1015.86,758.99,147.27,152.44,147.2,1753,853,1089,3695,137,186,15,361,3,911,1008,1616,2469,237,545,1696,1524,286,1145,2024,434,148,57.36,54.62,40.55,70,46,21,3675.81,2606,2603.64,590,25.8,36.7,36.79,141.47,141.36,139.34,1973.81,169.16,130.64,496.13,67.13,1044.56,788.38,162.26,170.39,163.43,1780,916,1072,3768,169,231,21,425,7,896,968,1611,2527,247,569,1758,1482,341,1095,2029,488,179,60.79,59.79,48.58,76,63,30,3805.15,2696,2708.97,497,27.36,43.93,43.98,152.53,153.73,150.77
2025020056,ANA,PIT,20251014,4,3,0.52,0.52,0.52,231679,2150.95,179.45,140.24,548.48,74.37,1150.55,849.04,171.83,177.88,170.41,1854,1090,1088,4032,165,252,25,431,4,1024,1068,1689,2779,262,605,1695,1567,322,1050,2249,534,161,66.64,66.64,46.16,74,64,27,3989.52,2944,2916.4,486,29.25,47.99,48.05,160.58,159.52,156.64,1982.08,168.05,130.8,497.73,66.94,1049.98,776.49,160.3,170.32,162.46,1721,969,1016,3706,184,211,19,394,8,973,920,1537,2506,274,624,1800,1404,294,1150,2003,548,139,63.39,67.06,37.59,84,80,20,3763.54,2690,2728.07,560,27.36,38.45,39.06,156.34,158.42,154.89,0.51,0.5,0.51,236194,1986.09,175.18,139.09,484.74,66.85,1064.35,785.8,167.88,177.79,170.4,1753,963,1023,3739,193,208,19,359,6,979,971,1560,2523,242,536,1594,1266,327,1125,2017,526,173,62.85,65.44,46.9,96,70,27,3805.3,2716,2761.21,523,29.12,42.08,42.42,161.87,164.37,160.34,1927.44,165.77,131.11,480.87,65.14,1037.91,760.21,158.44,164.72,157.5,1676,965,1053,3694,163,208,23,378,4,935,953,1513,2478,224,497,1768,1604,297,1133,1994,486,161,61.06,59.63,45.07,83,58,22,3653.72,2641,2623.03,545,27.36,41.09,41.15,151.99,151.47,148.54
2025020070,ANA,CAR,20251016,1,4,0.52,0.52,0.52,231679,2150.95,179.45,140.24,548.48,74.37,1150.55,849.04,171.83,177.88,170.41,1854,1090,1088,4032,165,252,25,431,4,1024,1068,1689,2779,262,605,1695,1567,322,1050,2249,534,161,66.64,66.64,46.16,74,64,27,3989.52,2944,2916.4,486,29.25,47.99,48.05,160.58,159.52,156.64,1982.08,168.05,130.8,497.73,66.94,1049.98,776.49,160.3,170.32,162.46,1721,969,1016,3706,184,211,19,394,8,973,920,1537,2506,274,624,1800,1404,294,1150,2003,548,139,63.39,67.06,37.59,84,80,20,3763.54,2690,2728.07,560,27.36,38.45,39.06,156.34,158.42,154.89,0.57,0.6,0.59,235393,2357.69,196.21,151.19,614.93,79.58,1246.87,914.22,187.84,198.17,189.7,2012,1191,1268,4471,180,248,21,519,3,1162,1091,1832,3023,233,489,1895,1489,381,1101,2470,532,201,75.69,66.01,54.51,80,73,27,4542.87,3203,3252.86,492,31.57,46.62,46.89,180.88,182.48,178.88,1643.67,150.16,110.61,403.22,55.06,853.68,642.27,144.26,149.44,143.61,1460,755,768,2983,159,184,16,278,3,761,830,1301,2056,239,499,1862,1755,284,1152,1586,490,139,50.25,60.42,39.5,60,76,23,2946.89,2215,2193.35,604,23.2,36.63,37.28,136.08,135.74,133.4
2025020180,ANA,DET,20251031,5,2,0.52,0.52,0.52,231679,2150.95,179.45,140.24,548.48,74.37,1150.55,849.04,171.83,177.88,170.41,1854,1090,1088,4032,165,252,25,431,4,1024,1068,1689,2779,262,605,1695,1567,322,1050,2249,534,161,66.64,66.64,46.16,74,64,27,3989.52,2944,2916.4,486,29.25,47.99,48.05,160.58,159.52,156.64,1982.08,168.05,130.8,497.73,66.94,1049.98,776.49,160.3,170.32,162.46,1721,969,1016,3706,184,211,19,394,8,973,920,1537,2506,274,624,1800,1404,294,1150,2003,548,139,63.39,67.06,37.59,84,80,20,3763.54,2690,2728.07,560,27.36,38.45,39.06,156.34,158.42,154.89,0.49,0.49,0.5,234154,1932.66,154.39,124.1,493.08,66.36,1031.1,768.97,148.82,154.68,149.05,1695,943,984,3622,135,203,15,362,5,924,1009,1560,2503,226,487,1780,1357,289,1054,2029,471,138,58.12,58.41,37.87,62,56,17,3602.29,2638,2626.39,490,25.81,37.96,38.13,142.08,142.05,139.81,1945.95,160.51,129.01,483.4,64.91,1047.81,776.37,154.87,161.49,155.82,1708,954,1144,3806,156,168,16,414,3,960,961,1552,2506,253,543,1725,1632,269,992,2039,480,143,63.73,58.35,38.43,75,53,28,3816.52,2662,2668.95,482,26.88,33.16,33.22,154.16,155.04,152.48
2025020197,ANA,NJD,20251102,4,1,0.52,0.52,0.52,231679,2150.95,179.45,140.24,548.48,74.37,1150.55,849.04,171.83,177.88,170.41,1854,1090,1088,4032,165,252,25,431,4,1024,1068,1689,2779,262,605,1695,1567,322,1050,2249,534,161,66.64,66.64,46.16,74,64,27,3989.52,2944,2916.4,486,29.25,47.99,48.05,160.58,159.52,156.64,1982.08,168.05,130.8,497.73,66.94,1049.98,776.49,160.3,170.32,162.46,1721,969,1016,3706,184,211,19,394,8,973,920,1537,2506,274,624,1800,1404,294,1150,2003,548,139,63.39,67.06,37.59,84,80,20,3763.54,2690,2728.07,560,27.36,38.45,39.06,156.34,158.42,154.89,0.49,0.51,0.51,238958,2030.97,161.7,133.4,515.36,68.93,1095.46,809.15,155.91,161.16,155.42,1817,967,1069,3853,131,210,6,383,3,1048,1009,1686,2653,216,489,1758,1392,311,1117,2158,484,142,63.13,59.74,38.84,65,56,10,3818.31,2784,2767.38,544,27.74,37.46,37.46,151.98,151.42,148.92,1928.63,165.66,130.86,479.27,65.45,1040.77,763.98,159.47,167.28,161.04,1730,916,1018,3664,174,219,25,391,2,904,956,1556,2472,209,473,1723,1466,320,1117,2001,479,166,60.26,59.54,45.85,83,62,29,3708.72,2646,2677.38,541,27.29,42.23,42.24,150.7,152.3,149.6
