player_id,player_display_name,position,week,season_type,team,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0030035,Adam Thielen,WR,1,REG,MIN,CHI,0,1,0,0,7,0
00-0030061,Zach Ertz,TE,1,REG,WAS,NYG,3,5,26,1,42,6
00-0030279,Keenan Allen,WR,1,REG,LAC,KC,7,10,68,1,89,20
00-0030506,Travis Kelce,TE,1,REG,KC,LAC,2,4,47,1,24,24
00-0030564,DeAndre Hopkins,WR,1,REG,BAL,BUF,2,2,35,1,33,2
00-0031236,Brandin Cooks,WR,1,REG,NO,ARI,3,4,26,0,18,20
00-0031381,Davante Adams,WR,1,REG,LA,HOU,4,8,51,0,70,8
00-0031408,Mike Evans,WR,1,REG,TB,ATL,5,8,51,0,106,4
00-0031588,Stefon Diggs,WR,1,REG,NE,LV,6,7,57,0,61,19
00-0031763,DeAndre Carter,WR,1,REG,CLE,CIN,0,0,0,0,0,0
00-0032211,Tyler Lockett,WR,1,REG,TEN,DEN,0,1,0,0,16,0
00-0032385,Sterling Shepard,WR,1,REG,TB,ATL,3,6,39,0,86,8
00-0032392,Austin Hooper,TE,1,REG,NE,LV,1,1,10,0,3,7
00-0032398,Chris Moore,WR,1,REG,WAS,NYG,1,1,34,0,34,0
00-0032464,Kalif Raymond,WR,1,REG,DET,GB,2,3,16,0,23,16
00-0033040,Tyreek Hill,WR,1,REG,MIA,IND,4,6,40,0,86,5
00-0033090,Hunter Henry,TE,1,REG,NE,LV,4,8,66,0,117,19
00-0033110,Tyler Higbee,TE,1,REG,LA,HOU,0,0,0,0,0,0
00-0033217,Mo Alie-Cox,TE,1,REG,IND,MIA,1,1,20,0,2,18
00-0033246,Johnny Mundt,TE,1,REG,JAX,CAR,0,1,0,0,-3,0
00-0033288,George Kittle,TE,1,REG,SF,SEA,4,4,25,1,22,3
00-0033555,Mack Hollins,WR,1,REG,NE,LV,1,2,3,0,13,0
00-0033572,Jamal Agnew,WR,1,REG,ATL,TB,0,0,0,0,0,0
00-0033576,Eric Saubert,TE,1,REG,SEA,SF,0,0,0,0,0,0
00-0033589,David Moore,WR,1,REG,CAR,JAX,0,0,0,0,0,0
00-0033591,Noah Brown,WR,1,REG,WAS,NYG,2,3,27,0,34,6
00-0033857,JuJu Smith-Schuster,WR,1,REG,KC,LAC,5,5,55,0,29,26
00-0033858,Jonnu Smith,TE,1,REG,PIT,NYJ,5,6,15,1,-6,29
00-0033881,Evan Engram,TE,1,REG,DEN,TEN,3,4,21,0,10,16
00-0033885,David Njoku,TE,1,REG,CLE,CIN,3,6,37,0,41,23
00-0033891,Zay Jones,WR,1,REG,ARI,NO,1,1,4,0,2,2
00-0033908,Cooper Kupp,WR,1,REG,SEA,SF,2,3,15,0,20,3
00-0033943,Josh Reynolds,WR,1,REG,NYJ,PIT,2,3,18,0,30,2
00-0034159,Will Dissly,TE,1,REG,LAC,KC,1,1,18,0,5,13
00-0034270,Tyler Conklin,TE,1,REG,LAC,KC,2,2,50,0,28,22
00-0034348,Courtland Sutton,WR,1,REG,DEN,TEN,6,9,61,1,107,8
00-0034351,Dallas Goedert,TE,1,REG,PHI,DAL,7,7,44,0,34,10
00-0034383,Dalton Schultz,TE,1,REG,HOU,LA,3,5,28,0,25,11
00-0034386,Justin Watson,WR,1,REG,HOU,LA,2,2,27,0,14,13
00-0034407,Ray-Ray McCloud,WR,1,REG,ATL,TB,3,5,51,0,36,24
00-0034487,Trent Sherfield,WR,1,REG,DEN,TEN,1,1,3,0,-2,5
00-0034753,Mark Andrews,TE,1,REG,BAL,BUF,1,1,5,0,4,1
00-0034827,DJ Moore,WR,1,REG,CHI,MIN,3,5,68,0,94,22
00-0034829,Mike Gesicki,TE,1,REG,CIN,CLE,1,3,14,0,26,0
00-0034837,Calvin Ridley,WR,1,REG,TEN,DEN,4,8,27,0,69,12
00-0034854,KhaDarel Hodge,WR,1,REG,ATL,TB,0,1,0,0,26,0
00-0034960,Jakobi Meyers,WR,1,REG,LV,NE,8,10,97,0,81,41
00-0034983,Hunter Renfrow,WR,1,REG,CAR,JAX,2,6,11,0,66,0
00-0035021,Ashton Dulin,WR,1,REG,IND,MIA,0,0,0,0,0,0
00-0035208,Olamide Zaccheaus,WR,1,REG,CHI,MIN,4,7,42,0,59,21
00-0035229,T.J. Hockenson,TE,1,REG,MIN,CHI,3,4,15,0,13,4
00-0035249,Josh Oliver,TE,1,REG,MIN,CHI,1,1,5,0,-3,8
00-0035500,Greg Dortch,WR,1,REG,ARI,NO,1,1,-2,0,-2,0
00-0035535,Darius Slayton,WR,1,REG,NYG,WAS,0,1,0,0,16,0
00-0035602,Alex Bachman,WR,1,REG,LV,NE,0,1,0,0,4,0
00-0035631,Drew Sample,TE,1,REG,CIN,CLE,0,1,0,0,2,0
00-0035640,DK Metcalf,WR,1,REG,PIT,NYJ,4,7,83,0,28,68
00-0035644,Noah Fant,TE,1,REG,CIN,CLE,4,5,26,1,2,20
00-0035645,Gunner Olszewski,WR,1,REG,NYG,WAS,0,0,0,0,0,0
00-0035659,Terry McLaurin,WR,1,REG,WAS,NYG,2,4,27,0,77,1
00-0035662,Marquise Brown,WR,1,REG,KC,LAC,10,16,99,0,101,39
00-0035676,A.J. Brown,WR,1,REG,PHI,DAL,1,1,8,0,8,0
00-0035689,Dawson Knox,TE,1,REG,BUF,BAL,2,2,20,0,3,17
00-0035719,Deebo Samuel Sr.,WR,1,REG,WAS,NYG,7,10,77,0,80,39
00-0035891,Cody White,WR,1,REG,SEA,SF,0,0,0,0,0,0
00-0036040,Juwan Johnson,TE,1,REG,NO,ARI,8,11,76,0,89,29
00-0036182,Nick Westbrook-Ikhine,WR,1,REG,MIA,IND,1,2,7,0,13,0
00-0036244,Colby Parkinson,TE,1,REG,LA,HOU,2,2,-6,0,0,-6
00-0036252,Michael Pittman,WR,1,REG,IND,MIA,6,8,80,1,54,26
00-0036259,Jauan Jennings,WR,1,REG,SF,SEA,2,5,16,0,42,16
00-0036290,Cole Kmet,TE,1,REG,CHI,MIN,1,4,31,0,57,0
00-0036322,Justin Jefferson,WR,1,REG,MIN,CHI,4,7,44,1,69,12
00-0036331,Devin Duvernay,WR,1,REG,CHI,MIN,0,0,0,0,0,0
00-0036358,CeeDee Lamb,WR,1,REG,DAL,PHI,7,13,110,0,182,44
00-0036407,Jerry Jeudy,WR,1,REG,CLE,CIN,5,8,66,0,97,10
00-0036410,Tee Higgins,WR,1,REG,CIN,CLE,3,4,33,0,49,2
00-0036422,Adam Trautman,TE,1,REG,DEN,TEN,1,1,5,0,5,0
00-0036427,Tyler Johnson,WR,1,REG,NYJ,PIT,2,2,31,0,20,11
00-0036550,Rashod Bateman,WR,1,REG,BAL,BUF,2,4,10,0,42,5
00-0036554,Nico Collins,WR,1,REG,HOU,LA,3,5,25,0,35,10
00-0036613,Jaylen Waddle,WR,1,REG,MIA,IND,4,5,30,0,21,13
00-0036620,Dee Eskridge,WR,1,REG,MIA,IND,1,2,9,0,33,0
00-0036626,Dyami Brown,WR,1,REG,JAX,CAR,3,4,52,0,54,5
00-0036630,Tylan Wallace,WR,1,REG,BAL,BUF,0,0,0,0,0,0
00-0036637,Noah Gray,TE,1,REG,KC,LAC,1,1,3,0,3,0
00-0036741,Jack Stoll,TE,1,REG,NO,ARI,0,0,0,0,0,0
00-0036825,Feleipe Franks,TE,1,REG,ATL,TB,0,0,0,0,0,0
00-0036849,Tutu Atwell,WR,1,REG,LA,HOU,1,1,4,0,4,0
00-0036862,Ben Skowronek,WR,1,REG,PIT,NYJ,1,1,22,1,9,13
00-0036876,Kylen Granson,TE,1,REG,PHI,DAL,1,1,1,0,0,1
00-0036887,Luke Farrell,TE,1,REG,SF,SEA,1,1,4,0,4,0
00-0036894,Pat Freiermuth,TE,1,REG,PIT,NYJ,3,3,28,0,20,8
00-0036900,Ja'Marr Chase,WR,1,REG,CIN,CLE,2,5,26,0,88,13
00-0036912,DeVonta Smith,WR,1,REG,PHI,DAL,3,3,16,0,4,12
00-0036963,Amon-Ra St. Brown,WR,1,REG,DET,GB,4,6,45,0,53,5
00-0036970,Kyle Pitts,TE,1,REG,ATL,TB,7,8,59,0,37,38
00-0036980,Elijah Moore,WR,1,REG,BUF,BAL,1,1,3,0,3,0
00-0036988,Josh Palmer,WR,1,REG,BUF,BAL,5,9,61,0,115,12
00-0037004,Hunter Long,TE,1,REG,JAX,CAR,1,1,6,1,6,0
00-0037005,Tommy Tremble,TE,1,REG,CAR,JAX,1,1,2,0,0,2
00-0037112,Jake Tonges,TE,1,REG,SF,SEA,3,3,15,1,9,6
00-0037238,Drake London,WR,1,REG,ATL,TB,8,15,55,0,99,17
00-0037239,Chris Olave,WR,1,REG,NO,ARI,7,13,54,0,97,16
00-0037240,Jameson Williams,WR,1,REG,DET,GB,4,5,23,0,26,7
00-0037247,George Pickens,WR,1,REG,DAL,PHI,3,4,30,0,52,1
00-0037261,Khalil Shakir,WR,1,REG,BUF,BAL,6,9,64,0,85,22
00-0037291,Jalen Nailor,WR,1,REG,MIN,CHI,1,3,28,0,15,9
00-0037292,Andrew Ogletree,TE,1,REG,IND,MIA,0,0,0,0,0,0
00-0037304,Connor Heyward,TE,1,REG,PIT,NYJ,0,0,0,0,0,0
00-0037306,John FitzPatrick,TE,1,REG,GB,DET,1,1,2,0,2,0
00-0037311,Ko Kieft,TE,1,REG,TB,ATL,0,0,0,0,0,0
00-0037348,Tanner Conner,TE,1,REG,MIA,IND,2,4,20,0,27,3
00-0037539,Lucas Krull,TE,1,REG,DEN,TEN,1,2,6,0,9,1
00-0037545,Rashid Shaheed,WR,1,REG,NO,ARI,6,9,33,0,79,5
00-0037614,John Metchie III,WR,1,REG,PHI,DAL,0,0,0,0,0,0
00-0037664,Alec Pierce,WR,1,REG,IND,MIA,1,3,36,0,61,0
00-0037666,Jalen Tolbert,WR,1,REG,DAL,PHI,1,2,0,0,9,3
00-0037740,Garrett Wilson,WR,1,REG,NYJ,PIT,7,9,95,1,86,17
00-0037741,Jahan Dotson,WR,1,REG,PHI,DAL,3,3,59,0,48,11
00-0037744,Trey McBride,TE,1,REG,ARI,NO,6,9,61,0,35,43
00-0037801,KaVontae Turpin,WR,1,REG,DAL,PHI,2,2,18,0,7,11
00-0037805,Jeremy Ruckert,TE,1,REG,NYJ,PIT,2,2,16,0,14,2
00-0037809,Chig Okonkwo,TE,1,REG,TEN,DEN,3,4,19,0,15,20
00-0037816,Romeo Doubs,WR,1,REG,GB,DET,2,4,68,0,92,5
00-0037837,Calvin Austin III,WR,1,REG,PIT,NYJ,4,6,70,1,84,22
00-0038041,Jake Ferguson,TE,1,REG,DAL,PHI,5,6,23,0,35,8
00-0038090,Skyy Moore,WR,1,REG,SF,SEA,0,0,0,0,0,0
00-0038104,Tyquan Thornton,WR,1,REG,KC,LAC,2,4,41,0,115,5
00-0038115,Daniel Bellinger,TE,1,REG,NYG,WAS,1,1,14,0,14,0
00-0038117,Wan'Dale Robinson,WR,1,REG,NYG,WAS,6,8,55,0,25,34
00-0038129,Cade Otton,TE,1,REG,TB,ATL,0,3,0,0,37,0
00-0038359,Xavier Smith,WR,1,REG,LA,HOU,1,1,36,0,36,0
00-0038393,Dontayvion Wicks,WR,1,REG,GB,DET,2,2,30,0,27,3
00-0038492,Jason Brownlee,WR,1,REG,KC,LAC,0,1,0,0,9,0
00-0038496,Xavier Gipson,WR,1,REG,NYJ,PIT,0,0,0,0,0,0
00-0038519,Nikko Remigio,WR,1,REG,KC,LAC,0,0,0,0,0,0
00-0038543,Jaxon Smith-Njigba,WR,1,REG,SEA,SF,9,13,124,0,178,29
00-0038544,Quentin Johnston,WR,1,REG,LAC,KC,5,7,79,2,87,39
00-0038547,Luke Schoonmaker,TE,1,REG,DAL,PHI,0,1,0,0,22,0
00-0038559,Michael Wilson,WR,1,REG,ARI,NO,1,4,5,0,62,2
00-0038563,Tre Tucker,WR,1,REG,LV,NE,2,3,54,1,63,5
00-0038573,Derius Davis,WR,1,REG,LAC,KC,0,0,0,0,0,0
00-0038576,Charlie Jones,WR,1,REG,CIN,CLE,0,0,0,0,0,0
00-0038590,Justin Shorter,TE,1,REG,LV,NE,0,0,0,0,0,0
00-0038606,Parker Washington,WR,1,REG,JAX,CAR,0,0,0,0,0,0
00-0038608,Kayshon Boutte,WR,1,REG,NE,LV,6,8,103,0,137,3
00-0038618,Xavier Hutchinson,WR,1,REG,HOU,LA,2,2,30,0,29,1
00-0038621,DeMario Douglas,WR,1,REG,NE,LV,2,7,-2,1,22,-1
00-0038720,Julian Hill,TE,1,REG,MIA,IND,0,0,0,0,0,0
00-0038824,Ryan Miller,WR,1,REG,TB,ATL,0,1,0,0,15,0
00-0038840,Brycen Tremayne,WR,1,REG,CAR,JAX,0,0,0,0,0,0
00-0038933,Dalton Kincaid,TE,1,REG,BUF,BAL,4,4,48,1,40,8
00-0038935,Brenton Strange,TE,1,REG,JAX,CAR,4,4,59,0,36,23
00-0038976,Marvin Mims Jr.,WR,1,REG,DEN,TEN,3,4,12,0,35,7
00-0038979,Cedric Tillman,WR,1,REG,CLE,CIN,5,8,52,1,67,12
00-0038996,Tucker Kraft,TE,1,REG,GB,DET,2,4,16,1,51,1
00-0038997,Josh Downs,WR,1,REG,IND,MIA,2,3,12,0,13,3
00-0039041,Elijah Higgins,TE,1,REG,ARI,NO,1,2,3,0,5,2
00-0039050,Payne Durham,TE,1,REG,TB,ATL,0,0,0,0,0,0
00-0039064,Zay Flowers,WR,1,REG,BAL,BUF,7,9,143,1,91,89
00-0039065,Sam LaPorta,TE,1,REG,DET,GB,6,9,79,0,45,48
00-0039066,Michael Mayer,TE,1,REG,LV,NE,4,4,38,0,14,24
00-0039074,Davis Allen,TE,1,REG,LA,HOU,1,2,13,1,35,0
00-0039075,Puka Nacua,WR,1,REG,LA,HOU,10,11,130,0,98,43
00-0039144,Luke Musgrave,TE,1,REG,GB,DET,1,1,4,0,1,3
00-0039146,Jayden Reed,WR,1,REG,GB,DET,3,5,45,1,70,14
00-0039337,Malik Nabers,WR,1,REG,NYG,WAS,5,12,71,0,122,24
00-0039338,Brock Bowers,TE,1,REG,LV,NE,5,8,103,0,80,54
00-0039342,Xavier Legette,WR,1,REG,CAR,JAX,3,7,10,0,61,-3
00-0039355,Luke McCaffrey,WR,1,REG,WAS,NYG,0,0,0,0,0,0
00-0039356,Ja'Tavion Sanders,TE,1,REG,CAR,JAX,2,3,27,0,41,5
00-0039359,Cade Stover,TE,1,REG,HOU,LA,4,4,22,0,9,13
00-0039379,Jamari Thrash,WR,1,REG,CLE,CIN,1,1,6,0,6,0
00-0039394,Casey Washington,WR,1,REG,ATL,TB,3,6,33,0,99,4
00-0039424,Devaughn Vele,WR,1,REG,NO,ARI,1,2,13,0,16,0
00-0039530,Brevyn Spann-Ford,TE,1,REG,DAL,PHI,0,1,0,0,26,0
00-0039589,Kameron Johnson,WR,1,REG,TB,ATL,0,0,0,0,0,0
00-0039648,David Martin-Robinson,TE,1,REG,TEN,DEN,0,0,0,0,0,0
00-0039650,Bryce Oliver,WR,1,REG,TEN,DEN,1,1,8,0,6,2
00-0039686,Colson Yankoff,TE,1,REG,WAS,NYG,0,0,0,0,0,0
00-0039737,Tip Reiman,TE,1,REG,ARI,NO,1,1,10,0,5,5
00-0039751,Jordan Whittington,WR,1,REG,LA,HOU,0,0,0,0,0,0
00-0039793,AJ Barner,TE,1,REG,SEA,SF,1,2,0,0,3,0
00-0039816,Anthony Gould,WR,1,REG,IND,MIA,0,0,0,0,0,0
00-0039847,Theo Johnson,TE,1,REG,NYG,WAS,1,3,5,0,-2,6
00-0039849,Marvin Harrison Jr.,WR,1,REG,ARI,NO,5,6,71,1,76,18
00-0039868,Troy Franklin,WR,1,REG,DEN,TEN,4,6,44,0,45,26
00-0039880,Malik Washington,WR,1,REG,MIA,IND,2,5,20,0,51,27
00-0039890,Adonai Mitchell,WR,1,REG,IND,MIA,2,2,21,0,21,0
00-0039893,Brian Thomas Jr.,WR,1,REG,JAX,CAR,1,7,11,0,92,0
00-0039894,Xavier Worthy,WR,1,REG,KC,LAC,0,1,0,0,4,0
00-0039901,Keon Coleman,WR,1,REG,BUF,BAL,8,11,112,1,132,16
00-0039915,Ladd McConkey,WR,1,REG,LAC,KC,6,9,74,0,97,17
00-0039916,Ricky Pearsall,WR,1,REG,SF,SEA,4,7,108,0,136,15
00-0039919,Rome Odunze,WR,1,REG,CHI,MIN,6,9,37,1,55,2
00-0040009,Savion Williams,WR,1,REG,GB,DET,1,1,1,0,-3,4
00-0040075,LaJohntay Wester,WR,1,REG,BAL,BUF,0,0,0,0,0,0
00-0040124,Tetairoa McMillan,WR,1,REG,CAR,JAX,5,9,68,0,104,12
00-0040126,Colston Loveland,TE,1,REG,CHI,MIN,2,2,12,0,5,7
00-0040128,Tyler Warren,TE,1,REG,IND,MIA,7,9,76,0,47,36
00-0040129,Emeka Egbuka,WR,1,REG,TB,ATL,4,6,67,2,71,15
00-0040130,Jayden Higgins,WR,1,REG,HOU,LA,2,3,32,0,52,2
00-0040131,Kyle Williams,WR,1,REG,NE,LV,1,1,12,0,12,0
00-0040138,Jaylin Noel,WR,1,REG,HOU,LA,1,2,7,0,2,11
00-0040154,Tai Felton,WR,1,REG,MIN,CHI,0,0,0,0,0,0
00-0040164,Jaylin Lane,WR,1,REG,WAS,NYG,1,2,11,0,20,7
00-0040170,Elic Ayomanor,WR,1,REG,TEN,DEN,2,7,13,0,133,0
00-0040184,KeAndre Lambert-Smith,WR,1,REG,LAC,KC,0,1,0,0,30,0
00-0040194,Jackson Hawes,TE,1,REG,BUF,BAL,1,1,29,0,26,3
00-0040237,Tez Johnson,WR,1,REG,TB,ATL,0,1,0,0,5,0
00-0040506,Myles Price,WR,1,REG,MIN,CHI,0,0,0,0,0,0
00-0040581,Dont'e Thornton Jr.,WR,1,REG,LV,NE,2,4,45,0,100,0
00-0040582,Arian Smith,WR,1,REG,NYJ,PIT,0,0,0,0,0,0
00-0040584,Gunnar Helm,TE,1,REG,TEN,DEN,1,2,16,0,32,0
00-0040648,Tory Horton,WR,1,REG,SEA,SF,0,0,0,0,0,0
00-0040663,Harold Fannin Jr.,TE,1,REG,CLE,CIN,7,9,63,0,65,28
00-0040667,Matthew Golden,WR,1,REG,GB,DET,2,2,16,0,10,6
00-0040669,Isaac TeSlaa,WR,1,REG,DET,GB,1,1,13,1,13,0
00-0040705,Chimere Dike,WR,1,REG,TEN,DEN,0,1,0,0,20,0
00-0040718,Travis Hunter,WR,1,REG,JAX,CAR,6,8,33,0,59,21
00-0040727,Tre Harris,WR,1,REG,LAC,KC,1,1,11,0,5,6
00-0040729,Jack Bech,WR,1,REG,LV,NE,1,1,23,0,13,10
00-0040735,Luther Burden III,WR,1,REG,CHI,MIN,1,1,-3,0,-5,2
00-0040736,Mason Taylor,TE,1,REG,NYJ,PIT,1,1,20,0,18,2
00-0040739,Elijah Arroyo,TE,1,REG,SEA,SF,1,1,7,0,5,2
00-0040782,Isaiah Bond,WR,1,REG,CLE,CIN,1,1,5,0,-4,9
00-0030035,Adam Thielen,WR,2,REG,MIN,ATL,2,3,26,0,58,0
00-0030061,Zach Ertz,TE,2,REG,WAS,GB,6,8,64,1,45,23
00-0030279,Keenan Allen,WR,2,REG,LAC,LV,5,7,61,1,54,21
00-0030506,Travis Kelce,TE,2,REG,KC,PHI,4,6,61,0,37,37
00-0030564,DeAndre Hopkins,WR,2,REG,BAL,CLE,2,2,64,1,64,0
00-0031236,Brandin Cooks,WR,2,REG,NO,SF,2,2,26,0,25,1
00-0031381,Davante Adams,WR,2,REG,LA,TEN,6,13,106,1,138,31
00-0031408,Mike Evans,WR,2,REG,TB,HOU,5,11,56,0,162,8
00-0031588,Stefon Diggs,WR,2,REG,NE,MIA,4,5,32,0,34,13
00-0031763,DeAndre Carter,WR,2,REG,CLE,BAL,0,0,0,0,0,0
00-0032211,Tyler Lockett,WR,2,REG,TEN,LA,2,3,9,0,11,7
00-0032385,Sterling Shepard,WR,2,REG,TB,HOU,4,4,34,0,29,5
00-0032392,Austin Hooper,TE,2,REG,NE,MIA,3,3,38,0,28,10
00-0032464,Kalif Raymond,WR,2,REG,DET,CHI,1,1,14,0,14,0
00-0033040,Tyreek Hill,WR,2,REG,MIA,NE,6,7,109,0,125,12
00-0033090,Hunter Henry,TE,2,REG,NE,MIA,1,3,9,0,12,7
00-0033110,Tyler Higbee,TE,2,REG,LA,TEN,4,4,37,0,-4,41
00-0033217,Mo Alie-Cox,TE,2,REG,IND,DEN,1,1,8,0,0,8
00-0033307,Kendrick Bourne,WR,2,REG,SF,NO,3,3,32,0,23,9
00-0033375,Tim Patrick,WR,2,REG,JAX,CIN,0,1,0,0,10,0
00-0033555,Mack Hollins,WR,2,REG,NE,MIA,1,2,8,1,16,0
00-0033576,Eric Saubert,TE,2,REG,SEA,PIT,0,0,0,0,0,0
00-0033591,Noah Brown,WR,2,REG,WAS,GB,1,4,9,0,62,3
00-0033857,JuJu Smith-Schuster,WR,2,REG,KC,PHI,1,3,5,0,19,0
00-0033858,Jonnu Smith,TE,2,REG,PIT,SEA,4,4,27,0,2,25
00-0033881,Evan Engram,TE,2,REG,DEN,IND,1,2,12,0,9,7
00-0033885,David Njoku,TE,2,REG,CLE,BAL,4,5,40,0,48,12
00-0033908,Cooper Kupp,WR,2,REG,SEA,PIT,7,9,90,0,60,42
00-0034159,Will Dissly,TE,2,REG,LAC,LV,1,1,7,0,4,3
00-0034272,Marquez Valdes-Scantling,WR,2,REG,SF,NO,0,1,0,0,16,0
00-0034348,Courtland Sutton,WR,2,REG,DEN,IND,1,4,6,0,47,0
00-0034365,Ian Thomas,TE,2,REG,LV,LAC,0,0,0,0,0,0
00-0034383,Dalton Schultz,TE,2,REG,HOU,TB,3,4,29,0,20,15
00-0034386,Justin Watson,WR,2,REG,HOU,TB,1,2,3,0,19,1
00-0034407,Ray-Ray McCloud,WR,2,REG,ATL,MIN,0,2,0,0,20,0
00-0034487,Trent Sherfield,WR,2,REG,DEN,IND,1,1,3,0,3,0
00-0034753,Mark Andrews,TE,2,REG,BAL,CLE,1,3,2,0,6,3
00-0034827,DJ Moore,WR,2,REG,CHI,DET,5,6,46,0,38,15
00-0034829,Mike Gesicki,TE,2,REG,CIN,JAX,3,4,18,0,46,2
00-0034837,Calvin Ridley,WR,2,REG,TEN,LA,3,6,57,0,71,26
00-0034960,Jakobi Meyers,WR,2,REG,LV,LAC,6,12,68,0,101,48
00-0034983,Hunter Renfrow,WR,2,REG,CAR,ARI,7,9,48,2,64,11
00-0035021,Ashton Dulin,WR,2,REG,IND,DEN,0,0,0,0,0,0
00-0035208,Olamide Zaccheaus,WR,2,REG,CHI,DET,2,5,12,0,53,2
00-0035229,T.J. Hockenson,TE,2,REG,MIN,ATL,1,3,12,0,19,6
00-0035500,Greg Dortch,WR,2,REG,ARI,CAR,1,1,11,0,11,0
00-0035535,Darius Slayton,WR,2,REG,NYG,DAL,2,3,61,0,43,28
00-0035631,Drew Sample,TE,2,REG,CIN,JAX,1,2,7,0,-6,3
00-0035640,DK Metcalf,WR,2,REG,PIT,SEA,3,6,20,1,45,6
00-0035644,Noah Fant,TE,2,REG,CIN,JAX,3,4,28,0,25,7
00-0035645,Gunner Olszewski,WR,2,REG,NYG,DAL,0,0,0,0,0,0
00-0035659,Terry McLaurin,WR,2,REG,WAS,GB,5,9,48,0,110,12
00-0035662,Marquise Brown,WR,2,REG,KC,PHI,5,5,30,0,22,8
00-0035676,A.J. Brown,WR,2,REG,PHI,KC,5,8,27,0,59,5
00-0035689,Dawson Knox,TE,2,REG,BUF,NYJ,2,5,19,0,12,16
00-0035719,Deebo Samuel Sr.,WR,2,REG,WAS,GB,7,8,44,1,5,56
00-0036040,Juwan Johnson,TE,2,REG,NO,SF,5,9,49,1,55,36
00-0036182,Nick Westbrook-Ikhine,WR,2,REG,MIA,NE,2,3,18,0,18,6
00-0036232,Harrison Bryant,TE,2,REG,HOU,TB,0,1,0,0,14,0
00-0036252,Michael Pittman,WR,2,REG,IND,DEN,4,5,40,0,37,7
00-0036259,Jauan Jennings,WR,2,REG,SF,NO,5,10,89,1,91,48
00-0036290,Cole Kmet,TE,2,REG,CHI,DET,2,2,29,0,17,12
00-0036309,Darnell Mooney,WR,2,REG,ATL,MIN,2,4,20,0,40,5
00-0036322,Justin Jefferson,WR,2,REG,MIN,ATL,3,6,81,0,102,22
00-0036331,Devin Duvernay,WR,2,REG,CHI,DET,0,0,0,0,0,0
00-0036332,Josiah Deguara,TE,2,REG,ARI,CAR,0,0,0,0,0,0
00-0036358,CeeDee Lamb,WR,2,REG,DAL,NYG,9,11,112,0,121,16
00-0036407,Jerry Jeudy,WR,2,REG,CLE,BAL,4,8,51,0,105,9
00-0036410,Tee Higgins,WR,2,REG,CIN,JAX,3,8,56,1,105,16
00-0036415,Van Jefferson,WR,2,REG,TEN,LA,2,2,10,0,9,1
00-0036422,Adam Trautman,TE,2,REG,DEN,IND,3,3,10,1,7,3
00-0036427,Tyler Johnson,WR,2,REG,NYJ,BUF,0,1,0,0,22,0
00-0036550,Rashod Bateman,WR,2,REG,BAL,CLE,2,4,15,0,31,6
00-0036554,Nico Collins,WR,2,REG,HOU,TB,3,9,52,1,88,6
00-0036590,Quintin Morris,TE,2,REG,JAX,CIN,0,0,0,0,0,0
00-0036613,Jaylen Waddle,WR,2,REG,MIA,NE,5,6,68,1,98,6
00-0036620,Dee Eskridge,WR,2,REG,MIA,NE,1,1,8,0,7,1
00-0036626,Dyami Brown,WR,2,REG,JAX,CIN,5,7,57,1,57,12
00-0036630,Tylan Wallace,WR,2,REG,BAL,CLE,2,2,25,1,18,7
00-0036637,Noah Gray,TE,2,REG,KC,PHI,1,5,1,0,51,3
00-0036754,Brock Wright,TE,2,REG,DET,CHI,3,3,28,1,3,25
00-0036849,Tutu Atwell,WR,2,REG,LA,TEN,0,1,0,0,11,0
00-0036862,Ben Skowronek,WR,2,REG,PIT,SEA,0,0,0,0,0,0
00-0036876,Kylen Granson,TE,2,REG,PHI,KC,1,1,5,0,3,2
00-0036887,Luke Farrell,TE,2,REG,SF,NO,2,3,15,1,-3,17
00-0036894,Pat Freiermuth,TE,2,REG,PIT,SEA,3,4,31,0,30,5
00-0036900,Ja'Marr Chase,WR,2,REG,CIN,JAX,14,16,165,1,112,92
00-0036912,DeVonta Smith,WR,2,REG,PHI,KC,4,6,53,0,104,19
00-0036963,Amon-Ra St. Brown,WR,2,REG,DET,CHI,9,11,115,3,88,48
00-0036970,Kyle Pitts,TE,2,REG,ATL,MIN,4,5,37,0,29,11
00-0036980,Elijah Moore,WR,2,REG,BUF,NYJ,1,1,31,0,12,19
00-0036988,Josh Palmer,WR,2,REG,BUF,NYJ,2,3,47,0,47,16
00-0037005,Tommy Tremble,TE,2,REG,CAR,ARI,3,3,20,0,18,2
00-0037086,Grant Calcaterra,TE,2,REG,PHI,KC,1,2,6,0,9,0
00-0037093,Dareke Young,WR,2,REG,SEA,PIT,0,0,0,0,0,0
00-0037112,Jake Tonges,TE,2,REG,SF,NO,4,5,31,0,7,26
00-0037238,Drake London,WR,2,REG,ATL,MIN,3,4,49,0,33,25
00-0037239,Chris Olave,WR,2,REG,NO,SF,6,10,54,0,122,6
00-0037240,Jameson Williams,WR,2,REG,DET,CHI,2,4,108,1,134,49
00-0037247,George Pickens,WR,2,REG,DAL,NYG,5,9,68,1,100,22
00-0037261,Khalil Shakir,WR,2,REG,BUF,NYJ,1,2,12,0,15,8
00-0037291,Jalen Nailor,WR,2,REG,MIN,ATL,3,5,31,0,82,1
00-0037292,Andrew Ogletree,TE,2,REG,IND,DEN,0,0,0,0,0,0
