player_id,player_display_name,position,week,season_type,team,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0039751,Jordan Whittington,WR,4,REG,LA,IND,1,1,7,0,5,2
00-0039754,Devin Culp,TE,4,REG,TB,PHI,0,0,0,0,0,0
00-0039792,Devontez Walker,WR,4,REG,BAL,KC,0,0,0,0,0,0
00-0039793,AJ Barner,TE,4,REG,SEA,ARI,3,3,32,1,22,10
00-0039816,Anthony Gould,WR,4,REG,IND,LA,0,0,0,0,0,0
00-0039847,Theo Johnson,TE,4,REG,NYG,LAC,3,5,17,1,38,9
00-0039849,Marvin Harrison Jr.,WR,4,REG,ARI,SEA,6,10,66,1,99,16
00-0039868,Troy Franklin,WR,4,REG,DEN,CIN,4,8,55,0,114,28
00-0039880,Malik Washington,WR,4,REG,MIA,NYJ,2,3,13,0,9,13
00-0039890,Adonai Mitchell,WR,4,REG,IND,LA,3,4,96,0,87,47
00-0039893,Brian Thomas Jr.,WR,4,REG,JAX,SF,5,7,49,0,68,8
00-0039894,Xavier Worthy,WR,4,REG,KC,BAL,5,8,83,0,136,34
00-0039901,Keon Coleman,WR,4,REG,BUF,NO,3,4,45,0,81,1
00-0039912,Ben Sinnott,TE,4,REG,WAS,ATL,0,0,0,0,0,0
00-0039915,Ladd McConkey,WR,4,REG,LAC,NYG,1,6,11,0,57,5
00-0039916,Ricky Pearsall,WR,4,REG,SF,JAX,4,5,46,0,66,0
00-0039919,Rome Odunze,WR,4,REG,CHI,LV,4,8,69,1,96,27
00-0040009,Savion Williams,WR,4,REG,GB,DAL,3,3,22,0,-6,28
00-0040124,Tetairoa McMillan,WR,4,REG,CAR,NE,4,8,62,0,106,25
00-0040128,Tyler Warren,TE,4,REG,IND,LA,5,6,70,0,59,17
00-0040129,Emeka Egbuka,WR,4,REG,TB,PHI,4,10,101,1,148,41
00-0040130,Jayden Higgins,WR,4,REG,HOU,TEN,1,1,24,1,24,0
00-0040131,Kyle Williams,WR,4,REG,NE,CAR,0,0,0,0,0,0
00-0040134,Pat Bryant,WR,4,REG,DEN,CIN,0,1,0,0,6,0
00-0040138,Jaylin Noel,WR,4,REG,HOU,TEN,1,1,-2,0,-9,7
00-0040154,Tai Felton,WR,4,REG,MIN,PIT,0,0,0,0,0,0
00-0040164,Jaylin Lane,WR,4,REG,WAS,ATL,2,3,18,0,56,0
00-0040170,Elic Ayomanor,WR,4,REG,TEN,HOU,2,7,44,0,102,6
00-0040184,KeAndre Lambert-Smith,WR,4,REG,LAC,NYG,0,0,0,0,0,0
00-0040187,Mitchell Evans,TE,4,REG,CAR,NE,3,4,23,1,4,19
00-0040189,Oronde Gadsden II,TE,4,REG,LAC,NYG,2,3,16,0,19,1
00-0040194,Jackson Hawes,TE,4,REG,BUF,NO,1,1,15,0,3,12
00-0040237,Tez Johnson,WR,4,REG,TB,PHI,1,1,8,0,0,8
00-0040277,Jahdae Walker,WR,4,REG,CHI,LV,0,0,0,0,0,0
00-0040506,Myles Price,WR,4,REG,MIN,PIT,0,0,0,0,0,0
00-0040581,Dont'e Thornton Jr.,WR,4,REG,LV,CHI,0,2,0,0,22,0
00-0040584,Gunnar Helm,TE,4,REG,TEN,HOU,1,1,12,0,10,2
00-0040646,Jalen Royals,WR,4,REG,KC,BAL,0,0,0,0,0,0
00-0040648,Tory Horton,WR,4,REG,SEA,ARI,1,2,10,0,50,5
00-0040663,Harold Fannin Jr.,TE,4,REG,CLE,DET,2,6,24,0,69,6
00-0040667,Matthew Golden,WR,4,REG,GB,DAL,5,6,58,0,64,10
00-0040705,Chimere Dike,WR,4,REG,TEN,HOU,0,0,0,0,0,0
00-0040718,Travis Hunter,WR,4,REG,JAX,SF,3,5,42,0,57,5
00-0040727,Tre Harris,WR,4,REG,LAC,NYG,0,1,0,0,-5,0
00-0040729,Jack Bech,WR,4,REG,LV,CHI,0,0,0,0,0,0
00-0040735,Luther Burden III,WR,4,REG,CHI,LV,2,2,-4,0,-7,3
00-0040736,Mason Taylor,TE,4,REG,NYJ,MIA,5,7,65,0,55,18
00-0040739,Elijah Arroyo,TE,4,REG,SEA,ARI,2,4,44,0,47,12
00-0040782,Isaiah Bond,WR,4,REG,CLE,DET,3,6,58,0,84,11
00-0030061,Zach Ertz,TE,5,REG,WAS,LAC,0,1,0,0,9,0
00-0030279,Keenan Allen,WR,5,REG,LAC,WAS,5,9,58,0,58,31
00-0030506,Travis Kelce,TE,5,REG,KC,JAX,7,8,61,1,33,30
00-0030564,DeAndre Hopkins,WR,5,REG,BAL,HOU,2,2,46,0,23,23
00-0031236,Brandin Cooks,WR,5,REG,NO,NYG,1,1,5,0,5,0
00-0031381,Davante Adams,WR,5,REG,LA,SF,5,11,88,0,171,18
00-0031588,Stefon Diggs,WR,5,REG,NE,BUF,10,12,146,0,102,62
00-0031610,Darren Waller,TE,5,REG,MIA,CAR,5,5,78,1,58,20
00-0032211,Tyler Lockett,WR,5,REG,TEN,ARI,1,4,6,0,34,1
00-0032385,Sterling Shepard,WR,5,REG,TB,SEA,4,5,24,1,43,9
00-0032398,Chris Moore,WR,5,REG,WAS,LAC,0,1,0,0,13,0
00-0032464,Kalif Raymond,WR,5,REG,DET,CIN,0,0,0,0,0,0
00-0032775,Demarcus Robinson,WR,5,REG,SF,LA,3,7,39,0,90,6
00-0033090,Hunter Henry,TE,5,REG,NE,BUF,2,4,46,0,71,1
00-0033246,Johnny Mundt,TE,5,REG,JAX,KC,1,1,7,0,5,2
00-0033282,Curtis Samuel,WR,5,REG,BUF,NE,2,2,26,1,19,7
00-0033307,Kendrick Bourne,WR,5,REG,SF,LA,10,11,142,0,90,56
00-0033357,Taysom Hill,TE,5,REG,NO,NYG,0,0,0,0,0,0
00-0033375,Tim Patrick,WR,5,REG,JAX,KC,0,1,0,0,19,0
00-0033857,JuJu Smith-Schuster,WR,5,REG,KC,JAX,2,3,17,0,9,10
00-0033881,Evan Engram,TE,5,REG,DEN,PHI,4,6,33,1,29,18
00-0033885,David Njoku,TE,5,REG,CLE,MIN,6,9,67,1,55,35
00-0033891,Zay Jones,WR,5,REG,ARI,TEN,2,3,8,0,35,1
00-0033908,Cooper Kupp,WR,5,REG,SEA,TB,6,9,59,0,59,20
00-0033921,Chris Godwin Jr.,WR,5,REG,TB,SEA,3,4,26,0,11,18
00-0033943,Josh Reynolds,WR,5,REG,NYJ,DAL,3,4,29,0,33,2
00-0034270,Tyler Conklin,TE,5,REG,LAC,WAS,2,3,30,0,13,19
00-0034272,Marquez Valdes-Scantling,WR,5,REG,SF,LA,1,3,9,0,28,0
00-0034348,Courtland Sutton,WR,5,REG,DEN,PHI,8,10,99,0,107,34
00-0034351,Dallas Goedert,TE,5,REG,PHI,DEN,3,9,19,1,97,13
00-0034365,Ian Thomas,TE,5,REG,LV,IND,3,3,20,0,3,17
00-0034383,Dalton Schultz,TE,5,REG,HOU,BAL,5,6,60,0,44,24
00-0034487,Trent Sherfield,WR,5,REG,DEN,PHI,1,2,15,0,38,9
00-0034521,Allen Lazard,WR,5,REG,NYJ,DAL,1,2,3,0,31,0
00-0034753,Mark Andrews,TE,5,REG,BAL,HOU,2,3,22,0,31,5
00-0034775,Christian Kirk,WR,5,REG,HOU,BAL,4,4,64,0,45,19
00-0034829,Mike Gesicki,TE,5,REG,CIN,DET,2,5,15,0,38,3
00-0034837,Calvin Ridley,WR,5,REG,TEN,ARI,5,10,131,0,168,17
00-0034867,Malik Turner,WR,5,REG,SF,LA,0,1,0,0,-5,0
00-0034960,Jakobi Meyers,WR,5,REG,LV,IND,4,6,32,0,63,7
00-0034983,Hunter Renfrow,WR,5,REG,CAR,MIA,1,3,7,0,21,2
00-0035021,Ashton Dulin,WR,5,REG,IND,LV,2,5,55,0,102,5
00-0035229,T.J. Hockenson,TE,5,REG,MIN,CLE,6,6,38,0,7,31
00-0035249,Josh Oliver,TE,5,REG,MIN,CLE,2,3,35,1,11,21
00-0035500,Greg Dortch,WR,5,REG,ARI,TEN,2,2,12,0,-6,18
00-0035535,Darius Slayton,WR,5,REG,NYG,NO,3,6,31,0,103,24
00-0035602,Alex Bachman,WR,5,REG,LV,IND,1,1,9,0,7,2
00-0035631,Drew Sample,TE,5,REG,CIN,DET,1,1,-1,0,-1,0
00-0035645,Gunner Olszewski,WR,5,REG,NYG,NO,0,0,0,0,0,0
00-0035662,Marquise Brown,WR,5,REG,KC,JAX,4,8,48,0,119,19
00-0035676,A.J. Brown,WR,5,REG,PHI,DEN,5,8,43,0,83,14
00-0035689,Dawson Knox,TE,5,REG,BUF,NE,2,2,15,0,7,8
00-0035719,Deebo Samuel Sr.,WR,5,REG,WAS,LAC,8,11,96,1,104,43
00-0036040,Juwan Johnson,TE,5,REG,NO,NYG,2,4,17,0,30,2
00-0036232,Harrison Bryant,TE,5,REG,HOU,BAL,1,2,5,0,18,0
00-0036244,Colby Parkinson,TE,5,REG,LA,SF,0,1,0,0,8,0
00-0036252,Michael Pittman,WR,5,REG,IND,LV,5,6,39,1,25,12
00-0036322,Justin Jefferson,WR,5,REG,MIN,CLE,7,11,123,0,166,40
00-0036407,Jerry Jeudy,WR,5,REG,CLE,MIN,2,5,15,0,49,3
00-0036410,Tee Higgins,WR,5,REG,CIN,DET,3,7,22,1,88,0
00-0036422,Adam Trautman,TE,5,REG,DEN,PHI,1,1,11,0,3,8
00-0036423,Albert Okwuegbunam,TE,5,REG,LV,IND,5,6,36,0,18,34
00-0036550,Rashod Bateman,WR,5,REG,BAL,HOU,0,3,0,0,55,0
00-0036554,Nico Collins,WR,5,REG,HOU,BAL,4,5,52,1,64,16
00-0036590,Quintin Morris,TE,5,REG,JAX,KC,0,0,0,0,0,0
00-0036613,Jaylen Waddle,WR,5,REG,MIA,CAR,6,9,110,1,144,18
00-0036620,Dee Eskridge,WR,5,REG,MIA,CAR,0,0,0,0,0,0
00-0036626,Dyami Brown,WR,5,REG,JAX,KC,2,4,15,0,34,6
00-0036628,John Bates,TE,5,REG,WAS,LAC,1,1,9,0,2,7
00-0036646,Simi Fehoko,WR,5,REG,ARI,TEN,0,0,0,0,0,0
00-0036754,Brock Wright,TE,5,REG,DET,CIN,2,3,9,1,0,5
00-0036849,Tutu Atwell,WR,5,REG,LA,SF,2,4,72,0,117,1
00-0036876,Kylen Granson,TE,5,REG,PHI,DEN,0,0,0,0,0,0
00-0036887,Luke Farrell,TE,5,REG,SF,LA,1,2,8,0,14,1
00-0036900,Ja'Marr Chase,WR,5,REG,CIN,DET,6,10,110,2,159,34
00-0036912,DeVonta Smith,WR,5,REG,PHI,DEN,8,10,114,0,88,40
00-0036963,Amon-Ra St. Brown,WR,5,REG,DET,CIN,8,9,100,0,62,59
00-0036988,Josh Palmer,WR,5,REG,BUF,NE,2,2,36,0,36,0
00-0037004,Hunter Long,TE,5,REG,JAX,KC,1,1,3,0,3,0
00-0037005,Tommy Tremble,TE,5,REG,CAR,MIA,1,2,7,0,16,4
00-0037086,Grant Calcaterra,TE,5,REG,PHI,DEN,2,2,18,0,6,12
00-0037093,Dareke Young,WR,5,REG,SEA,TB,1,1,36,0,36,0
00-0037112,Jake Tonges,TE,5,REG,SF,LA,7,11,41,1,27,25
00-0037239,Chris Olave,WR,5,REG,NO,NYG,7,11,59,0,85,15
00-0037240,Jameson Williams,WR,5,REG,DET,CIN,1,1,9,0,7,2
00-0037247,George Pickens,WR,5,REG,DAL,NYJ,2,4,57,1,72,8
00-0037261,Khalil Shakir,WR,5,REG,BUF,NE,6,9,45,0,13,49
00-0037282,James Mitchell,TE,5,REG,CAR,MIA,1,1,11,0,1,10
00-0037291,Jalen Nailor,WR,5,REG,MIN,CLE,3,4,27,0,29,12
00-0037340,Zaire Mitchell-Paden,TE,5,REG,BAL,HOU,1,1,3,0,3,0
00-0037348,Tanner Conner,TE,5,REG,MIA,CAR,2,2,16,0,13,3
00-0037524,Tay Martin,WR,5,REG,WAS,LAC,1,1,9,0,4,5
00-0037545,Rashid Shaheed,WR,5,REG,NO,NYG,4,5,114,1,85,49
00-0037666,Jalen Tolbert,WR,5,REG,DAL,NYJ,0,1,0,0,19,0
00-0037740,Garrett Wilson,WR,5,REG,NYJ,DAL,6,10,71,1,135,14
00-0037741,Jahan Dotson,WR,5,REG,PHI,DEN,1,3,24,0,92,3
00-0037744,Trey McBride,TE,5,REG,ARI,TEN,5,7,41,0,44,28
00-0037805,Jeremy Ruckert,TE,5,REG,NYJ,DAL,4,4,28,0,16,12
00-0037809,Chig Okonkwo,TE,5,REG,TEN,ARI,4,5,48,0,24,34
00-0037838,Isaiah Likely,TE,5,REG,BAL,HOU,1,1,12,0,11,1
00-0038041,Jake Ferguson,TE,5,REG,DAL,NYJ,7,9,49,2,21,50
00-0038046,Charlie Kolar,TE,5,REG,BAL,HOU,1,1,10,0,10,0
00-0038090,Skyy Moore,WR,5,REG,SF,LA,0,0,0,0,0,0
00-0038104,Tyquan Thornton,WR,5,REG,KC,JAX,3,5,90,0,129,14
00-0038115,Daniel Bellinger,TE,5,REG,NYG,NO,4,4,52,0,28,24
00-0038117,Wan'Dale Robinson,WR,5,REG,NYG,NO,5,7,30,0,44,21
00-0038129,Cade Otton,TE,5,REG,TB,SEA,4,5,81,0,44,56
00-0038359,Xavier Smith,WR,5,REG,LA,SF,0,0,0,0,0,0
00-0038456,Travis Vokolek,TE,5,REG,ARI,TEN,0,0,0,0,0,0
00-0038492,Jason Brownlee,WR,5,REG,KC,JAX,0,0,0,0,0,0
00-0038519,Nikko Remigio,WR,5,REG,KC,JAX,0,0,0,0,0,0
00-0038543,Jaxon Smith-Njigba,WR,5,REG,SEA,TB,8,9,132,1,106,36
00-0038544,Quentin Johnston,WR,5,REG,LAC,WAS,4,4,40,0,25,15
00-0038547,Luke Schoonmaker,TE,5,REG,DAL,NYJ,1,2,3,0,26,1
00-0038559,Michael Wilson,WR,5,REG,ARI,TEN,2,4,16,0,45,8
00-0038563,Tre Tucker,WR,5,REG,LV,IND,4,6,62,0,77,15
00-0038564,Cameron Latu,TE,5,REG,PHI,DEN,0,0,0,0,0,0
00-0038576,Charlie Jones,WR,5,REG,CIN,DET,0,0,0,0,0,0
00-0038606,Parker Washington,WR,5,REG,JAX,KC,2,3,16,1,12,10
00-0038608,Kayshon Boutte,WR,5,REG,NE,BUF,3,3,43,0,39,4
00-0038618,Xavier Hutchinson,WR,5,REG,HOU,BAL,3,3,18,2,17,1
00-0038619,Andrei Iosivas,WR,5,REG,CIN,DET,5,7,82,0,61,26
00-0038621,DeMario Douglas,WR,5,REG,NE,BUF,2,3,17,0,12,12
00-0038640,Jalen Brooks,WR,5,REG,DAL,NYJ,0,0,0,0,0,0
00-0038643,Brayden Willis,TE,5,REG,SF,LA,0,0,0,0,0,0
00-0038679,Tyrell Shavers,WR,5,REG,BUF,NE,0,1,0,0,18,0
00-0038720,Julian Hill,TE,5,REG,MIA,CAR,4,5,22,0,30,10
00-0038740,Jalen Cropper,WR,5,REG,DAL,NYJ,0,0,0,0,0,0
00-0038752,Jake Bobo,WR,5,REG,SEA,TB,0,0,0,0,0,0
00-0038783,Nate Adkins,TE,5,REG,DEN,PHI,0,1,0,0,1,0
00-0038840,Brycen Tremayne,WR,5,REG,CAR,MIA,1,1,9,0,8,1
00-0038933,Dalton Kincaid,TE,5,REG,BUF,NE,6,6,108,0,75,33
00-0038935,Brenton Strange,TE,5,REG,JAX,KC,1,1,22,0,-2,24
00-0038938,Jalin Hyatt,WR,5,REG,NYG,NO,0,3,0,0,113,0
00-0038976,Marvin Mims Jr.,WR,5,REG,DEN,PHI,2,5,10,0,85,3
00-0038994,Jordan Addison,WR,5,REG,MIN,CLE,5,6,41,1,46,12
00-0038997,Josh Downs,WR,5,REG,IND,LV,6,8,54,0,58,23
00-0039041,Elijah Higgins,TE,5,REG,ARI,TEN,2,2,10,0,-4,14
00-0039050,Payne Durham,TE,5,REG,TB,SEA,0,0,0,0,0,0
00-0039064,Zay Flowers,WR,5,REG,BAL,HOU,5,5,72,0,42,30
00-0039065,Sam LaPorta,TE,5,REG,DET,CIN,5,6,92,1,26,69
00-0039074,Davis Allen,TE,5,REG,LA,SF,2,2,24,0,18,6
00-0039075,Puka Nacua,WR,5,REG,LA,SF,10,12,85,1,121,44
00-0039342,Xavier Legette,WR,5,REG,CAR,MIA,2,3,31,1,51,4
00-0039355,Luke McCaffrey,WR,5,REG,WAS,LAC,1,2,50,0,68,0
00-0039379,Jamari Thrash,WR,5,REG,CLE,MIN,1,1,22,0,15,7
00-0039410,Ryan Flournoy,WR,5,REG,DAL,NYJ,6,9,114,0,86,48
00-0039424,Devaughn Vele,WR,5,REG,NO,NYG,2,2,13,0,6,7
00-0039458,Brenden Bates,TE,5,REG,HOU,BAL,2,2,23,0,23,0
00-0039530,Brevyn Spann-Ford,TE,5,REG,DAL,NYJ,0,0,0,0,0,0
00-0039589,Kameron Johnson,WR,5,REG,TB,SEA,0,0,0,0,0,0
00-0039686,Colson Yankoff,TE,5,REG,WAS,LAC,0,0,0,0,0,0
00-0039737,Tip Reiman,TE,5,REG,ARI,TEN,0,1,0,0,9,0
00-0039751,Jordan Whittington,WR,5,REG,LA,SF,2,3,33,0,24,12
00-0039792,Devontez Walker,WR,5,REG,BAL,HOU,0,0,0,0,0,0
00-0039793,AJ Barner,TE,5,REG,SEA,TB,7,7,53,2,29,24
00-0039816,Anthony Gould,WR,5,REG,IND,LV,0,0,0,0,0,0
00-0039847,Theo Johnson,TE,5,REG,NYG,NO,6,7,33,2,40,10
00-0039849,Marvin Harrison Jr.,WR,5,REG,ARI,TEN,4,5,98,0,95,10
00-0039868,Troy Franklin,WR,5,REG,DEN,PHI,3,5,35,0,66,8
00-0039880,Malik Washington,WR,5,REG,MIA,CAR,4,5,0,0,21,9
00-0039890,Adonai Mitchell,WR,5,REG,IND,LV,0,1,0,0,29,0
00-0039893,Brian Thomas Jr.,WR,5,REG,JAX,KC,4,6,80,0,92,22
00-0039894,Xavier Worthy,WR,5,REG,KC,JAX,6,9,42,0,117,7
00-0039901,Keon Coleman,WR,5,REG,BUF,NE,4,7,23,1,76,2
00-0039915,Ladd McConkey,WR,5,REG,LAC,WAS,5,7,39,1,41,7
00-0039920,Malachi Corley,WR,5,REG,CLE,MIN,0,0,0,0,0,0
00-0040075,LaJohntay Wester,WR,5,REG,BAL,HOU,0,0,0,0,0,0
00-0040124,Tetairoa McMillan,WR,5,REG,CAR,MIA,6,8,73,0,120,11
00-0040128,Tyler Warren,TE,5,REG,IND,LV,4,4,44,1,33,11
00-0040129,Emeka Egbuka,WR,5,REG,TB,SEA,7,7,163,1,131,32
00-0040130,Jayden Higgins,WR,5,REG,HOU,BAL,4,4,32,0,25,7
00-0040134,Pat Bryant,WR,5,REG,DEN,PHI,0,0,0,0,0,0
00-0040138,Jaylin Noel,WR,5,REG,HOU,BAL,2,3,13,1,20,10
00-0040154,Tai Felton,WR,5,REG,MIN,CLE,0,0,0,0,0,0
00-0040164,Jaylin Lane,WR,5,REG,WAS,LAC,1,2,16,0,30,0
00-0040170,Elic Ayomanor,WR,5,REG,TEN,ARI,2,4,18,0,38,1
00-0040184,KeAndre Lambert-Smith,WR,5,REG,LAC,WAS,0,0,0,0,0,0
00-0040187,Mitchell Evans,TE,5,REG,CAR,MIA,1,1,4,1,2,2
00-0040189,Oronde Gadsden II,TE,5,REG,LAC,WAS,1,1,14,0,6,8
00-0040218,Jimmy Horn Jr.,WR,5,REG,CAR,MIA,2,3,21,0,25,6
00-0040237,Tez Johnson,WR,5,REG,TB,SEA,4,4,59,0,28,31
00-0040259,Gage Larvadain,WR,5,REG,CLE,MIN,0,0,0,0,0,0
00-0040432,Beaux Collins,WR,5,REG,NYG,NO,1,3,7,0,14,2
00-0040506,Myles Price,WR,5,REG,MIN,CLE,0,0,0,0,0,0
00-0040581,Dont'e Thornton Jr.,WR,5,REG,LV,IND,0,2,0,0,34,0
00-0040582,Arian Smith,WR,5,REG,NYJ,DAL,1,1,14,0,4,10
00-0040584,Gunnar Helm,TE,5,REG,TEN,ARI,4,5,34,0,31,4
00-0040648,Tory Horton,WR,5,REG,SEA,TB,3,4,39,1,33,12
00-0040663,Harold Fannin Jr.,TE,5,REG,CLE,MIN,4,4,13,1,5,8
00-0040669,Isaac TeSlaa,WR,5,REG,DET,CIN,1,1,12,1,12,0
00-0040705,Chimere Dike,WR,5,REG,TEN,ARI,2,5,17,0,95,15
00-0040718,Travis Hunter,WR,5,REG,JAX,KC,3,3,64,0,48,16
00-0040729,Jack Bech,WR,5,REG,LV,IND,3,5,27,0,47,6
00-0040736,Mason Taylor,TE,5,REG,NYJ,DAL,9,12,67,0,65,21
00-0040737,Terrance Ferguson,TE,5,REG,LA,SF,1,1,21,0,18,3
00-0040739,Elijah Arroyo,TE,5,REG,SEA,TB,1,1,10,0,6,4
00-0040782,Isaiah Bond,WR,5,REG,CLE,MIN,2,7,29,0,94,1
00-0030061,Zach Ertz,TE,6,REG,WAS,CHI,6,6,43,1,32,11
00-0030279,Keenan Allen,WR,6,REG,LAC,MIA,4,7,27,0,66,9
00-0030506,Travis Kelce,TE,6,REG,KC,DET,6,7,78,0,52,32
00-0030564,DeAndre Hopkins,WR,6,REG,BAL,LA,2,4,20,0,58,4
00-0031236,Brandin Cooks,WR,6,REG,NO,NE,1,1,21,0,21,0
00-0031381,Davante Adams,WR,6,REG,LA,BAL,4,9,39,0,95,5
00-0031588,Stefon Diggs,WR,6,REG,NE,NO,3,3,28,0,14,14
00-0031610,Darren Waller,TE,6,REG,MIA,LAC,2,3,12,1,30,1
00-0032211,Tyler Lockett,WR,6,REG,TEN,LV,1,3,0,0,27,1
00-0032385,Sterling Shepard,WR,6,REG,TB,SF,2,3,51,0,41,24
00-0032392,Austin Hooper,TE,6,REG,NE,NO,1,1,5,0,4,1
00-0032398,Chris Moore,WR,6,REG,WAS,CHI,3,5,46,1,56,0
00-0032464,Kalif Raymond,WR,6,REG,DET,KC,0,0,0,0,0,0
00-0032775,Demarcus Robinson,WR,6,REG,SF,TB,2,3,44,0,51,14
00-0033090,Hunter Henry,TE,6,REG,NE,NO,3,3,27,0,13,14
00-0033110,Tyler Higbee,TE,6,REG,LA,BAL,4,4,40,1,25,15
00-0033217,Mo Alie-Cox,TE,6,REG,IND,ARI,1,2,16,0,9,11
00-0033246,Johnny Mundt,TE,6,REG,JAX,SEA,1,2,14,0,11,7
00-0033307,Kendrick Bourne,WR,6,REG,SF,TB,5,9,142,0,137,61
00-0033357,Taysom Hill,TE,6,REG,NO,NE,0,0,0,0,0,0
00-0033375,Tim Patrick,WR,6,REG,JAX,SEA,1,1,26,1,16,10
00-0033555,Mack Hollins,WR,6,REG,NE,NO,2,3,28,0,73,0
00-0033572,Jamal Agnew,WR,6,REG,ATL,BUF,0,0,0,0,0,0
00-0033576,Eric Saubert,TE,6,REG,SEA,JAX,0,0,0,0,0,0
00-0033857,JuJu Smith-Schuster,WR,6,REG,KC,DET,3,3,57,0,8,49
00-0033858,Jonnu Smith,TE,6,REG,PIT,CLE,3,4,18,0,16,16
00-0033881,Evan Engram,TE,6,REG,DEN,NYJ,5,6,42,0,30,13
00-0033885,David Njoku,TE,6,REG,CLE,PIT,3,6,28,0,49,9
00-0033891,Zay Jones,WR,6,REG,ARI,IND,5,8,79,0,108,17
00-0033908,Cooper Kupp,WR,6,REG,SEA,JAX,2,3,40,1,48,17
00-0033943,Josh Reynolds,WR,6,REG,NYJ,DEN,3,3,25,0,19,6
00-0034159,Will Dissly,TE,6,REG,LAC,MIA,2,2,18,0,0,18
00-0034272,Marquez Valdes-Scantling,WR,6,REG,SF,TB,2,3,22,0,36,3
00-0034348,Courtland Sutton,WR,6,REG,DEN,NYJ,1,3,17,0,30,2
00-0034351,Dallas Goedert,TE,6,REG,PHI,NYG,9,11,110,1,107,22
00-0034365,Ian Thomas,TE,6,REG,LV,TEN,1,1,4,0,3,1
00-0034613,Tanner Hudson,TE,6,REG,CIN,GB,4,5,10,1,6,8
00-0034753,Mark Andrews,TE,6,REG,BAL,LA,4,6,24,0,34,0
00-0034827,DJ Moore,WR,6,REG,CHI,WAS,3,5,42,0,53,24
00-0034837,Calvin Ridley,WR,6,REG,TEN,LV,1,1,18,0,14,4
00-0034854,KhaDarel Hodge,WR,6,REG,ATL,BUF,0,0,0,0,0,0
00-0034960,Jakobi Meyers,WR,6,REG,LV,TEN,4,4,39,0,34,5
00-0034981,Foster Moreau,TE,6,REG,NO,NE,1,1,9,0,3,6
00-0034983,Hunter Renfrow,WR,6,REG,CAR,DAL,1,2,7,0,13,1
00-0035021,Ashton Dulin,WR,6,REG,IND,ARI,0,0,0,0,0,0
00-0035208,Olamide Zaccheaus,WR,6,REG,CHI,WAS,2,6,24,0,53,9
00-0035406,Lil'Jordan Humphrey,WR,6,REG,NYG,PHI,4,8,55,0,118,2
00-0035500,Greg Dortch,WR,6,REG,ARI,IND,3,3,9,1,2,7
00-0035602,Alex Bachman,WR,6,REG,LV,TEN,0,0,0,0,0,0
00-0035631,Drew Sample,TE,6,REG,CIN,GB,1,2,-2,0,-5,2
00-0035639,Parris Campbell,WR,6,REG,DAL,CAR,0,0,0,0,0,0
00-0035640,DK Metcalf,WR,6,REG,PIT,CLE,4,9,95,1,151,34
00-0035644,Noah Fant,TE,6,REG,CIN,GB,4,4,27,0,11,16
00-0035645,Gunner Olszewski,WR,6,REG,NYG,PHI,0,0,0,0,0,0
00-0035662,Marquise Brown,WR,6,REG,KC,DET,4,4,45,2,31,14
00-0035676,A.J. Brown,WR,6,REG,PHI,NYG,6,9,80,0,109,12
00-0035689,Dawson Knox,TE,6,REG,BUF,ATL,1,2,19,1,32,0
00-0035719,Deebo Samuel Sr.,WR,6,REG,WAS,CHI,4,5,15,0,24,10
00-0036040,Juwan Johnson,TE,6,REG,NO,NE,2,2,15,0,4,11
00-0036182,Nick Westbrook-Ikhine,WR,6,REG,MIA,LAC,0,1,0,0,5,0
00-0036252,Michael Pittman,WR,6,REG,IND,ARI,2,3,20,0,25,11
00-0036259,Jauan Jennings,WR,6,REG,SF,TB,1,3,7,0,50,2
00-0036290,Cole Kmet,TE,6,REG,CHI,WAS,1,2,0,0,20,5
00-0036331,Devin Duvernay,WR,6,REG,CHI,WAS,0,0,0,0,0,0
00-0036407,Jerry Jeudy,WR,6,REG,CLE,PIT,5,13,43,0,134,14
00-0036410,Tee Higgins,WR,6,REG,CIN,GB,5,8,62,0,106,22
00-0036415,Van Jefferson,WR,6,REG,TEN,LV,4,6,75,0,118,6
00-0036427,Tyler Johnson,WR,6,REG,NYJ,DEN,0,1,0,0,-2,0
00-0036550,Rashod Bateman,WR,6,REG,BAL,LA,1,1,8,0,3,5
00-0036613,Jaylen Waddle,WR,6,REG,MIA,LAC,6,8,95,0,120,6
00-0036620,Dee Eskridge,WR,6,REG,MIA,LAC,0,1,0,0,16,0
00-0036626,Dyami Brown,WR,6,REG,JAX,SEA,2,5,13,0,85,0
00-0036630,Tylan Wallace,WR,6,REG,BAL,LA,0,0,0,0,0,0
00-0036637,Noah Gray,TE,6,REG,KC,DET,2,2,25,0,7,18
00-0036646,Simi Fehoko,WR,6,REG,ARI,IND,0,0,0,0,0,0
00-0036825,Feleipe Franks,TE,6,REG,ATL,BUF,0,0,0,0,0,0
00-0036862,Ben Skowronek,WR,6,REG,PIT,CLE,0,0,0,0,0,0
00-0036887,Luke Farrell,TE,6,REG,SF,TB,0,0,0,0,0,0
00-0036894,Pat Freiermuth,TE,6,REG,PIT,CLE,1,1,11,0,4,7
00-0036900,Ja'Marr Chase,WR,6,REG,CIN,GB,10,12,94,1,114,14
00-0036912,DeVonta Smith,WR,6,REG,PHI,NYG,4,5,49,0,57,31
