player_id,player_display_name,week,season_type,team,opponent_team,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0038797,Emanuel Wilson,10,REG,GB,PHI,1,2,0,1,1,2,0,-1,3
00-0038951,Sean Tucker,10,REG,TB,NE,9,53,0,1,2,-2,0,-9,2
00-0039040,De'Von Achane,10,REG,MIA,BUF,22,174,2,6,6,51,0,-6,57
00-0039139,Jahmyr Gibbs,10,REG,DET,WAS,15,142,2,3,4,30,1,8,26
00-0039165,Zach Charbonnet,10,REG,SEA,ARI,14,83,1,0,0,0,0,0,0
00-0039299,George Holani,10,REG,SEA,ARI,7,31,1,0,0,0,0,0,0
00-0039364,Sione Vaki,10,REG,DET,WAS,1,4,0,0,0,0,0,0,0
00-0039384,Tyrone Tracy Jr.,10,REG,NYG,CHI,14,71,0,1,2,0,0,1,2
00-0039391,Kimani Vidal,10,REG,LAC,PIT,25,95,1,1,1,13,0,-5,18
00-0039407,Dylan Laube,10,REG,LV,DEN,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,10,REG,LA,SF,13,56,0,0,0,0,0,0,0
00-0039746,Will Shipley,10,REG,PHI,GB,4,17,0,2,2,17,0,1,16
00-0039757,Terrell Jennings,10,REG,NE,TB,4,5,0,0,0,0,0,0,0
00-0039798,Isaiah Davis,10,REG,NYJ,CLE,3,10,0,1,1,1,0,-8,9
00-0039874,Jaylen Wright,10,REG,MIA,BUF,5,17,0,0,0,0,0,0,0
00-0039875,Ray Davis,10,REG,BUF,MIA,2,-2,0,1,2,0,0,1,5
00-0040122,Ashton Jeanty,10,REG,LV,DEN,19,60,1,3,5,3,0,-14,19
00-0040142,Kaleb Johnson,10,REG,PIT,LAC,2,3,0,0,0,0,0,0,0
00-0040162,Dylan Sampson,10,REG,CLE,NYJ,2,-4,0,1,1,3,0,1,2
00-0040198,Ollie Gordon II,10,REG,MIA,BUF,1,-3,0,0,0,0,0,0,0
00-0040202,Devin Neal,10,REG,NO,CAR,4,22,0,3,3,9,0,-2,11
00-0040236,Kyle Monangai,10,REG,CHI,NYG,7,28,1,0,1,0,0,5,0
00-0040238,LeQuint Allen Jr.,10,REG,JAX,HOU,0,0,0,1,1,6,0,-4,10
00-0040242,Jacory Croskey-Merritt,10,REG,WAS,DET,11,30,0,0,0,0,0,0,0
00-0040583,Woody Marks,10,REG,HOU,JAX,14,63,1,2,3,18,0,-1,26
00-0040644,Trevor Etienne,10,REG,CAR,NO,0,0,0,0,0,0,0,0,0
00-0040649,Robbie Ouzts,10,REG,SEA,ARI,0,0,0,0,0,0,0,0,0
00-0040719,Bhayshul Tuten,10,REG,JAX,HOU,4,5,0,1,2,5,0,4,2
00-0040730,RJ Harvey,10,REG,DEN,LV,4,9,0,2,3,9,0,-1,5
00-0040734,TreVeyon Henderson,10,REG,NE,TB,14,147,2,1,1,3,0,-5,8
00-0040784,Quinshon Judkins,10,REG,CLE,NYJ,22,75,0,2,3,10,0,3,8
00-0029892,Kyle Juszczyk,11,REG,SF,ARI,0,0,0,2,2,26,0,9,17
00-0031687,Raheem Mostert,11,REG,LV,DAL,2,6,0,2,2,7,0,-9,16
00-0032764,Derrick Henry,11,REG,BAL,CLE,18,103,1,2,2,19,0,3,16
00-0032918,C.J. Ham,11,REG,MIN,CHI,0,0,0,0,0,0,0,0,0
00-0033280,Christian McCaffrey,11,REG,SF,ARI,13,81,2,5,6,40,1,18,26
00-0033293,Aaron Jones,11,REG,MIN,CHI,16,70,0,3,6,11,0,11,11
00-0033376,Patrick Ricard,11,REG,BAL,CLE,0,0,0,0,0,0,0,0,0
00-0033854,Dare Ogunbowale,11,REG,HOU,TEN,0,0,0,1,1,9,0,2,7
00-0033923,Kareem Hunt,11,REG,KC,DEN,13,59,1,1,2,3,0,-3,6
00-0033955,Jeremy McNichols,11,REG,WAS,MIA,4,13,0,2,2,16,0,-4,20
00-0034681,Chase Edmonds,11,REG,WAS,MIA,0,0,0,0,0,0,0,0,0
00-0034791,Nick Chubb,11,REG,HOU,TEN,3,17,0,0,2,0,0,2,0
00-0034844,Saquon Barkley,11,REG,PHI,DET,26,83,0,1,2,7,0,31,10
00-0035250,Devin Singletary,11,REG,NYG,GB,16,44,2,1,1,3,0,-5,8
00-0035261,Tony Pollard,11,REG,TEN,HOU,10,22,0,3,3,4,0,-2,6
00-0035291,Trayveon Williams,11,REG,LAC,JAX,3,-1,0,1,1,0,0,-1,1
00-0035537,Ty Johnson,11,REG,BUF,TB,1,9,0,2,2,61,1,-8,69
00-0035594,Travis Homer,11,REG,CHI,MIN,1,-2,0,0,0,0,0,0,0
00-0035628,D'Ernest Johnson,11,REG,NE,NYJ,3,6,0,0,0,0,0,0,0
00-0035685,David Montgomery,11,REG,DET,PHI,6,27,0,1,1,10,0,1,9
00-0035700,Josh Jacobs,11,REG,GB,NYG,7,40,0,0,1,0,0,-9,0
00-0036139,Rico Dowdle,11,REG,CAR,ATL,19,45,0,5,7,55,0,-20,77
00-0036187,Reggie Gilliam,11,REG,BUF,TB,0,0,0,0,0,0,0,0,0
00-0036275,D'Andre Swift,11,REG,CHI,MIN,21,90,0,0,1,0,0,17,0
00-0036555,Chuba Hubbard,11,REG,CAR,ATL,4,21,0,1,3,7,0,-6,12
00-0036567,Elijah Mitchell,11,REG,KC,DEN,0,0,0,0,1,0,0,16,0
00-0036727,Adam Prentice,11,REG,DEN,KC,0,0,0,1,2,14,0,10,9
00-0036842,Kene Nwangwu,11,REG,NYJ,NE,0,0,0,0,0,0,0,0,0
00-0036919,Kenneth Gainwell,11,REG,PIT,CIN,9,24,0,7,8,81,2,-16,104
00-0036924,Michael Carter,11,REG,ARI,SF,2,6,0,5,7,22,0,3,24
00-0036973,Travis Etienne,11,REG,JAX,LAC,19,73,2,0,2,0,0,-1,0
00-0036997,Javonte Williams,11,REG,DAL,LV,22,93,0,1,1,0,0,-4,4
00-0037085,Tyler Badie,11,REG,DEN,KC,0,0,0,1,1,0,0,-5,5
00-0037157,Bam Knight,11,REG,ARI,SF,5,24,1,4,4,21,0,-3,24
00-0037228,Jaylen Warren,11,REG,PIT,CIN,10,62,0,2,2,5,0,-12,17
00-0037248,James Cook,11,REG,BUF,TB,16,48,0,3,3,66,1,23,43
00-0037256,Rachaad White,11,REG,TB,BUF,10,51,0,2,3,11,0,-9,17
00-0037263,Tyler Allgeier,11,REG,ATL,CAR,3,10,1,2,2,6,0,-5,11
00-0037267,Jerome Ford,11,REG,CLE,BAL,1,2,0,0,0,0,0,0,0
00-0037525,Jordan Mason,11,REG,MIN,CHI,6,45,1,0,0,0,0,0,0
00-0037563,Malik Davis,11,REG,DAL,LV,4,20,0,0,0,0,0,0,0
00-0037594,Julius Chestnut,11,REG,TEN,HOU,0,0,0,0,0,0,0,0,0
00-0037746,Brian Robinson,11,REG,SF,ARI,8,24,0,0,1,0,0,2,0
00-0037840,Kyren Williams,11,REG,LA,SEA,12,91,1,1,2,5,0,4,1
00-0038120,Breece Hall,11,REG,NYJ,NE,14,58,0,2,2,6,0,-2,8
00-0038134,Kenneth Walker III,11,REG,SEA,LA,16,67,1,3,3,44,0,8,36
00-0038454,Keaton Mitchell,11,REG,BAL,CLE,6,31,0,2,3,23,0,-6,32
00-0038458,Owen Wright,11,REG,TB,BUF,0,0,0,0,0,0,0,0,0
00-0038488,Brady Russell,11,REG,SEA,LA,0,0,0,0,0,0,0,0,0
00-0038542,Bijan Robinson,11,REG,ATL,CAR,23,104,2,4,5,39,0,7,43
00-0038555,Tank Bigsby,11,REG,PHI,DET,4,34,0,0,0,0,0,0,0
00-0038597,Chase Brown,11,REG,CIN,PIT,18,99,0,6,8,28,0,-2,31
00-0038611,Chris Rodriguez Jr.,11,REG,WAS,MIA,15,79,0,1,1,6,0,3,3
00-0038685,Chris Brooks,11,REG,GB,NYG,1,8,0,0,0,0,0,0,0
00-0038705,Emari Demercado,11,REG,ARI,SF,5,8,0,2,3,12,0,-12,17
00-0038738,Hunter Luepke,11,REG,DAL,LV,1,5,0,3,3,36,0,10,26
00-0038794,Jaleel McLaughlin,11,REG,DEN,KC,6,19,1,1,1,-5,0,-6,1
00-0038797,Emanuel Wilson,11,REG,GB,NYG,11,40,1,1,1,9,0,1,8
00-0038896,Jacob Saylors,11,REG,DET,PHI,0,0,0,0,0,0,0,0,0
00-0038951,Sean Tucker,11,REG,TB,BUF,19,106,2,2,2,34,1,9,25
00-0039021,Roschon Johnson,11,REG,CHI,MIN,0,0,0,0,0,0,0,0,0
00-0039032,Tyjae Spears,11,REG,TEN,HOU,4,3,0,5,5,31,0,-15,46
00-0039040,De'Von Achane,11,REG,MIA,WAS,21,120,0,5,5,45,0,-1,46
00-0039139,Jahmyr Gibbs,11,REG,DET,PHI,12,39,0,5,8,107,0,5,120
00-0039165,Zach Charbonnet,11,REG,SEA,LA,11,37,0,2,2,10,0,5,5
00-0039266,Kendall Milton,11,REG,CIN,PIT,2,2,0,0,0,0,0,0,0
00-0039299,George Holani,11,REG,SEA,LA,2,6,0,0,0,0,0,0,0
00-0039384,Tyrone Tracy Jr.,11,REG,NYG,GB,19,88,0,4,4,51,0,-14,65
00-0039391,Kimani Vidal,11,REG,LAC,JAX,5,13,0,2,2,-1,0,-11,10
00-0039407,Dylan Laube,11,REG,LV,DAL,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,11,REG,LA,SEA,8,10,0,1,2,-5,0,-8,1
00-0039796,Rasheen Ali,11,REG,BAL,CLE,0,0,0,1,1,15,0,1,14
00-0039798,Isaiah Davis,11,REG,NYJ,NE,2,11,0,0,1,0,0,4,0
00-0039874,Jaylen Wright,11,REG,MIA,WAS,1,4,0,0,0,0,0,0,0
00-0039875,Ray Davis,11,REG,BUF,TB,0,0,0,0,0,0,0,0,0
00-0040039,Amar Johnson,11,REG,LAC,JAX,2,8,0,0,1,0,0,-2,0
00-0040078,Brashard Smith,11,REG,KC,DEN,0,0,0,2,3,8,0,4,14
00-0040122,Ashton Jeanty,11,REG,LV,DAL,6,7,0,6,8,27,0,-21,53
00-0040142,Kaleb Johnson,11,REG,PIT,CIN,5,15,0,0,0,0,0,0,0
00-0040162,Dylan Sampson,11,REG,CLE,BAL,1,19,0,0,1,0,0,5,0
00-0040198,Ollie Gordon II,11,REG,MIA,WAS,9,45,1,0,0,0,0,0,0
00-0040208,Tahj Brooks,11,REG,CIN,PIT,1,5,0,0,0,0,0,0,0
00-0040236,Kyle Monangai,11,REG,CHI,MIN,12,23,1,1,1,14,0,-4,18
00-0040238,LeQuint Allen Jr.,11,REG,JAX,LAC,8,36,0,0,0,0,0,0,0
00-0040242,Jacory Croskey-Merritt,11,REG,WAS,MIA,9,28,0,1,1,5,0,-4,9
00-0040583,Woody Marks,11,REG,HOU,TEN,18,44,0,1,1,7,0,-3,10
00-0040644,Trevor Etienne,11,REG,CAR,ATL,1,2,0,0,0,0,0,0,0
00-0040719,Bhayshul Tuten,11,REG,JAX,LAC,15,74,1,0,0,0,0,0,0
00-0040730,RJ Harvey,11,REG,DEN,KC,11,30,0,3,3,20,0,-2,22
00-0040734,TreVeyon Henderson,11,REG,NE,NYJ,19,62,2,5,5,31,1,13,18
00-0040784,Quinshon Judkins,11,REG,CLE,BAL,17,59,0,0,2,0,0,-10,0
00-0029892,Kyle Juszczyk,12,REG,SF,CAR,0,0,0,0,0,0,0,0,0
00-0031687,Raheem Mostert,12,REG,LV,CLE,1,2,0,3,3,18,0,-1,19
00-0032104,Ameer Abdullah,12,REG,IND,KC,0,0,0,0,1,0,0,3,0
00-0032764,Derrick Henry,12,REG,BAL,NYJ,21,64,2,2,2,24,0,4,20
00-0033280,Christian McCaffrey,12,REG,SF,CAR,24,89,1,7,7,53,0,1,52
00-0033293,Aaron Jones,12,REG,MIN,GB,9,41,0,3,4,16,0,-3,17
00-0033854,Dare Ogunbowale,12,REG,HOU,BUF,0,0,0,0,0,0,0,0,0
00-0033906,Alvin Kamara,12,REG,NO,ATL,3,11,0,2,2,4,0,-8,12
00-0033923,Kareem Hunt,12,REG,KC,IND,30,104,1,3,3,26,0,4,22
00-0034791,Nick Chubb,12,REG,HOU,BUF,6,16,0,1,1,-1,0,-1,0
00-0034844,Saquon Barkley,12,REG,PHI,DAL,10,22,0,7,8,52,0,21,52
00-0034959,Andrew Beck,12,REG,NYJ,BAL,0,0,0,1,1,10,0,4,6
00-0034975,Justice Hill,12,REG,BAL,NYJ,0,0,0,0,0,0,0,0,0
00-0035250,Devin Singletary,12,REG,NYG,DET,14,47,0,0,0,0,0,0,0
00-0035261,Tony Pollard,12,REG,TEN,SEA,11,20,0,4,5,21,0,2,20
00-0035537,Ty Johnson,12,REG,BUF,HOU,2,7,0,3,3,45,0,14,31
00-0035685,David Montgomery,12,REG,DET,NYG,5,18,0,3,3,19,0,-2,21
00-0036139,Rico Dowdle,12,REG,CAR,SF,6,38,0,4,4,36,0,-4,40
00-0036187,Reggie Gilliam,12,REG,BUF,HOU,0,0,0,1,1,2,0,1,1
00-0036223,Jonathan Taylor,12,REG,IND,KC,16,58,0,2,3,8,0,-5,14
00-0036275,D'Andre Swift,12,REG,CHI,PIT,8,15,0,1,1,14,0,-6,20
00-0036360,Clyde Edwards-Helaire,12,REG,KC,IND,5,8,0,2,2,9,0,-4,13
00-0036555,Chuba Hubbard,12,REG,CAR,SF,3,16,0,4,4,27,0,-14,41
00-0036569,Gary Brightwell,12,REG,CIN,NE,0,0,0,0,0,0,0,0,0
00-0036842,Kene Nwangwu,12,REG,NYJ,BAL,0,0,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,12,REG,NE,CIN,6,5,0,1,2,5,0,14,7
00-0036919,Kenneth Gainwell,12,REG,PIT,CHI,10,92,0,6,6,30,0,-9,39
00-0036924,Michael Carter,12,REG,ARI,JAX,5,28,0,3,3,30,0,5,25
00-0036973,Travis Etienne,12,REG,JAX,ARI,15,86,0,3,4,30,1,2,31
00-0036997,Javonte Williams,12,REG,DAL,PHI,20,87,0,2,3,14,0,0,17
00-0037120,Tyler Goodson,12,REG,IND,KC,0,0,0,0,0,0,0,0,0
00-0037157,Bam Knight,12,REG,ARI,JAX,10,12,1,4,5,20,0,-13,28
00-0037228,Jaylen Warren,12,REG,PIT,CHI,18,68,1,0,0,0,0,0,0
00-0037248,James Cook,12,REG,BUF,HOU,17,116,1,3,3,13,0,1,12
00-0037256,Rachaad White,12,REG,TB,LA,7,38,0,1,1,4,0,-5,9
00-0037263,Tyler Allgeier,12,REG,ATL,NO,12,44,0,1,1,5,0,1,4
00-0037267,Jerome Ford,12,REG,CLE,LV,1,-3,0,0,0,0,0,0,0
00-0037525,Jordan Mason,12,REG,MIN,GB,8,42,0,0,0,0,0,0,0
00-0037563,Malik Davis,12,REG,DAL,PHI,3,24,0,0,0,0,0,0,0
00-0037594,Julius Chestnut,12,REG,TEN,SEA,2,3,0,0,0,0,0,0,0
00-0037746,Brian Robinson,12,REG,SF,CAR,7,40,0,1,2,4,0,2,3
00-0037840,Kyren Williams,12,REG,LA,TB,12,46,0,1,1,2,0,2,0
00-0038120,Breece Hall,12,REG,NYJ,BAL,16,44,0,4,4,75,0,-2,77
00-0038134,Kenneth Walker III,12,REG,SEA,TEN,11,71,0,3,4,30,0,-9,42
00-0038396,Eric Gray,12,REG,NYG,DET,0,0,0,0,0,0,0,0,0
00-0038454,Keaton Mitchell,12,REG,BAL,NYJ,2,10,0,1,1,9,0,1,8
00-0038458,Owen Wright,12,REG,TB,LA,3,6,0,0,0,0,0,0,0
00-0038488,Brady Russell,12,REG,SEA,TEN,0,0,0,0,0,0,0,0,0
00-0038542,Bijan Robinson,12,REG,ATL,NO,14,70,0,2,2,37,0,-10,47
00-0038555,Tank Bigsby,12,REG,PHI,DAL,1,8,0,0,0,0,0,0,0
00-0038597,Chase Brown,12,REG,CIN,NE,19,107,0,2,4,23,0,-9,25
00-0038685,Chris Brooks,12,REG,GB,MIN,8,21,0,1,1,5,0,2,3
00-0038738,Hunter Luepke,12,REG,DAL,PHI,0,0,0,1,1,7,0,-6,13
00-0038797,Emanuel Wilson,12,REG,GB,MIN,28,107,2,2,2,18,0,2,16
00-0038896,Jacob Saylors,12,REG,DET,NYG,0,0,0,0,0,0,0,0,0
00-0038951,Sean Tucker,12,REG,TB,LA,12,42,0,1,2,4,0,4,6
00-0039032,Tyjae Spears,12,REG,TEN,SEA,3,4,0,4,5,21,0,-27,41
00-0039139,Jahmyr Gibbs,12,REG,DET,NYG,15,219,2,11,12,45,1,-7,58
00-0039165,Zach Charbonnet,12,REG,SEA,TEN,6,35,1,0,0,0,0,0,0
00-0039384,Tyrone Tracy Jr.,12,REG,NYG,DET,20,62,0,3,4,68,0,2,65
00-0039407,Dylan Laube,12,REG,LV,CLE,0,0,0,0,0,0,0,0,0
00-0039603,British Brooks,12,REG,HOU,BUF,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,12,REG,LA,TB,7,24,0,0,0,0,0,0,0
00-0039746,Will Shipley,12,REG,PHI,DAL,0,0,0,0,0,0,0,0,0
00-0039757,Terrell Jennings,12,REG,NE,CIN,1,0,0,0,0,0,0,0,0
00-0039798,Isaiah Davis,12,REG,NYJ,BAL,4,7,0,0,0,0,0,0,0
00-0039875,Ray Davis,12,REG,BUF,HOU,0,0,0,0,0,0,0,0,0
00-0040078,Brashard Smith,12,REG,KC,IND,1,5,0,3,4,31,0,9,30
00-0040122,Ashton Jeanty,12,REG,LV,CLE,17,50,0,8,8,58,1,-20,78
00-0040162,Dylan Sampson,12,REG,CLE,LV,7,23,0,2,3,59,1,-18,71
00-0040202,Devin Neal,12,REG,NO,ATL,7,18,0,5,7,43,0,-25,64
00-0040205,Kalel Mullings,12,REG,TEN,SEA,0,0,0,0,0,0,0,0,0
00-0040208,Tahj Brooks,12,REG,CIN,NE,2,5,0,0,1,0,0,-3,0
00-0040236,Kyle Monangai,12,REG,CHI,PIT,12,48,1,0,0,0,0,0,0
00-0040238,LeQuint Allen Jr.,12,REG,JAX,ARI,1,2,0,0,0,0,0,0,0
00-0040583,Woody Marks,12,REG,HOU,BUF,16,74,0,1,1,-5,0,-5,0
00-0040644,Trevor Etienne,12,REG,CAR,SF,0,0,0,0,0,0,0,0,0
00-0040719,Bhayshul Tuten,12,REG,JAX,ARI,7,17,0,0,1,0,0,1,0
00-0040734,TreVeyon Henderson,12,REG,NE,CIN,18,66,0,3,4,15,0,7,12
00-0040784,Quinshon Judkins,12,REG,CLE,LV,16,47,2,0,0,0,0,0,0
00-0029892,Kyle Juszczyk,13,REG,SF,CLE,0,0,0,2,2,27,0,23,4
00-0031687,Raheem Mostert,13,REG,LV,LAC,1,6,0,0,0,0,0,0,0
00-0032104,Ameer Abdullah,13,REG,IND,HOU,0,0,0,0,0,0,0,0,0
00-0032764,Derrick Henry,13,REG,BAL,CIN,10,60,1,1,1,44,0,2,42
00-0033280,Christian McCaffrey,13,REG,SF,CLE,20,53,1,4,4,21,0,-4,25
00-0033293,Aaron Jones,13,REG,MIN,SEA,6,3,0,4,4,22,0,-24,46
00-0033526,Samaje Perine,13,REG,CIN,BAL,14,39,0,2,2,15,0,2,13
00-0033854,Dare Ogunbowale,13,REG,HOU,IND,0,0,0,0,0,0,0,0,0
00-0033923,Kareem Hunt,13,REG,KC,DAL,14,58,0,1,2,22,0,0,22
00-0033955,Jeremy McNichols,13,REG,WAS,DEN,6,30,0,2,2,0,0,-9,9
00-0034791,Nick Chubb,13,REG,HOU,IND,9,34,1,0,0,0,0,0,0
00-0034844,Saquon Barkley,13,REG,PHI,CHI,13,56,0,0,2,0,0,0,0
00-0034959,Andrew Beck,13,REG,NYJ,ATL,0,0,0,0,0,0,0,0,0
00-0035250,Devin Singletary,13,REG,NYG,NE,12,68,1,3,3,34,0,-1,35
00-0035261,Tony Pollard,13,REG,TEN,JAX,10,60,0,1,2,3,0,8,4
00-0035311,Myles Gaskin,13,REG,SEA,MIN,3,6,0,0,0,0,0,0,0
00-0035537,Ty Johnson,13,REG,BUF,PIT,2,5,0,3,5,20,0,-8,18
00-0035594,Travis Homer,13,REG,CHI,PHI,0,0,0,0,0,0,0,0,0
00-0035685,David Montgomery,13,REG,DET,GB,8,32,1,2,2,16,0,5,11
00-0035700,Josh Jacobs,13,REG,GB,DET,17,83,0,1,1,8,0,3,5
00-0036139,Rico Dowdle,13,REG,CAR,LA,18,58,0,2,2,21,0,-11,32
00-0036187,Reggie Gilliam,13,REG,BUF,PIT,0,0,0,0,0,0,0,0,0
00-0036223,Jonathan Taylor,13,REG,IND,HOU,21,85,0,3,5,36,0,-6,40
00-0036275,D'Andre Swift,13,REG,CHI,PHI,18,125,1,1,2,13,0,-2,18
00-0036555,Chuba Hubbard,13,REG,CAR,LA,17,83,0,2,2,41,1,-5,46
00-0036569,Gary Brightwell,13,REG,CIN,BAL,0,0,0,0,0,0,0,0,0
00-0036727,Adam Prentice,13,REG,DEN,WAS,1,3,0,1,1,11,0,2,9
00-0036755,Jaret Patterson,13,REG,LAC,LV,11,54,1,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,13,REG,NE,NYG,12,40,0,3,3,40,0,2,38
00-0036919,Kenneth Gainwell,13,REG,PIT,BUF,5,20,0,2,3,25,0,-11,30
00-0036924,Michael Carter,13,REG,ARI,TB,5,17,0,5,6,47,0,-8,47
00-0036973,Travis Etienne,13,REG,JAX,TEN,12,28,0,1,1,13,0,-4,17
00-0036997,Javonte Williams,13,REG,DAL,KC,17,59,0,3,3,21,1,-10,31
00-0037085,Tyler Badie,13,REG,DEN,WAS,0,0,0,3,5,18,0,-11,25
00-0037120,Tyler Goodson,13,REG,IND,HOU,0,0,0,0,0,0,0,0,0
00-0037157,Bam Knight,13,REG,ARI,TB,11,62,0,3,3,36,1,12,24
00-0037197,Isiah Pacheco,13,REG,KC,DAL,3,16,0,2,2,17,0,5,12
00-0037228,Jaylen Warren,13,REG,PIT,BUF,10,35,1,2,4,9,0,-9,17
00-0037248,James Cook,13,REG,BUF,PIT,32,144,0,3,3,33,0,-4,37
00-0037256,Rachaad White,13,REG,TB,ARI,2,7,0,3,3,22,0,-13,35
00-0037263,Tyler Allgeier,13,REG,ATL,NYJ,8,20,1,2,2,35,0,-4,39
00-0037267,Jerome Ford,13,REG,CLE,SF,0,0,0,3,3,17,0,-4,21
00-0037525,Jordan Mason,13,REG,MIN,SEA,6,47,0,1,1,1,0,-5,6
00-0037557,Ronnie Rivers,13,REG,LA,CAR,0,0,0,0,0,0,0,0,0
00-0037563,Malik Davis,13,REG,DAL,KC,3,47,1,0,0,0,0,0,0
00-0037594,Julius Chestnut,13,REG,TEN,JAX,0,0,0,0,0,0,0,0,0
00-0037746,Brian Robinson,13,REG,SF,CLE,8,26,0,0,0,0,0,0,0
00-0037840,Kyren Williams,13,REG,LA,CAR,13,72,1,0,1,0,0,-5,0
00-0038120,Breece Hall,13,REG,NYJ,ATL,19,68,1,2,2,8,0,7,1
00-0038134,Kenneth Walker III,13,REG,SEA,MIN,13,56,0,3,4,18,0,-12,27
00-0038397,Evan Hull,13,REG,NO,MIA,5,15,0,0,0,0,0,0,0
00-0038440,Zavier Scott,13,REG,MIN,SEA,3,17,0,1,1,4,0,-2,6
00-0038454,Keaton Mitchell,13,REG,BAL,CIN,2,19,1,2,3,12,0,-7,14
00-0038542,Bijan Robinson,13,REG,ATL,NYJ,23,142,1,5,7,51,0,-6,68
00-0038597,Chase Brown,13,REG,CIN,BAL,15,78,0,7,7,35,0,-11,46
00-0038611,Chris Rodriguez Jr.,13,REG,WAS,DEN,11,41,1,0,1,0,0,12,0
00-0038685,Chris Brooks,13,REG,GB,DET,0,0,0,2,2,9,0,5,4
00-0038794,Jaleel McLaughlin,13,REG,DEN,WAS,6,24,0,1,1,6,0,-2,8
00-0038797,Emanuel Wilson,13,REG,GB,DET,4,14,0,0,0,0,0,0,0
00-0038951,Sean Tucker,13,REG,TB,ARI,2,0,0,0,0,0,0,0,0
00-0039032,Tyjae Spears,13,REG,TEN,JAX,2,-1,0,6,6,25,0,4,21
00-0039040,De'Von Achane,13,REG,MIA,NO,22,134,1,0,1,0,0,0,0
00-0039139,Jahmyr Gibbs,13,REG,DET,GB,20,68,0,3,4,18,0,10,3
00-0039165,Zach Charbonnet,13,REG,SEA,MIN,14,52,1,0,0,0,0,0,0
00-0039361,Bucky Irving,13,REG,TB,ARI,17,61,1,2,2,20,0,-10,30
00-0039363,Isaac Guerendo,13,REG,SF,CLE,0,0,0,0,0,0,0,0,0
00-0039364,Sione Vaki,13,REG,DET,GB,0,0,0,0,0,0,0,0,0
00-0039384,Tyrone Tracy Jr.,13,REG,NYG,NE,10,36,0,1,1,-3,0,-4,1
00-0039391,Kimani Vidal,13,REG,LAC,LV,25,126,1,1,1,11,0,-1,12
00-0039407,Dylan Laube,13,REG,LV,LAC,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,13,REG,LA,CAR,7,81,1,0,0,0,0,0,0
00-0039746,Will Shipley,13,REG,PHI,CHI,0,0,0,1,1,11,0,10,1
00-0039757,Terrell Jennings,13,REG,NE,NYG,0,0,0,0,0,0,0,0,0
00-0039796,Rasheen Ali,13,REG,BAL,CIN,4,17,0,0,0,0,0,0,0
00-0039798,Isaiah Davis,13,REG,NYJ,ATL,0,0,0,0,1,0,0,6,0
00-0039874,Jaylen Wright,13,REG,MIA,NO,3,16,0,0,0,0,0,0,0
00-0039875,Ray Davis,13,REG,BUF,PIT,9,62,0,0,0,0,0,0,0
00-0040078,Brashard Smith,13,REG,KC,DAL,0,0,0,0,0,0,0,0,0
00-0040122,Ashton Jeanty,13,REG,LV,LAC,15,31,0,6,8,30,0,-27,49
00-0040142,Kaleb Johnson,13,REG,PIT,BUF,2,3,0,0,0,0,0,0,0
00-0040162,Dylan Sampson,13,REG,CLE,SF,4,23,0,0,0,0,0,0,0
00-0040198,Ollie Gordon II,13,REG,MIA,NO,3,10,0,0,0,0,0,0,0
00-0040202,Devin Neal,13,REG,NO,MIA,14,47,0,3,3,22,0,-3,25
00-0040236,Kyle Monangai,13,REG,CHI,PHI,22,130,1,0,1,0,0,-8,0
00-0040238,LeQuint Allen Jr.,13,REG,JAX,TEN,0,0,0,0,0,0,0,0,0
00-0040242,Jacory Croskey-Merritt,13,REG,WAS,DEN,4,20,0,0,0,0,0,0,0
00-0040583,Woody Marks,13,REG,HOU,IND,19,64,0,1,1,3,0,-3,6
00-0040644,Trevor Etienne,13,REG,CAR,LA,0,0,0,1,1,4,0,1,3
00-0040719,Bhayshul Tuten,13,REG,JAX,TEN,8,17,1,1,1,2,0,2,0
00-0040730,RJ Harvey,13,REG,DEN,WAS,13,35,2,3,4,27,0,-3,28
00-0040734,TreVeyon Henderson,13,REG,NE,NYG,11,67,0,3,4,19,0,-4,26
00-0040784,Quinshon Judkins,13,REG,CLE,SF,23,91,0,3,3,18,0,-8,26
00-0031687,Raheem Mostert,14,REG,LV,DEN,0,0,0,1,1,2,0,-2,4
00-0032104,Ameer Abdullah,14,REG,IND,JAX,1,4,0,2,2,5,0,-5,10
00-0032764,Derrick Henry,14,REG,BAL,PIT,25,94,0,1,2,8,0,1,5
00-0033293,Aaron Jones,14,REG,MIN,WAS,14,76,0,0,1,0,0,-7,0
00-0033376,Patrick Ricard,14,REG,BAL,PIT,0,0,0,0,1,0,0,0,0
00-0033526,Samaje Perine,14,REG,CIN,BUF,6,31,0,1,1,7,0,1,6
00-0033854,Dare Ogunbowale,14,REG,HOU,KC,1,5,1,0,0,0,0,0,0
00-0033923,Kareem Hunt,14,REG,KC,HOU,12,30,1,0,1,0,0,0,0
00-0033955,Jeremy McNichols,14,REG,WAS,MIN,0,0,0,1,1,2,0,-6,8
