player_id,player_display_name,week,season_type,team,opponent_team,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0034791,Nick Chubb,14,REG,HOU,KC,1,3,0,0,0,0,0,0,0
00-0034844,Saquon Barkley,14,REG,PHI,LAC,20,122,1,0,2,0,0,12,0
00-0034959,Andrew Beck,14,REG,NYJ,MIA,0,0,0,1,1,17,0,12,5
00-0035261,Tony Pollard,14,REG,TEN,CLE,25,161,2,0,0,0,0,0,0
00-0035537,Ty Johnson,14,REG,BUF,CIN,2,25,0,2,3,14,0,-12,23
00-0035594,Travis Homer,14,REG,CHI,GB,0,0,0,0,0,0,0,0,0
00-0035685,David Montgomery,14,REG,DET,DAL,6,60,1,1,1,13,0,2,11
00-0035700,Josh Jacobs,14,REG,GB,CHI,20,86,1,2,2,6,0,-6,12
00-0036187,Reggie Gilliam,14,REG,BUF,CIN,0,0,0,0,0,0,0,0,0
00-0036223,Jonathan Taylor,14,REG,IND,JAX,21,74,1,0,0,0,0,0,0
00-0036275,D'Andre Swift,14,REG,CHI,GB,13,63,0,3,4,19,0,-8,25
00-0036727,Adam Prentice,14,REG,DEN,LV,2,22,0,2,2,11,0,2,9
00-0036842,Kene Nwangwu,14,REG,NYJ,MIA,0,0,0,0,0,0,0,0,0
00-0036906,Khalil Herbert,14,REG,NYJ,MIA,0,0,0,0,0,0,0,0,0
00-0036919,Kenneth Gainwell,14,REG,PIT,BAL,4,15,1,6,7,27,0,-1,38
00-0036924,Michael Carter,14,REG,ARI,LA,3,13,0,2,4,18,0,18,20
00-0036973,Travis Etienne,14,REG,JAX,IND,20,74,2,1,1,8,0,-5,13
00-0036997,Javonte Williams,14,REG,DAL,DET,17,67,1,2,4,0,0,-4,10
00-0037085,Tyler Badie,14,REG,DEN,LV,4,16,0,1,1,5,0,-4,9
00-0037157,Bam Knight,14,REG,ARI,LA,7,16,0,3,6,18,0,20,14
00-0037197,Isiah Pacheco,14,REG,KC,HOU,9,30,0,0,0,0,0,0,0
00-0037228,Jaylen Warren,14,REG,PIT,BAL,8,13,0,3,3,49,1,-9,58
00-0037248,James Cook,14,REG,BUF,CIN,18,80,0,2,2,31,0,-5,36
00-0037256,Rachaad White,14,REG,TB,NO,11,53,0,1,2,2,0,-8,5
00-0037263,Tyler Allgeier,14,REG,ATL,SEA,11,34,0,2,2,33,0,-6,39
00-0037267,Jerome Ford,14,REG,CLE,TEN,0,0,0,2,3,10,0,-8,24
00-0037525,Jordan Mason,14,REG,MIN,WAS,11,52,1,0,0,0,0,0,0
00-0037557,Ronnie Rivers,14,REG,LA,ARI,8,41,0,0,0,0,0,0,0
00-0037563,Malik Davis,14,REG,DAL,DET,3,6,0,0,0,0,0,0,0
00-0037594,Julius Chestnut,14,REG,TEN,CLE,0,0,0,0,0,0,0,0,0
00-0037617,Hassan Haskins,14,REG,LAC,PHI,0,0,0,0,0,0,0,0,0
00-0037745,Velus Jones Jr.,14,REG,SEA,ATL,4,32,0,0,0,0,0,0,0
00-0037840,Kyren Williams,14,REG,LA,ARI,13,84,1,2,2,13,0,4,9
00-0038120,Breece Hall,14,REG,NYJ,MIA,14,43,0,0,1,0,0,0,0
00-0038134,Kenneth Walker III,14,REG,SEA,ATL,10,29,0,1,3,-1,0,11,3
00-0038397,Evan Hull,14,REG,NO,TB,1,4,0,1,1,6,0,-4,10
00-0038440,Zavier Scott,14,REG,MIN,WAS,3,15,0,1,1,5,0,-6,11
00-0038454,Keaton Mitchell,14,REG,BAL,PIT,6,76,0,0,0,0,0,0,0
00-0038542,Bijan Robinson,14,REG,ATL,SEA,20,86,0,2,2,8,0,1,7
00-0038555,Tank Bigsby,14,REG,PHI,LAC,1,4,0,0,0,0,0,0,0
00-0038597,Chase Brown,14,REG,CIN,BUF,12,23,1,3,4,12,1,33,4
00-0038611,Chris Rodriguez Jr.,14,REG,WAS,MIN,10,52,0,0,0,0,0,0,0
00-0038685,Chris Brooks,14,REG,GB,CHI,0,0,0,1,1,6,0,-5,11
00-0038738,Hunter Luepke,14,REG,DAL,DET,0,0,0,0,0,0,0,0,0
00-0038794,Jaleel McLaughlin,14,REG,DEN,LV,4,22,0,1,1,9,0,1,8
00-0038797,Emanuel Wilson,14,REG,GB,CHI,3,10,0,0,0,0,0,0,0
00-0038896,Jacob Saylors,14,REG,DET,DAL,0,0,0,0,0,0,0,0,0
00-0038951,Sean Tucker,14,REG,TB,NO,7,29,1,0,0,0,0,0,0
00-0039032,Tyjae Spears,14,REG,TEN,CLE,8,19,0,2,4,28,0,2,27
00-0039040,De'Von Achane,14,REG,MIA,NYJ,7,92,1,1,1,13,0,0,13
00-0039139,Jahmyr Gibbs,14,REG,DET,DAL,12,43,3,7,7,77,0,14,63
00-0039165,Zach Charbonnet,14,REG,SEA,ATL,7,46,0,2,3,20,0,8,17
00-0039361,Bucky Irving,14,REG,TB,NO,15,55,0,2,3,26,1,-3,34
00-0039364,Sione Vaki,14,REG,DET,DAL,0,0,0,0,0,0,0,0,0
00-0039373,Audric Estimé,14,REG,NO,TB,3,11,0,0,0,0,0,0,0
00-0039391,Kimani Vidal,14,REG,LAC,PHI,14,44,0,1,3,60,0,19,59
00-0039407,Dylan Laube,14,REG,LV,DEN,0,0,0,0,0,0,0,0,0
00-0039603,British Brooks,14,REG,HOU,KC,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,14,REG,LA,ARI,12,128,2,1,1,3,0,2,1
00-0039746,Will Shipley,14,REG,PHI,LAC,0,0,0,1,1,3,0,1,2
00-0039796,Rasheen Ali,14,REG,BAL,PIT,1,2,0,2,3,11,0,11,13
00-0039798,Isaiah Davis,14,REG,NYJ,MIA,2,22,0,0,0,0,0,0,0
00-0039874,Jaylen Wright,14,REG,MIA,NYJ,24,107,1,0,3,0,0,-16,0
00-0039875,Ray Davis,14,REG,BUF,CIN,0,0,0,0,0,0,0,0,0
00-0040078,Brashard Smith,14,REG,KC,HOU,1,7,0,0,0,0,0,0,0
00-0040122,Ashton Jeanty,14,REG,LV,DEN,10,30,0,2,4,8,0,19,5
00-0040142,Kaleb Johnson,14,REG,PIT,BAL,2,4,0,0,0,0,0,0,0
00-0040162,Dylan Sampson,14,REG,CLE,TEN,2,4,0,5,6,64,0,-3,62
00-0040198,Ollie Gordon II,14,REG,MIA,NYJ,5,17,1,0,0,0,0,0,0
00-0040202,Devin Neal,14,REG,NO,TB,19,70,1,1,1,14,0,-5,19
00-0040236,Kyle Monangai,14,REG,CHI,GB,14,57,0,1,2,0,0,2,2
00-0040238,LeQuint Allen Jr.,14,REG,JAX,IND,0,0,0,2,2,8,0,-7,15
00-0040242,Jacory Croskey-Merritt,14,REG,WAS,MIN,7,32,0,0,0,0,0,0,0
00-0040583,Woody Marks,14,REG,HOU,KC,26,68,0,2,3,8,1,13,10
00-0040649,Robbie Ouzts,14,REG,SEA,ATL,0,0,0,0,0,0,0,0,0
00-0040666,Omarion Hampton,14,REG,LAC,PHI,13,56,0,2,2,11,1,2,9
00-0040719,Bhayshul Tuten,14,REG,JAX,IND,2,5,0,0,0,0,0,0,0
00-0040730,RJ Harvey,14,REG,DEN,LV,17,75,1,6,6,25,0,-9,34
00-0040784,Quinshon Judkins,14,REG,CLE,TEN,14,26,0,1,3,58,0,3,62
00-0029892,Kyle Juszczyk,15,REG,SF,TEN,0,0,0,1,1,7,0,0,7
00-0031687,Raheem Mostert,15,REG,LV,PHI,0,0,0,1,1,2,0,1,1
00-0032104,Ameer Abdullah,15,REG,IND,SEA,4,15,0,5,5,32,0,-5,37
00-0032764,Derrick Henry,15,REG,BAL,CIN,11,100,0,0,0,0,0,0,0
00-0032918,C.J. Ham,15,REG,MIN,DAL,1,1,1,0,0,0,0,0,0
00-0033280,Christian McCaffrey,15,REG,SF,TEN,22,73,1,1,1,14,0,3,11
00-0033293,Aaron Jones,15,REG,MIN,DAL,12,34,0,3,3,31,0,-4,35
00-0033526,Samaje Perine,15,REG,CIN,BAL,14,42,0,1,1,1,0,-6,7
00-0033854,Dare Ogunbowale,15,REG,HOU,ARI,5,2,0,3,4,32,0,17,20
00-0033923,Kareem Hunt,15,REG,KC,LAC,6,12,0,1,2,8,0,11,13
00-0033955,Jeremy McNichols,15,REG,WAS,NYG,9,6,0,1,1,16,0,-3,19
00-0034681,Chase Edmonds,15,REG,WAS,NYG,0,0,0,0,0,0,0,0,0
00-0034844,Saquon Barkley,15,REG,PHI,LV,22,78,1,2,3,14,0,-3,17
00-0034959,Andrew Beck,15,REG,NYJ,JAX,1,5,0,0,1,0,0,14,0
00-0035125,Alec Ingold,15,REG,MIA,PIT,0,0,0,1,1,4,0,1,3
00-0035250,Devin Singletary,15,REG,NYG,WAS,5,13,0,1,1,1,0,-1,2
00-0035261,Tony Pollard,15,REG,TEN,SF,14,104,1,1,2,8,0,2,7
00-0035291,Trayveon Williams,15,REG,CLE,CHI,1,3,0,2,2,4,0,-6,10
00-0035537,Ty Johnson,15,REG,BUF,NE,4,13,0,3,3,15,0,-16,31
00-0035685,David Montgomery,15,REG,DET,LA,7,32,1,0,1,0,0,5,0
00-0035700,Josh Jacobs,15,REG,GB,DEN,12,73,1,2,3,19,1,19,0
00-0036139,Rico Dowdle,15,REG,CAR,NO,16,49,1,1,1,5,0,1,4
00-0036187,Reggie Gilliam,15,REG,BUF,NE,0,0,0,0,0,0,0,0,0
00-0036223,Jonathan Taylor,15,REG,IND,SEA,25,87,0,3,4,14,0,9,28
00-0036275,D'Andre Swift,15,REG,CHI,CLE,18,98,2,1,1,-2,0,-5,3
00-0036555,Chuba Hubbard,15,REG,CAR,NO,8,29,0,1,1,9,0,-5,14
00-0036727,Adam Prentice,15,REG,DEN,GB,1,-1,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,15,REG,NE,BUF,6,50,0,3,3,27,0,3,24
00-0036906,Khalil Herbert,15,REG,NYJ,JAX,2,5,0,0,1,0,0,-4,0
00-0036919,Kenneth Gainwell,15,REG,PIT,MIA,13,80,0,7,7,46,0,-1,47
00-0036924,Michael Carter,15,REG,ARI,HOU,14,56,0,4,4,38,0,3,35
00-0036973,Travis Etienne,15,REG,JAX,NYJ,12,32,0,3,4,73,3,18,55
00-0036997,Javonte Williams,15,REG,DAL,MIN,15,91,1,0,0,0,0,0,0
00-0037085,Tyler Badie,15,REG,DEN,GB,0,0,0,1,1,1,0,-7,8
00-0037120,Tyler Goodson,15,REG,IND,SEA,0,0,0,0,0,0,0,0,0
00-0037157,Bam Knight,15,REG,ARI,HOU,1,-2,0,0,0,0,0,0,0
00-0037197,Isiah Pacheco,15,REG,KC,LAC,11,21,0,0,0,0,0,0,0
00-0037228,Jaylen Warren,15,REG,PIT,MIA,12,33,0,3,3,15,0,-13,28
00-0037248,James Cook,15,REG,BUF,NE,22,107,2,2,3,4,1,-2,8
00-0037256,Rachaad White,15,REG,TB,ATL,1,20,0,1,1,6,0,-4,10
00-0037263,Tyler Allgeier,15,REG,ATL,TB,2,18,0,0,0,0,0,0,0
00-0037329,Brittain Brown,15,REG,CHI,CLE,0,0,0,0,0,0,0,0,0
00-0037525,Jordan Mason,15,REG,MIN,DAL,10,29,0,0,0,0,0,0,0
00-0037557,Ronnie Rivers,15,REG,LA,DET,0,0,0,0,0,0,0,0,0
00-0037563,Malik Davis,15,REG,DAL,MIN,8,21,1,2,3,16,0,13,6
00-0037594,Julius Chestnut,15,REG,TEN,SF,0,0,0,0,0,0,0,0,0
00-0037746,Brian Robinson,15,REG,SF,TEN,9,21,0,0,0,0,0,0,0
00-0037840,Kyren Williams,15,REG,LA,DET,15,78,2,1,1,10,0,2,8
00-0038120,Breece Hall,15,REG,NYJ,JAX,12,23,0,2,2,14,0,-2,16
00-0038134,Kenneth Walker III,15,REG,SEA,IND,9,17,0,1,1,2,0,0,2
00-0038397,Evan Hull,15,REG,NO,CAR,4,12,0,0,0,0,0,0,0
00-0038454,Keaton Mitchell,15,REG,BAL,CIN,8,66,0,0,1,0,0,-4,0
00-0038488,Brady Russell,15,REG,SEA,IND,0,0,0,0,1,0,0,0,0
00-0038542,Bijan Robinson,15,REG,ATL,TB,19,93,1,8,11,82,0,32,95
00-0038555,Tank Bigsby,15,REG,PHI,LV,17,57,0,0,1,0,0,1,0
00-0038597,Chase Brown,15,REG,CIN,BAL,13,53,0,7,7,37,0,8,29
00-0038685,Chris Brooks,15,REG,GB,DEN,2,10,0,1,2,6,0,12,6
00-0038705,Emari Demercado,15,REG,ARI,HOU,1,1,0,2,3,0,0,8,1
00-0038738,Hunter Luepke,15,REG,DAL,MIN,3,16,0,2,2,14,0,0,14
00-0038794,Jaleel McLaughlin,15,REG,DEN,GB,2,4,0,0,0,0,0,0,0
00-0038797,Emanuel Wilson,15,REG,GB,DEN,2,3,0,0,0,0,0,0,0
00-0038951,Sean Tucker,15,REG,TB,ATL,4,7,1,0,0,0,0,0,0
00-0039032,Tyjae Spears,15,REG,TEN,SF,3,34,0,2,2,2,0,0,2
00-0039040,De'Von Achane,15,REG,MIA,PIT,12,60,0,6,6,67,0,21,46
00-0039139,Jahmyr Gibbs,15,REG,DET,LA,13,38,0,4,7,20,0,11,15
00-0039165,Zach Charbonnet,15,REG,SEA,IND,8,31,0,0,1,0,0,1,0
00-0039361,Bucky Irving,15,REG,TB,ATL,16,60,0,1,3,11,0,7,16
00-0039364,Sione Vaki,15,REG,DET,LA,0,0,0,0,0,0,0,0,0
00-0039373,Audric Estimé,15,REG,NO,CAR,3,11,0,3,3,39,0,-9,48
00-0039384,Tyrone Tracy Jr.,15,REG,NYG,WAS,15,70,1,3,4,27,1,27,10
00-0039391,Kimani Vidal,15,REG,LAC,KC,12,33,0,1,1,15,0,-4,19
00-0039405,Jawhar Jordan,15,REG,HOU,ARI,15,101,0,2,2,17,0,-9,26
00-0039407,Dylan Laube,15,REG,LV,PHI,2,4,0,0,0,0,0,0,0
00-0039603,British Brooks,15,REG,HOU,ARI,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,15,REG,LA,DET,11,71,1,0,0,0,0,0,0
00-0039746,Will Shipley,15,REG,PHI,LV,0,0,0,0,0,0,0,0,0
00-0039796,Rasheen Ali,15,REG,BAL,CIN,0,0,0,2,2,32,1,-6,38
00-0039798,Isaiah Davis,15,REG,NYJ,JAX,9,58,1,1,1,7,0,6,1
00-0039874,Jaylen Wright,15,REG,MIA,PIT,1,2,0,1,1,9,0,0,9
00-0039875,Ray Davis,15,REG,BUF,NE,0,0,0,1,1,13,0,-1,14
00-0040078,Brashard Smith,15,REG,KC,LAC,2,1,0,0,0,0,0,0,0
00-0040122,Ashton Jeanty,15,REG,LV,PHI,9,35,0,4,6,7,0,4,10
00-0040142,Kaleb Johnson,15,REG,PIT,MIA,2,4,0,0,0,0,0,0,0
00-0040198,Ollie Gordon II,15,REG,MIA,PIT,2,0,0,0,0,0,0,0,0
00-0040202,Devin Neal,15,REG,NO,CAR,7,28,1,1,1,4,0,3,1
00-0040205,Kalel Mullings,15,REG,TEN,SF,1,3,0,0,0,0,0,0,0
00-0040208,Tahj Brooks,15,REG,CIN,BAL,0,0,0,0,0,0,0,0,0
00-0040236,Kyle Monangai,15,REG,CHI,CLE,11,33,0,0,2,0,0,-10,0
00-0040238,LeQuint Allen Jr.,15,REG,JAX,NYJ,4,11,0,1,1,5,0,-2,7
00-0040242,Jacory Croskey-Merritt,15,REG,WAS,NYG,18,96,1,0,0,0,0,0,0
00-0040556,Corey Kiner,15,REG,ARI,HOU,2,11,0,0,0,0,0,0,0
00-0040583,Woody Marks,15,REG,HOU,ARI,7,30,0,1,1,8,0,1,7
00-0040644,Trevor Etienne,15,REG,CAR,NO,0,0,0,0,0,0,0,0,0
00-0040666,Omarion Hampton,15,REG,LAC,KC,15,61,0,1,1,4,0,-5,9
00-0040719,Bhayshul Tuten,15,REG,JAX,NYJ,1,7,0,1,1,16,1,13,3
00-0040730,RJ Harvey,15,REG,DEN,GB,19,65,1,0,1,0,0,5,0
00-0040734,TreVeyon Henderson,15,REG,NE,BUF,14,148,2,2,3,13,0,20,14
00-0040784,Quinshon Judkins,15,REG,CLE,CHI,12,21,0,3,4,-4,0,-7,6
00-0031687,Raheem Mostert,16,REG,LV,HOU,1,6,0,1,1,3,0,-1,4
00-0032104,Ameer Abdullah,16,REG,IND,SF,0,0,0,1,1,4,0,-2,6
00-0032764,Derrick Henry,16,REG,BAL,NE,18,128,2,0,0,0,0,0,0
00-0032918,C.J. Ham,16,REG,MIN,NYG,1,3,0,0,0,0,0,0,0
00-0033280,Christian McCaffrey,16,REG,SF,IND,21,117,0,6,8,29,2,52,14
00-0033293,Aaron Jones,16,REG,MIN,NYG,21,85,0,2,3,8,0,-12,13
00-0033526,Samaje Perine,16,REG,CIN,MIA,7,25,1,2,3,16,0,-12,24
00-0033854,Dare Ogunbowale,16,REG,HOU,LV,1,-3,0,1,1,2,0,2,0
00-0033923,Kareem Hunt,16,REG,KC,TEN,3,2,0,0,0,0,0,0,0
00-0033955,Jeremy McNichols,16,REG,WAS,PHI,1,3,0,2,3,9,0,-8,16
00-0034791,Nick Chubb,16,REG,HOU,LV,6,33,0,1,1,9,0,4,5
00-0034844,Saquon Barkley,16,REG,PHI,WAS,21,132,1,0,2,0,0,-8,0
00-0035125,Alec Ingold,16,REG,MIA,CIN,0,0,0,1,1,9,0,-4,13
00-0035250,Devin Singletary,16,REG,NYG,MIN,11,47,0,1,1,-1,0,-5,4
00-0035261,Tony Pollard,16,REG,TEN,KC,21,102,0,0,0,0,0,0,0
00-0035291,Trayveon Williams,16,REG,CLE,BUF,3,17,0,4,4,38,0,-18,56
00-0035537,Ty Johnson,16,REG,BUF,CLE,3,16,1,0,0,0,0,0,0
00-0035685,David Montgomery,16,REG,DET,PIT,4,14,0,0,0,0,0,0,0
00-0035700,Josh Jacobs,16,REG,GB,CHI,12,36,0,2,2,12,0,-3,15
00-0036139,Rico Dowdle,16,REG,CAR,TB,9,29,0,4,6,14,0,17,13
00-0036223,Jonathan Taylor,16,REG,IND,SF,16,46,1,3,3,33,0,2,31
00-0036275,D'Andre Swift,16,REG,CHI,GB,13,58,0,2,2,12,0,-4,16
00-0036425,DeeJay Dallas,16,REG,JAX,DEN,0,0,0,0,0,0,0,0,0
00-0036555,Chuba Hubbard,16,REG,CAR,TB,6,27,0,1,1,7,0,4,3
00-0036842,Kene Nwangwu,16,REG,NYJ,NO,0,0,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,16,REG,NE,BAL,8,51,1,2,3,27,0,22,27
00-0036919,Kenneth Gainwell,16,REG,PIT,DET,9,50,0,5,7,78,1,46,32
00-0036924,Michael Carter,16,REG,ARI,ATL,11,65,0,0,2,0,0,2,0
00-0036973,Travis Etienne,16,REG,JAX,DEN,16,50,0,4,5,16,1,-12,28
00-0036997,Javonte Williams,16,REG,DAL,LAC,9,34,0,2,3,9,0,-6,15
00-0037085,Tyler Badie,16,REG,DEN,JAX,0,0,0,1,3,2,0,-1,5
00-0037120,Tyler Goodson,16,REG,IND,SF,3,9,0,0,0,0,0,0,0
00-0037197,Isiah Pacheco,16,REG,KC,TEN,8,34,0,6,7,41,0,1,38
00-0037228,Jaylen Warren,16,REG,PIT,DET,14,143,2,2,2,8,0,-9,17
00-0037248,James Cook,16,REG,BUF,CLE,16,117,2,1,2,17,0,-1,18
00-0037256,Rachaad White,16,REG,TB,CAR,5,45,0,2,2,15,0,-2,17
00-0037263,Tyler Allgeier,16,REG,ATL,ARI,16,79,0,1,1,-6,0,-6,0
00-0037525,Jordan Mason,16,REG,MIN,NYG,2,5,0,1,1,6,0,-4,10
00-0037557,Ronnie Rivers,16,REG,LA,SEA,0,0,0,0,0,0,0,0,0
00-0037563,Malik Davis,16,REG,DAL,LAC,8,23,0,0,0,0,0,0,0
00-0037594,Julius Chestnut,16,REG,TEN,KC,1,1,0,0,0,0,0,0,0
00-0037617,Hassan Haskins,16,REG,LAC,DAL,4,14,0,0,0,0,0,0,0
00-0037746,Brian Robinson,16,REG,SF,IND,5,20,0,0,1,0,0,2,0
00-0037840,Kyren Williams,16,REG,LA,SEA,23,70,0,3,6,15,0,9,4
00-0038120,Breece Hall,16,REG,NYJ,NO,16,54,0,2,3,9,0,-14,17
00-0038134,Kenneth Walker III,16,REG,SEA,LA,11,100,1,3,3,64,0,-11,75
00-0038397,Evan Hull,16,REG,NO,NYJ,5,3,0,0,0,0,0,0,0
00-0038440,Zavier Scott,16,REG,MIN,NYG,2,4,0,1,1,8,0,-5,13
00-0038454,Keaton Mitchell,16,REG,BAL,NE,9,13,0,0,0,0,0,0,0
00-0038488,Brady Russell,16,REG,SEA,LA,0,0,0,0,0,0,0,0,0
00-0038542,Bijan Robinson,16,REG,ATL,ARI,16,76,0,7,11,92,1,1,108
00-0038555,Tank Bigsby,16,REG,PHI,WAS,4,37,1,0,0,0,0,0,0
00-0038597,Chase Brown,16,REG,CIN,MIA,12,66,1,4,4,43,2,9,34
00-0038611,Chris Rodriguez Jr.,16,REG,WAS,PHI,15,63,1,1,1,6,0,0,6
00-0038685,Chris Brooks,16,REG,GB,CHI,1,4,0,0,0,0,0,0,0
00-0038705,Emari Demercado,16,REG,ARI,ATL,5,30,0,0,1,0,0,-5,0
00-0038738,Hunter Luepke,16,REG,DAL,LAC,1,0,0,1,2,14,0,3,13
00-0038794,Jaleel McLaughlin,16,REG,DEN,JAX,5,37,0,0,0,0,0,0,0
00-0038797,Emanuel Wilson,16,REG,GB,CHI,14,82,0,0,0,0,0,0,0
00-0038896,Jacob Saylors,16,REG,DET,PIT,0,0,0,0,0,0,0,0,0
00-0038951,Sean Tucker,16,REG,TB,CAR,4,3,1,0,0,0,0,0,0
00-0039032,Tyjae Spears,16,REG,TEN,KC,13,52,1,5,5,53,0,-19,72
00-0039040,De'Von Achane,16,REG,MIA,CIN,15,81,1,3,3,9,0,-5,14
00-0039139,Jahmyr Gibbs,16,REG,DET,PIT,7,2,0,10,13,66,1,23,48
00-0039165,Zach Charbonnet,16,REG,SEA,LA,9,32,1,4,4,22,0,5,17
00-0039361,Bucky Irving,16,REG,TB,CAR,19,71,0,0,0,0,0,0,0
00-0039373,Audric Estimé,16,REG,NO,NYJ,5,19,0,3,4,17,0,-2,22
00-0039384,Tyrone Tracy Jr.,16,REG,NYG,MIN,16,71,0,2,2,7,0,-4,11
00-0039391,Kimani Vidal,16,REG,LAC,DAL,5,11,0,0,0,0,0,0,0
00-0039405,Jawhar Jordan,16,REG,HOU,LV,15,53,0,5,5,17,0,3,14
00-0039407,Dylan Laube,16,REG,LV,HOU,0,0,0,0,0,0,0,0,0
00-0039603,British Brooks,16,REG,HOU,LV,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,16,REG,LA,SEA,14,48,1,1,2,13,0,11,7
00-0039746,Will Shipley,16,REG,PHI,WAS,0,0,0,1,1,3,0,-5,8
00-0039796,Rasheen Ali,16,REG,BAL,NE,0,0,0,2,2,2,0,-13,15
00-0039798,Isaiah Davis,16,REG,NYJ,NO,3,8,0,4,4,52,0,-11,63
00-0039874,Jaylen Wright,16,REG,MIA,CIN,9,35,1,1,2,18,0,-7,23
00-0039875,Ray Davis,16,REG,BUF,CLE,3,14,0,2,2,20,0,4,16
00-0040078,Brashard Smith,16,REG,KC,TEN,0,0,0,1,1,4,0,-2,6
00-0040122,Ashton Jeanty,16,REG,LV,HOU,24,128,1,1,2,60,1,27,34
00-0040198,Ollie Gordon II,16,REG,MIA,CIN,1,-1,0,0,0,0,0,0,0
00-0040205,Kalel Mullings,16,REG,TEN,KC,1,0,0,0,0,0,0,0,0
00-0040208,Tahj Brooks,16,REG,CIN,MIA,4,7,0,0,0,0,0,0,0
00-0040236,Kyle Monangai,16,REG,CHI,GB,9,50,0,3,4,43,0,11,36
00-0040238,LeQuint Allen Jr.,16,REG,JAX,DEN,4,10,0,0,0,0,0,0,0
00-0040242,Jacory Croskey-Merritt,16,REG,WAS,PHI,8,25,1,0,0,0,0,0,0
00-0040466,Raheim Sanders,16,REG,CLE,BUF,11,42,0,1,1,4,0,3,1
00-0040556,Corey Kiner,16,REG,ARI,ATL,6,32,0,0,0,0,0,0,0
00-0040644,Trevor Etienne,16,REG,CAR,TB,0,0,0,0,0,0,0,0,0
00-0040666,Omarion Hampton,16,REG,LAC,DAL,16,85,1,1,2,10,0,4,6
00-0040730,RJ Harvey,16,REG,DEN,JAX,7,50,1,4,5,71,0,14,61
00-0040734,TreVeyon Henderson,16,REG,NE,BAL,5,3,0,1,1,9,0,2,7
00-0040784,Quinshon Judkins,16,REG,CLE,BUF,8,22,0,5,6,29,0,-1,32
00-0029892,Kyle Juszczyk,17,REG,SF,CHI,0,0,0,2,2,14,1,9,5
00-0032104,Ameer Abdullah,17,REG,IND,JAX,0,0,0,1,1,4,0,1,3
00-0032764,Derrick Henry,17,REG,BAL,GB,36,216,4,0,0,0,0,0,0
00-0032918,C.J. Ham,17,REG,MIN,DET,0,0,0,0,0,0,0,0,0
00-0033280,Christian McCaffrey,17,REG,SF,CHI,23,140,1,4,6,41,0,8,37
00-0033293,Aaron Jones,17,REG,MIN,DET,18,53,1,3,4,10,0,2,11
00-0033376,Patrick Ricard,17,REG,BAL,GB,0,0,0,0,0,0,0,0,0
00-0033526,Samaje Perine,17,REG,CIN,ARI,3,5,1,1,1,8,0,-5,13
00-0033923,Kareem Hunt,17,REG,KC,DEN,7,38,0,0,0,0,0,0,0
00-0033955,Jeremy McNichols,17,REG,WAS,DAL,1,-2,0,3,3,12,0,-2,14
00-0034681,Chase Edmonds,17,REG,WAS,DAL,0,0,0,0,0,0,0,0,0
00-0034791,Nick Chubb,17,REG,HOU,LAC,1,1,0,0,0,0,0,0,0
00-0034844,Saquon Barkley,17,REG,PHI,BUF,19,68,0,0,0,0,0,0,0
00-0035250,Devin Singletary,17,REG,NYG,LV,8,45,1,4,4,25,0,-13,38
00-0035261,Tony Pollard,17,REG,TEN,NO,18,85,0,2,2,10,0,-2,12
00-0035291,Trayveon Williams,17,REG,CLE,PIT,2,10,0,0,0,0,0,0,0
00-0035537,Ty Johnson,17,REG,BUF,PHI,5,15,0,3,4,33,0,-7,39
00-0035594,Travis Homer,17,REG,CHI,SF,0,0,0,0,0,0,0,0,0
00-0035628,D'Ernest Johnson,17,REG,NE,NYJ,4,5,0,0,0,0,0,0,0
00-0035685,David Montgomery,17,REG,DET,MIN,10,25,0,2,2,15,0,-7,22
00-0035700,Josh Jacobs,17,REG,GB,BAL,4,3,0,1,1,0,0,-3,3
00-0036139,Rico Dowdle,17,REG,CAR,SEA,12,59,0,3,5,4,0,-15,6
00-0036187,Reggie Gilliam,17,REG,BUF,PHI,0,0,0,0,0,0,0,0,0
00-0036223,Jonathan Taylor,17,REG,IND,JAX,21,70,1,3,6,14,0,-13,15
00-0036275,D'Andre Swift,17,REG,CHI,SF,9,54,2,2,3,25,0,-4,23
00-0036414,Cam Akers,17,REG,SEA,CAR,0,0,0,0,0,0,0,0,0
00-0036425,DeeJay Dallas,17,REG,JAX,IND,2,21,0,0,1,0,0,-1,0
00-0036555,Chuba Hubbard,17,REG,CAR,SEA,4,12,0,3,3,6,0,-18,24
00-0036727,Adam Prentice,17,REG,DEN,KC,2,3,0,0,0,0,0,0,0
00-0036755,Jaret Patterson,17,REG,LAC,HOU,1,1,0,0,0,0,0,0,0
00-0036842,Kene Nwangwu,17,REG,NYJ,NE,6,31,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,17,REG,NE,NYJ,8,47,1,5,5,55,1,30,25
00-0036906,Khalil Herbert,17,REG,NYJ,NE,2,5,0,0,1,0,0,-3,0
00-0036919,Kenneth Gainwell,17,REG,PIT,CLE,7,26,0,3,4,12,0,-11,19
