player_id,player_display_name,week,season_type,team,opponent_team,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_tds,def_fumbles,def_safeties
00-0026190,Calais Campbell,5,REG,ARI,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0027940,Von Miller,5,REG,WAS,LAC,2,0,1,1,0,1.5,2,0,0,0,0,0
00-0027962,Cameron Jordan,5,REG,NO,NYG,2,1,0,0,0,0,1,0,0,0,0,0
00-0029255,Bobby Wagner,5,REG,WAS,LAC,8,0,6,0,0,0,1,0,0,0,0,0
00-0029562,Lavonte David,5,REG,TB,SEA,5,0,4,1,0,0,0,1,1,0,0,0
00-0029606,Harrison Smith,5,REG,MIN,CLE,1,0,4,0,0,0,0,0,0,0,0,0
00-0029607,Demario Davis,5,REG,NO,NYG,7,0,3,0,1,0,0,0,1,0,0,0
00-0030070,John Jenkins,5,REG,BAL,HOU,0,0,1,0,0,0,0,0,0,0,0,0
00-0030294,Tony Jefferson,5,REG,LAC,WAS,1,0,0,0,0,0,0,0,0,0,0,0
00-0030757,Mike Pennel,5,REG,CIN,DET,0,0,2,0,0,0,0,0,0,0,0,0
00-0031054,DaQuan Jones,5,REG,BUF,NE,0,0,2,0,0,0,1,0,0,0,0,0
00-0031177,Brent Urban,5,REG,BAL,HOU,1,0,4,1,0,0,0,0,0,0,0,0
00-0031270,Shelby Harris,5,REG,CLE,MIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0031357,C.J. Goodwin,5,REG,DAL,NYJ,1,0,0,0,0,0,0,0,0,0,0,0
00-0031360,Kyle Van Noy,5,REG,BAL,HOU,1,0,0,1,0,1,1,0,0,0,0,0
00-0031364,Jadeveon Clowney,5,REG,DAL,NYJ,1,0,1,0,0,0,0,0,0,0,0,0
00-0031550,Shaq Thompson,5,REG,BUF,NE,4,0,1,1,1,1,1,0,0,0,0,0
00-0031551,Eddie Goldman,5,REG,WAS,LAC,0,0,1,0,0,0,0,0,0,0,0,0
00-0031576,Za'Darius Smith,5,REG,PHI,DEN,1,0,2,1,0,1,2,0,0,0,0,0
00-0031608,Quandre Diggs,5,REG,TEN,ARI,1,0,1,0,0,0,0,0,0,0,0,0
00-0031740,Neville Hewitt,5,REG,NYG,NO,0,0,1,0,0,0,0,0,0,0,0,0
00-0031898,Alex Singleton,5,REG,DEN,PHI,4,0,2,1,0,1,0,0,0,0,0,0
00-0031933,Leonard Williams,5,REG,SEA,TB,1,0,3,0,0,0,0,0,0,0,0,0
00-0031935,Preston Smith,5,REG,WAS,LAC,1,0,0,0,0,0,0,0,0,0,0,0
00-0031957,Rakeem Nunez-Roches,5,REG,NYG,NO,1,0,4,0,0,0,1,0,0,0,0,0
00-0032052,Dante Fowler Jr.,5,REG,DAL,NYJ,1,0,0,1,0,1,5,0,1,0,0,0
00-0032164,Arik Armstead,5,REG,JAX,KC,1,0,1,0,0,0,0,0,0,0,0,0
00-0032265,Mario Edwards,5,REG,HOU,BAL,1,0,1,1,0,1,1,0,0,0,0,0
00-0032378,DeForest Buckner,5,REG,IND,LV,3,0,3,1,0,1,2,0,0,0,0,0
00-0032388,Deion Jones,5,REG,TB,SEA,0,1,2,0,0,0,0,0,0,0,0,0
00-0032415,Matthew Judon,5,REG,MIA,CAR,1,0,1,0,0,0,1,0,0,0,0,0
00-0032442,Elandon Roberts,5,REG,LV,IND,2,0,3,0,0,0,0,0,0,0,0,0
00-0032521,Mike Hilton,5,REG,IND,LV,2,0,0,0,0,0,0,0,0,0,0,0
00-0032667,Roy Robertson-Harris,5,REG,NYG,NO,1,0,0,1,0,0,0,0,0,0,0,0
00-0032762,Chris Jones,5,REG,KC,JAX,0,0,1,0,0,0,1,0,0,0,0,0
00-0032763,Austin Johnson,5,REG,JAX,KC,1,0,1,0,0,0,0,0,0,0,0,0
00-0032803,Jalen Mills,5,REG,HOU,BAL,0,0,2,0,0,0,0,0,0,0,0,0
00-0032889,A'Shawn Robinson,5,REG,CAR,MIA,2,0,1,2,0,1,1,0,0,0,0,0
00-0032933,Antonio Hamilton,5,REG,WAS,LAC,0,0,1,0,0,0,0,0,0,0,0,0
00-0033038,Eric Murray,5,REG,JAX,KC,5,0,3,0,0,0,0,0,1,0,0,0
00-0033046,Jihad Ward,5,REG,TEN,ARI,1,0,0,0,0,0,2,0,1,0,0,0
00-0033073,Emmanuel Ogbah,5,REG,JAX,KC,1,0,0,0,0,0,1,0,0,0,0,0
00-0033093,Jonathan Bullard,5,REG,NO,NYG,1,0,1,0,0,0,0,0,0,0,0,0
00-0033109,Javon Hargrave,5,REG,MIN,CLE,1,0,4,0,0,0,0,0,0,0,0,0
00-0033120,Kenny Clark,5,REG,DAL,NYJ,1,0,1,1,0,0.5,1,0,0,0,0,0
00-0033131,Maliek Collins,5,REG,CLE,MIN,2,0,0,2,0,2,2,0,0,0,0,0
00-0033156,Joey Bosa,5,REG,BUF,NE,1,0,0,0,0,0,0,0,0,0,0,0
00-0033297,D.J. Jones,5,REG,DEN,PHI,1,0,0,0,0,0,0,0,0,0,0,0
00-0033336,Eric Wilson,5,REG,MIN,CLE,4,0,5,0,0,0,0,0,0,0,0,0
00-0033381,Adam Butler,5,REG,LV,IND,3,0,0,0,0,0,1,0,0,0,0,0
00-0033523,Jonathan Allen,5,REG,MIN,CLE,1,0,1,0,0,0,0,0,0,0,0,0
00-0033546,Dalvin Tomlinson,5,REG,ARI,TEN,1,0,0,0,0,0,0,0,1,0,0,0
00-0033551,Rasul Douglas,5,REG,MIA,CAR,4,2,0,0,0,0,0,0,0,0,0,0
00-0033571,Matt Milano,5,REG,BUF,NE,3,0,3,0,0,0,0,0,0,0,0,0
00-0033579,Xavier Woods,5,REG,TEN,ARI,0,0,2,0,0,0,0,0,0,0,0,0
00-0033595,Pat O'Connor,5,REG,DET,CIN,1,0,0,0,0,0,0,0,0,0,0,0
00-0033868,Myles Garrett,5,REG,CLE,MIN,3,0,0,0,0,0,0,0,0,0,0,0
00-0033870,Solomon Thomas,5,REG,DAL,NYJ,1,0,0,1,0,0,0,0,1,0,0,0
00-0033872,Jamal Adams,5,REG,LV,IND,0,0,1,0,0,0,0,0,0,0,0,0
00-0033874,Marshon Lattimore,5,REG,WAS,LAC,0,0,2,0,0,0,0,0,0,0,0,0
00-0033875,Haason Reddick,5,REG,TB,SEA,0,0,1,0,0,0,1,0,0,0,0,0
00-0033876,Derek Barnett,5,REG,HOU,BAL,0,0,1,0,0,0,0,0,0,0,0,0
00-0033884,Tre'Davious White,5,REG,BUF,NE,4,0,0,1,0,0,0,0,0,0,0,0
00-0033890,Budda Baker,5,REG,ARI,TEN,4,0,2,0,0,0,0,0,0,0,0,0
00-0033914,Alex Anzalone,5,REG,DET,CIN,2,0,1,1,0,0,0,1,3,0,0,0
00-0033928,Jourdan Lewis,5,REG,JAX,KC,0,0,1,0,0,0,0,0,1,0,0,0
00-0033935,Trey Hendrickson,5,REG,CIN,DET,2,0,0,1,1,2,2,0,0,0,0,0
00-0033941,Rayshawn Jenkins,5,REG,CLE,MIN,0,0,3,0,0,0,0,0,0,0,0,0
00-0033945,Samson Ebukam,5,REG,IND,LV,3,1,1,1,0,1,1,0,0,0,0,0
00-0033952,Grover Stewart,5,REG,IND,LV,0,0,1,0,0,0,0,0,1,0,0,0
00-0033964,Al-Quadin Muhammad,5,REG,DET,CIN,0,0,2,0,0,0,3,0,0,0,0,0
00-0034145,Chris Lammons,5,REG,IND,LV,1,0,2,0,0,0,0,0,2,0,0,0
00-0034163,Jacob Martin,5,REG,WAS,LAC,1,0,2,0,0,0.5,1,0,0,0,0,0
00-0034203,Darious Williams,5,REG,LA,SF,2,0,1,0,0,0,0,0,0,0,0,0
00-0034234,Poona Ford,5,REG,LA,SF,3,0,4,1,0,0,0,0,0,0,0,0
00-0034248,Elijah Campbell,5,REG,MIA,CAR,1,0,0,0,0,0,0,0,0,0,0,0
00-0034264,Jalyn Holmes,5,REG,WAS,LAC,0,0,1,0,0,0,1,0,0,0,0,0
00-0034278,Tremon Smith,5,REG,HOU,BAL,0,0,0,0,0,0,0,0,0,0,0,0
00-0034285,Zach Sieler,5,REG,MIA,CAR,1,0,2,0,0,0,1,0,0,0,0,0
00-0034302,Frankie Luvu,5,REG,WAS,LAC,2,0,2,0,0,0,0,0,0,0,0,0
00-0034333,Daron Payne,5,REG,WAS,LAC,1,0,0,1,0,0,1,0,0,0,0,0
00-0034350,Uchenna Nwosu,5,REG,SEA,TB,1,0,3,0,0,0.5,1,0,0,0,0,0
00-0034355,M.J. Stewart,5,REG,HOU,BAL,2,0,3,0,0,0,0,0,0,0,0,0
00-0034356,Donte Jackson,5,REG,LAC,WAS,1,0,0,0,0,0,0,0,0,0,0,0
00-0034357,Isaiah Oliver,5,REG,NYJ,DAL,1,0,1,0,0,0,0,0,0,0,0,0
00-0034359,Tyquan Lewis,5,REG,IND,LV,2,0,0,1,0,1,1,0,0,0,0,0
00-0034361,Justin Reid,5,REG,NO,NYG,0,0,2,0,0,0,0,0,0,0,0,0
00-0034371,Da'Shawn Hand,5,REG,LAC,WAS,1,0,0,1,0,0,0,0,0,0,0,0
00-0034373,Dorance Armstrong,5,REG,WAS,LAC,2,0,1,2,0,2,2,0,0,0,0,0
00-0034376,Taron Johnson,5,REG,BUF,NE,2,0,0,0,0,0,0,0,0,0,0,0
00-0034377,Avonte Maddox,5,REG,DET,CIN,3,0,1,1,0,0,0,0,0,0,0,0
00-0034381,Josh Sweat,5,REG,ARI,TEN,3,0,1,2,0,2,2,0,1,0,0,0
00-0034391,Siran Neal,5,REG,SF,LA,1,0,0,0,0,0,0,0,0,0,0,0
00-0034397,Tim Settle,5,REG,HOU,BAL,0,0,2,0,0,0,0,0,0,0,0,0
00-0034413,Foye Oluokun,5,REG,JAX,KC,7,0,7,0,0,0,0,0,0,0,0,0
00-0034431,Zaire Franklin,5,REG,IND,LV,3,0,3,1,0,1,1,0,0,0,0,0
00-0034465,Jeremy Reaves,5,REG,WAS,LAC,5,0,2,0,0,0,0,0,1,0,0,0
00-0034473,Dennis Gardeck,5,REG,JAX,KC,1,0,1,0,0,0,1,0,0,0,0,0
00-0034488,Tavierre Thomas,5,REG,MIN,CLE,0,0,2,0,0,0,0,0,0,0,0,0
00-0034573,Charvarius Ward,5,REG,IND,LV,4,0,1,0,0,0,0,0,0,0,0,0
00-0034720,Robert Spillane,5,REG,NE,BUF,6,0,3,0,1,0,0,0,0,0,0,0
00-0034728,Jaire Alexander,5,REG,BAL,HOU,2,0,0,0,0,0,0,0,0,0,0,0
00-0034754,Oren Burks,5,REG,CIN,DET,0,0,3,0,0,0,0,0,0,0,0,0
00-0034760,Nathan Shepherd,5,REG,NO,NYG,2,0,2,0,0,0,0,0,0,0,0,0
00-0034778,Carlton Davis III,5,REG,NE,BUF,3,0,1,0,0,0,1,0,0,0,0,0
00-0034782,Harrison Phillips,5,REG,NYJ,DAL,0,0,2,0,0,0,0,0,0,0,0,0
00-0034789,Minkah Fitzpatrick,5,REG,MIA,CAR,6,0,3,0,0,0,0,1,1,0,0,0
00-0034790,Derwin James,5,REG,LAC,WAS,2,0,1,0,0,0,0,0,0,0,0,0
00-0034797,Jerome Baker,5,REG,CLE,MIN,1,0,0,0,0,0,0,0,0,0,0,0
00-0034800,B.J. Hill,5,REG,CIN,DET,3,0,2,0,0,0,1,0,0,0,0,0
00-0034810,Sebastian Joseph-Day,5,REG,TEN,ARI,3,0,2,2,0,1,1,0,0,0,0,0
00-0034815,Fred Warner,5,REG,SF,LA,7,0,5,0,0,0,0,0,0,0,0,0
00-0034818,Derrick Nnadi,5,REG,KC,JAX,0,0,0,0,0,0,0,0,0,0,0,0
00-0034825,Arden Key,5,REG,TEN,ARI,0,0,2,0,0,0.5,1,0,0,0,0,0
00-0034828,Harold Landry III,5,REG,NE,BUF,4,0,1,1,0,0,1,0,0,0,0,0
00-0034832,Bradley Chubb,5,REG,MIA,CAR,1,0,1,1,1,1,1,0,0,0,0,0
00-0034856,Denzel Ward,5,REG,CLE,MIN,2,0,1,0,0,0,0,0,1,0,0,0
00-0034973,Maxx Crosby,5,REG,LV,IND,2,1,0,1,0,0,1,0,1,0,0,0
00-0034987,E.J. Speed,5,REG,HOU,BAL,5,0,1,0,0,0,1,0,0,0,0,0
00-0035144,Mack Wilson,5,REG,ARI,TEN,4,0,2,0,0,0,0,0,1,0,0,0
00-0035166,Azeez Al-Shaair,5,REG,HOU,BAL,2,0,2,0,0,0,0,0,1,0,0,0
00-0035202,Del'Shawn Phillips,5,REG,LAC,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0035236,Byron Murphy,5,REG,MIN,CLE,4,0,1,0,0,0,0,0,1,0,0,0
00-0035240,Jahlani Tavai,5,REG,NE,BUF,1,0,1,0,0,0,0,0,0,0,0,0
00-0035248,Zach Allen,5,REG,DEN,PHI,0,0,1,0,0,0.5,3,0,0,0,0,0
00-0035254,Anthony Nelson,5,REG,TB,SEA,1,0,0,0,0,0,0,0,0,0,0,0
00-0035262,Drue Tranquill,5,REG,KC,JAX,1,0,2,1,0,0,0,0,1,0,0,0
00-0035277,Mike Jackson,5,REG,CAR,MIA,3,0,1,0,0,0,0,0,0,0,0,0
00-0035279,Charles Omenihu,5,REG,KC,JAX,3,0,1,2,0,1,2,0,0,0,0,0
00-0035301,Donovan Wilson,5,REG,DAL,NYJ,3,0,5,0,0,0,0,0,0,0,0,0
00-0035352,Tyrel Dodson,5,REG,MIA,CAR,1,0,3,0,0,0,1,0,0,0,0,0
00-0035357,Cam Lewis,5,REG,BUF,NE,1,0,0,0,1,0,0,0,0,0,0,0
00-0035378,Andrew Wingard,5,REG,JAX,KC,4,0,3,0,0,0,1,0,0,0,0,0
00-0035402,Carl Granderson,5,REG,NO,NYG,3,0,3,0,0,0,1,0,0,0,0,0
00-0035409,Shy Tuttle,5,REG,TEN,ARI,1,0,1,0,0,0,0,0,0,0,0,0
00-0035413,Luke Gifford,5,REG,SF,LA,2,0,2,0,0,0,0,0,0,0,0,0
00-0035525,Devin Bush,5,REG,CLE,MIN,4,0,2,0,0,0,0,0,0,0,0,0
00-0035617,Troy Reeder,5,REG,LA,SF,1,0,0,0,0,0,0,0,0,0,0,0
00-0035632,Amani Hooker,5,REG,TEN,ARI,3,0,1,0,0,0,0,0,0,0,0,0
00-0035637,Rock Ya-Sin,5,REG,DET,CIN,1,1,1,0,0,0,0,0,2,0,0,0
00-0035642,Josh Hines-Allen,5,REG,JAX,KC,1,0,1,1,0,0,0,0,0,0,0,0
00-0035643,Jeffery Simmons,5,REG,TEN,ARI,6,0,2,1,0,1.5,2,0,0,0,0,0
00-0035663,Taylor Rapp,5,REG,BUF,NE,2,0,1,0,0,0,0,0,0,0,0,0
00-0035669,Nick Scott,5,REG,CAR,MIA,4,0,1,0,0,0,0,0,0,0,0,0
00-0035672,Cody Barton,5,REG,TEN,ARI,4,0,2,0,0,0,0,0,0,0,0,0
00-0035674,Jerry Tillery,5,REG,KC,JAX,1,0,2,0,0,0,0,0,0,0,0,0
00-0035678,Dre'Mont Jones,5,REG,TEN,ARI,2,0,1,0,0,0,0,0,0,0,0,0
00-0035683,Dexter Lawrence,5,REG,NYG,NO,1,0,1,0,0,0,0,0,1,0,0,0
00-0035687,Bobby Okereke,5,REG,NYG,NO,5,0,5,0,0,0,0,0,0,0,0,0
00-0035692,Clelin Ferrell,5,REG,LAC,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0035705,Jalen Thompson,5,REG,ARI,TEN,2,0,2,0,0,0,0,0,0,0,0,0
00-0035707,Devin White,5,REG,LV,IND,3,0,2,0,0,0,0,0,0,0,0,0
00-0035713,Brian Burns,5,REG,NYG,NO,2,0,1,1,0,0,0,0,0,0,0,0
00-0035718,Quinnen Williams,5,REG,NYJ,DAL,2,0,1,1,0,0,0,0,0,0,0,0
00-0035841,Benito Jones,5,REG,MIA,CAR,2,0,1,0,0,0,0,0,0,0,0,0
00-0035895,Joe Bachie,5,REG,IND,LV,0,0,3,0,0,0,0,0,1,0,0,0
00-0035942,Christian Rozeboom,5,REG,CAR,MIA,5,0,4,1,0,0,0,0,0,0,0,0
00-0035961,Krys Barnes,5,REG,CAR,MIA,0,0,2,0,0,0,0,0,0,0,0,0
00-0036037,Sam Franklin Jr.,5,REG,BUF,NE,2,0,0,0,0,0,0,0,0,0,0,0
00-0036151,Bryce Huff,5,REG,SF,LA,1,0,1,1,0,1,1,0,0,0,0,0
00-0036159,Joshua Uche,5,REG,PHI,DEN,2,0,0,0,0,0,1,0,0,0,0,0
00-0036181,Teair Tart,5,REG,LAC,WAS,2,0,1,1,1,0,0,0,0,0,0,0
00-0036192,A.J. Epenesa,5,REG,BUF,NE,0,0,2,0,0,0.5,1,0,1,0,0,0
00-0036193,Anfernee Jennings,5,REG,NE,BUF,0,0,1,0,0,0,0,0,0,0,0,0
00-0036199,Geno Stone,5,REG,CIN,DET,3,1,2,1,0,0,0,0,0,0,0,0
00-0036220,Derrick Brown,5,REG,CAR,MIA,1,0,2,1,0,1,1,0,0,0,0,0
00-0036221,Brandon Jones,5,REG,DEN,PHI,2,0,1,0,0,0,0,0,0,0,0,0
00-0036222,Isaiah Rodgers,5,REG,MIN,CLE,3,0,2,0,0,0,0,0,0,0,0,0
00-0036224,Jonathan Greenard,5,REG,MIN,CLE,1,1,2,1,0,0,1,0,2,0,0,0
00-0036231,Kyle Dugger,5,REG,NE,BUF,1,0,0,0,0,0,0,0,0,0,0,0
00-0036260,Javon Kinlaw,5,REG,WAS,LAC,3,0,1,0,0,0,0,0,0,0,0,0
00-0036262,DaVon Hamilton,5,REG,JAX,KC,1,0,3,0,0,0,0,0,0,0,0,0
00-0036266,Jordan Elliott,5,REG,SF,LA,1,0,0,0,0,0,0,0,0,0,0,0
00-0036274,Jeff Okudah,5,REG,MIN,CLE,3,0,0,0,0,0,0,0,0,0,0,0
00-0036282,Grant Delpit,5,REG,CLE,MIN,1,0,3,0,0,0,0,0,1,0,0,0
00-0036288,Yetur Gross-Matos,5,REG,SF,LA,0,0,0,0,0,0,0,0,1,0,0,0
00-0036293,Jeremy Chinn,5,REG,LV,IND,5,0,5,0,0,0,0,0,1,0,0,0
00-0036294,Logan Wilson,5,REG,CIN,DET,2,1,5,0,0,0,0,0,0,0,0,0
00-0036298,Akeem Davis-Gaither,5,REG,ARI,TEN,2,0,3,0,0,0,0,0,0,0,0,0
00-0036302,Jaylinn Hawkins,5,REG,NE,BUF,2,0,1,0,0,0.5,1,0,0,0,0,0
00-0036305,Trevis Gipson,5,REG,SF,LA,0,0,0,0,0,0,0,0,0,0,0,0
00-0036307,Kindle Vildor,5,REG,TB,SEA,4,0,1,0,0,0,0,0,0,0,0,0
00-0036329,Ashtyn Davis,5,REG,MIA,CAR,3,0,2,0,0,0,0,0,0,0,0,0
00-0036335,D.J. Wonnum,5,REG,CAR,MIA,0,0,1,0,0,0,0,0,0,0,0,0
00-0036337,James Lynch,5,REG,TEN,ARI,1,1,0,0,0,0,0,0,0,0,0,0
00-0036338,Troy Dye,5,REG,LAC,WAS,6,1,4,3,0,0,0,0,0,0,0,0
00-0036348,Josh Metellus,5,REG,MIN,CLE,4,0,0,0,0,0,0,0,1,0,0,0
00-0036349,Kam Curl,5,REG,LA,SF,4,0,3,0,0,0,0,0,0,0,0,0
00-0036359,Damon Arnette,5,REG,HOU,BAL,2,0,0,0,0,0,0,0,0,0,0,0
00-0036361,Trevon Diggs,5,REG,DAL,NYJ,1,0,3,0,0,0,0,0,0,0,0,0
00-0036366,Neville Gallimore,5,REG,IND,LV,4,0,2,0,0,0,0,0,0,0,0,0
00-0036374,L'Jarius Sneed,5,REG,TEN,ARI,2,0,2,0,0,0,0,0,0,0,0,0
00-0036375,Amik Robertson,5,REG,DET,CIN,5,1,0,0,0,0,0,1,1,0,0,0
00-0036378,Michael Danna,5,REG,KC,JAX,0,0,2,0,0,0,0,0,0,0,0,0
00-0036380,Alohi Gilman,5,REG,LAC,WAS,1,0,3,0,0,0,0,0,0,0,0,0
00-0036394,Darnay Holmes,5,REG,LV,IND,1,0,0,0,0,0,0,0,0,0,0,0
00-0036409,Jordyn Brooks,5,REG,MIA,CAR,4,0,9,0,0,0.5,1,0,0,0,0,0
00-0036411,Antoine Winfield Jr.,5,REG,TB,SEA,1,0,2,0,0,0,0,0,1,0,0,0
00-0036413,Darrell Taylor,5,REG,HOU,BAL,0,0,1,0,0,0,0,0,0,0,0,0
00-0036418,Zack Baun,5,REG,PHI,DEN,7,0,5,1,0,1,2,0,0,0,0,0
00-0036421,Terrell Burgess,5,REG,NO,NYG,0,0,1,0,0,0,0,0,1,0,0,0
00-0036428,Justin Strnad,5,REG,DEN,PHI,0,0,1,0,0,0,0,0,0,0,0,0
00-0036441,"Kenneth Murray, Jr.",5,REG,DAL,NYJ,1,0,4,0,0,0,1,0,1,0,0,0
00-0036500,Jamien Sherwood,5,REG,NYJ,DAL,5,0,2,0,0,0,1,0,0,0,0,0
00-0036502,Jason Pinnock,5,REG,SF,LA,1,0,0,0,0,0,0,0,0,0,0,0
00-0036552,Azeez Ojulari,5,REG,PHI,DEN,1,0,2,1,0,0,1,0,0,0,0,0
00-0036563,Deommodore Lenoir,5,REG,SF,LA,2,0,4,0,0,0,0,0,1,0,0,0
00-0036564,Talanoa Hufanga,5,REG,DEN,PHI,4,0,3,0,0,0,1,0,1,0,0,0
00-0036568,Roy Lopez,5,REG,DET,CIN,0,0,2,0,0,0,0,0,0,0,0,0
00-0036621,Nick Bolton,5,REG,KC,JAX,6,1,5,1,1,0,0,0,1,0,0,0
00-0036625,Benjamin St-Juste,5,REG,LAC,WAS,2,0,0,0,0,0,0,0,0,0,0,0
00-0036629,Camryn Bynum,5,REG,IND,LV,0,0,3,0,0,0,0,0,0,0,0,0
00-0036642,Tedarrell Slaton,5,REG,CIN,DET,2,0,6,0,0,0,2,0,0,0,0,0
00-0036643,K.J. Britt,5,REG,MIA,CAR,0,0,3,0,0,0,0,0,0,0,0,0
00-0036672,Grant Stuard,5,REG,DET,CIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0036683,Devon Key,5,REG,DEN,PHI,1,0,0,0,0,0,0,0,1,0,0,0
00-0036711,Charles Snowden,5,REG,LV,IND,1,0,1,0,0,0,0,0,0,0,0,0
00-0036728,Curtis Robinson,5,REG,SF,LA,0,0,2,0,0,0,0,0,0,0,0,0
00-0036813,Christian Elliss,5,REG,NE,BUF,4,0,4,0,0,0,0,0,0,0,0,0
00-0036850,Cameron Sample,5,REG,CIN,DET,1,0,2,0,0,0,0,0,0,0,0,0
00-0036867,Chris Rumph II,5,REG,NO,NYG,4,0,1,0,0,0,1,0,0,0,0,0
00-0036874,Pat Surtain II,5,REG,DEN,PHI,5,0,1,0,0,0,0,0,2,0,0,0
00-0036881,Jay Tufele,5,REG,NYJ,DAL,0,0,2,0,0,0,0,0,0,0,0,0
00-0036883,Tommy Togiai,5,REG,HOU,BAL,0,0,3,0,0,0,0,0,0,0,0,0
00-0036885,Tre Brown,5,REG,LA,SF,0,0,0,0,0,0,0,0,0,0,0,0
00-0036902,Joseph Ossai,5,REG,CIN,DET,1,0,3,1,0,1,1,0,0,0,0,0
00-0036909,Khyiris Tonga,5,REG,NE,BUF,1,0,2,0,0,0,0,0,0,0,0,0
00-0036914,Greg Rousseau,5,REG,BUF,NE,5,0,1,2,0,1,3,0,0,0,0,0
00-0036916,Milton Williams,5,REG,NE,BUF,2,0,2,0,0,0.5,1,0,0,0,0,0
00-0036927,Pete Werner,5,REG,NO,NYG,5,0,6,0,0,0,1,0,0,0,0,0
00-0036933,Zaven Collins,5,REG,ARI,TEN,2,0,0,1,0,0,1,0,0,0,0,0
00-0036934,Jaelan Phillips,5,REG,MIA,CAR,2,1,0,1,0,1,2,0,0,0,0,0
00-0036937,Paulson Adebo,5,REG,NYG,NO,6,0,0,1,0,0,0,0,0,0,0,0
00-0036940,Odafe Oweh,5,REG,BAL,HOU,0,0,1,0,0,0,0,0,0,0,0,0
00-0036941,Andre Cisco,5,REG,NYJ,DAL,1,0,1,0,0,0,0,0,0,0,0,0
00-0036942,Osa Odighizuwa,5,REG,DAL,NYJ,1,0,1,1,0,1,1,0,0,0,0,0
00-0036944,Jaycee Horn,5,REG,CAR,MIA,1,0,0,0,0,0,0,0,0,0,0,0
00-0036952,Jonathon Cooper,5,REG,DEN,PHI,1,0,0,0,0,0,0,0,1,0,0,0
00-0036956,Darren Hall,5,REG,ARI,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0036962,Tre'von Moehrig,5,REG,CAR,MIA,4,2,1,3,0,0,0,0,0,0,0,0
00-0036964,Derrick Barnes,5,REG,DET,CIN,5,0,3,1,0,1,1,0,0,0,0,1
00-0036967,Joe Tryon-Shoyinka,5,REG,CLE,MIN,1,0,0,0,0,0,0,0,0,0,0,0
00-0036974,Tyson Campbell,5,REG,JAX,KC,4,0,3,0,0,0,0,0,1,0,0,0
00-0036981,Christian Barmore,5,REG,NE,BUF,2,0,0,0,0,0,1,0,0,0,0,0
00-0036987,Brandon Stephens,5,REG,NYJ,DAL,5,0,1,0,0,0,0,0,2,0,0,0
00-0036989,Malcolm Koonce,5,REG,LV,IND,2,0,2,0,0,0,0,0,0,0,0,0
00-0036992,Elijah Molden,5,REG,LAC,WAS,4,0,1,0,0,0,0,0,0,0,0,0
00-0036993,Ifeatu Melifonwu,5,REG,MIA,CAR,0,0,5,0,0,0,0,0,0,0,0,0
00-0036994,Ernest Jones,5,REG,SEA,TB,4,0,3,0,0,0,0,0,0,0,0,0
00-0036995,Baron Browning,5,REG,ARI,TEN,0,0,3,0,0,0,1,0,0,0,0,0
00-0036996,Greg Newsome II,5,REG,CLE,MIN,4,0,2,0,0,0,0,0,1,0,0,0
00-0036998,Jevon Holland,5,REG,NYG,NO,2,0,0,0,0,0,0,0,1,0,0,0
00-0037003,Chazz Surratt,5,REG,SEA,TB,0,0,1,0,0,0,0,0,0,0,0,0
00-0037007,Patrick Jones II,5,REG,CAR,MIA,1,0,0,1,0,1,1,0,0,0,0,0
00-0037073,Jordan Davis,5,REG,PHI,DEN,1,0,1,0,0,0,0,0,0,0,0,0
00-0037079,Riq Woolen,5,REG,SEA,TB,2,1,0,0,0,0,0,0,0,0,0,0
00-0037109,Jack Sanborn,5,REG,DAL,NYJ,1,0,1,0,0,0,0,0,0,0,0,0
00-0037130,Reed Blankenship,5,REG,PHI,DEN,2,0,1,0,0,0,0,0,0,0,0,0
00-0037137,Josh Jobe,5,REG,SEA,TB,2,0,1,0,0,0,0,0,0,0,0,0
00-0037155,Tony Adams,5,REG,NYJ,DAL,3,0,2,1,0,0,0,0,1,0,0,0
00-0037190,Sauce Gardner,5,REG,NYJ,DAL,2,0,0,0,0,0,0,0,1,0,0,0
00-0037191,Trent McDuffie,5,REG,KC,JAX,1,0,2,0,0,0,0,1,3,0,0,0
00-0037192,George Karlaftis,5,REG,KC,JAX,1,0,1,0,0,0.5,2,0,0,0,0,0
00-0037193,Bryan Cook,5,REG,KC,JAX,3,0,3,0,0,0,0,0,0,0,0,0
00-0037195,Jaylen Watson,5,REG,KC,JAX,4,0,0,1,0,1,1,0,0,0,0,0
00-0037203,LaBryan Ray,5,REG,CAR,MIA,2,0,0,0,0,0,0,0,0,0,0,0
00-0037205,Brenden Schooler,5,REG,NE,BUF,0,0,0,0,0,0,0,0,0,0,0,0
00-0037208,Jack Cochrane,5,REG,KC,JAX,0,0,1,0,0,0,0,0,0,0,0,0
00-0037236,Aidan Hutchinson,5,REG,DET,CIN,2,0,2,1,1,1,5,0,0,0,0,0
