player_id,player_display_name,week,season_type,team,opponent_team,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_tds,def_fumbles,def_safeties
00-0026190,Calais Campbell,1,REG,ARI,NO,3,0,2,0,0,0,0,0,0,0,0,0
00-0027940,Von Miller,1,REG,WAS,NYG,1,0,0,0,0,0,1,0,0,0,0,0
00-0027962,Cameron Jordan,1,REG,NO,ARI,2,0,1,2,0,1.5,2,0,1,0,0,0
00-0027969,Cameron Heyward,1,REG,PIT,NYJ,2,1,0,1,0,0,0,0,1,0,0,0
00-0028292,Nick Bellore,1,REG,WAS,NYG,1,0,1,0,0,0,0,0,0,0,0,0
00-0029255,Bobby Wagner,1,REG,WAS,NYG,4,1,5,1,0,0,0,0,0,0,0,0
00-0029562,Lavonte David,1,REG,TB,ATL,3,0,6,1,0,0,0,0,0,0,0,0
00-0029607,Demario Davis,1,REG,NO,ARI,6,0,3,2,0,0,0,0,0,0,0,0
00-0030062,Darius Slay,1,REG,PIT,NYJ,5,0,0,0,0,0,0,0,0,0,0,0
00-0030757,Mike Pennel,1,REG,CIN,CLE,0,1,3,1,0,0,0,0,0,0,0,0
00-0031040,Khalil Mack,1,REG,LAC,KC,1,0,0,0,0,0,1,0,0,0,0,0
00-0031054,DaQuan Jones,1,REG,BUF,BAL,1,0,0,1,0,0,0,0,0,0,0,0
00-0031270,Shelby Harris,1,REG,CLE,CIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0031360,Kyle Van Noy,1,REG,BAL,BUF,1,0,2,0,0,0,1,0,0,0,0,0
00-0031411,DeMarcus Lawrence,1,REG,SEA,SF,1,1,4,2,0,0,1,0,0,0,0,0
00-0031550,Shaq Thompson,1,REG,BUF,BAL,1,0,0,0,0,0,0,0,0,0,0,0
00-0031551,Eddie Goldman,1,REG,WAS,NYG,1,0,0,1,0,0,0,0,0,0,0,0
00-0031565,Danielle Hunter,1,REG,HOU,LA,1,0,2,0,0,0,0,0,0,0,0,0
00-0031583,Grady Jarrett,1,REG,CHI,MIN,1,0,2,0,0,0,0,0,0,0,0,0
00-0031608,Quandre Diggs,1,REG,TEN,DEN,2,0,1,0,0,0,0,0,0,0,0,0
00-0031898,Alex Singleton,1,REG,DEN,TEN,1,1,4,0,0,0,0,0,1,0,0,0
00-0031933,Leonard Williams,1,REG,SEA,SF,3,0,4,1,0,0,1,0,0,0,0,0
00-0031957,Rakeem Nunez-Roches,1,REG,NYG,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0032052,Dante Fowler Jr.,1,REG,DAL,PHI,0,0,0,0,0,0,1,0,0,0,0,0
00-0032146,Bud Dupree,1,REG,LAC,KC,0,0,0,0,0,0,0,0,1,0,0,0
00-0032164,Arik Armstead,1,REG,JAX,CAR,0,0,1,0,0,0,1,0,0,0,0,0
00-0032378,DeForest Buckner,1,REG,IND,MIA,0,0,3,0,0,0,0,0,0,0,0,0
00-0032387,Jarran Reed,1,REG,SEA,SF,2,0,3,0,0,0,2,0,0,0,0,0
00-0032388,Deion Jones,1,REG,TB,ATL,0,0,1,0,0,0,0,0,0,0,0,0
00-0032399,Miles Killebrew,1,REG,PIT,NYJ,1,0,0,0,0,0,0,0,0,0,0,0
00-0032415,Matthew Judon,1,REG,MIA,IND,1,0,1,0,0,0,0,0,0,0,0,0
00-0032442,Elandon Roberts,1,REG,LV,NE,1,0,0,0,0,0,0,0,0,0,0,0
00-0032580,Jonathan Jones,1,REG,WAS,NYG,0,0,0,0,0,0,0,0,0,0,0,0
00-0032667,Roy Robertson-Harris,1,REG,NYG,WAS,0,0,2,0,0,0,0,0,0,0,0,0
00-0032759,Sheldon Rankins,1,REG,HOU,LA,1,0,1,0,0,0,2,0,0,0,0,0
00-0032762,Chris Jones,1,REG,KC,LAC,0,0,2,0,0,0,0,0,0,0,0,0
00-0032763,Austin Johnson,1,REG,JAX,CAR,0,0,0,0,0,0,0,0,1,0,0,0
00-0032889,A'Shawn Robinson,1,REG,CAR,JAX,4,0,2,0,0,0,1,0,0,0,0,0
00-0033038,Eric Murray,1,REG,JAX,CAR,3,0,4,0,0,0,1,0,2,0,0,0
00-0033046,Jihad Ward,1,REG,TEN,DEN,0,1,1,0,0,0,0,0,0,0,0,0
00-0033050,Xavien Howard,1,REG,IND,MIA,0,0,0,0,0,0,0,0,0,0,0,0
00-0033055,Jalen Ramsey,1,REG,PIT,NYJ,2,0,1,0,0,0,1,0,2,0,0,0
00-0033073,Emmanuel Ogbah,1,REG,JAX,CAR,0,0,1,0,0,0,0,0,0,0,0,0
00-0033109,Javon Hargrave,1,REG,MIN,CHI,3,0,2,2,0,2,1,0,0,0,0,0
00-0033120,Kenny Clark,1,REG,DAL,PHI,2,0,3,0,0,0,0,0,0,0,0,0
00-0033132,Kevin Byard,1,REG,CHI,MIN,5,0,0,0,0,0,0,0,0,0,0,0
00-0033156,Joey Bosa,1,REG,BUF,BAL,2,0,0,0,1,0,0,0,0,0,0,0
00-0033281,Marlon Humphrey,1,REG,BAL,BUF,4,0,0,0,0,0,0,0,0,0,0,0
00-0033294,Chuck Clark,1,REG,PIT,NYJ,4,2,2,1,0,0,0,0,0,0,0,0
00-0033297,D.J. Jones,1,REG,DEN,TEN,1,0,0,0,0,0,1,0,0,0,0,0
00-0033336,Eric Wilson,1,REG,MIN,CHI,3,0,2,1,0,0,0,0,0,0,0,0
00-0033381,Adam Butler,1,REG,LV,NE,0,0,3,0,0,0,1,0,0,0,0,0
00-0033393,Kenny Moore II,1,REG,IND,MIA,2,0,2,0,1,1,1,0,1,0,0,0
00-0033523,Jonathan Allen,1,REG,MIN,CHI,1,0,2,0,0,0,0,0,0,0,0,0
00-0033547,Zach Cunningham,1,REG,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
00-0033548,Chidobe Awuzie,1,REG,BAL,BUF,2,0,4,0,0,0,0,0,0,0,0,0
00-0033551,Rasul Douglas,1,REG,MIA,IND,1,0,0,0,0,0,0,0,1,0,0,0
00-0033571,Matt Milano,1,REG,BUF,BAL,4,0,0,0,0,1,1,0,0,0,0,0
00-0033579,Xavier Woods,1,REG,TEN,DEN,0,0,2,0,0,0,0,1,1,0,0,0
00-0033783,Ahkello Witherspoon,1,REG,LA,HOU,2,0,0,0,0,0,0,0,1,0,0,0
00-0033860,Davon Godchaux,1,REG,NO,ARI,1,0,2,0,0,0,0,0,0,0,0,0
00-0033868,Myles Garrett,1,REG,CLE,CIN,5,0,0,4,0,2,3,0,0,0,0,0
00-0033870,Solomon Thomas,1,REG,DAL,PHI,2,1,2,1,0,0,0,0,0,0,0,0
00-0033872,Jamal Adams,1,REG,LV,NE,2,1,0,0,0,0,1,0,0,0,0,0
00-0033874,Marshon Lattimore,1,REG,WAS,NYG,1,0,2,0,0,0,0,0,2,0,0,0
00-0033875,Haason Reddick,1,REG,TB,ATL,1,0,2,1,0,1,1,0,0,0,0,0
00-0033876,Derek Barnett,1,REG,HOU,LA,0,0,1,0,0,0,0,0,0,0,0,0
00-0033877,Malik Hooker,1,REG,DAL,PHI,4,0,5,0,0,0,0,0,0,0,0,0
00-0033878,Adoree' Jackson,1,REG,PHI,DAL,5,0,2,0,0,0,0,0,1,0,0,0
00-0033886,T.J. Watt,1,REG,PIT,NYJ,1,2,2,2,0,0,0,0,1,0,0,0
00-0033890,Budda Baker,1,REG,ARI,NO,5,0,5,1,0,0,0,0,1,0,0,0
00-0033902,Tanoh Kpassagnon,1,REG,CHI,MIN,1,0,1,1,0,1,2,0,0,0,0,0
00-0033907,Dawuane Smoot,1,REG,JAX,CAR,1,0,1,1,0,1,1,0,0,0,0,0
00-0033914,Alex Anzalone,1,REG,DET,GB,1,0,3,0,0,0,0,0,0,0,0,0
00-0033928,Jourdan Lewis,1,REG,JAX,CAR,3,0,2,0,0,0,1,1,3,0,0,0
00-0033935,Trey Hendrickson,1,REG,CIN,CLE,3,0,0,1,0,1,3,0,0,0,0,0
00-0033945,Samson Ebukam,1,REG,IND,MIA,1,0,0,1,0,1,3,0,0,0,0,0
00-0033947,Deatrich Wise,1,REG,WAS,NYG,2,0,1,1,0,0,1,0,0,0,0,0
00-0033952,Grover Stewart,1,REG,IND,MIA,0,0,2,0,0,0,1,0,0,0,0,0
00-0033964,Al-Quadin Muhammad,1,REG,DET,GB,0,0,0,0,0,0,1,0,0,0,0,0
00-0034163,Jacob Martin,1,REG,WAS,NYG,0,0,1,0,0,0,0,0,0,0,0,0
00-0034234,Poona Ford,1,REG,LA,HOU,0,0,0,0,0,0,1,0,0,0,0,0
00-0034251,Daniel Ekuale,1,REG,PIT,NYJ,1,0,0,0,0,0,0,0,0,0,0,0
00-0034275,Foley Fatukasi,1,REG,HOU,LA,2,0,1,1,0,1,1,0,0,0,0,0
00-0034277,DeShon Elliott,1,REG,PIT,NYJ,5,0,1,0,0,0,0,0,0,0,0,0
00-0034278,Tremon Smith,1,REG,HOU,LA,0,0,0,0,0,0,0,0,0,0,0,0
00-0034285,Zach Sieler,1,REG,MIA,IND,3,0,0,0,0,0,0,0,0,0,0,0
00-0034302,Frankie Luvu,1,REG,WAS,NYG,1,0,6,0,0,0,0,0,0,0,0,0
00-0034333,Daron Payne,1,REG,WAS,NYG,2,0,3,1,0,1,1,0,2,0,0,0
00-0034344,Marcus Davenport,1,REG,DET,GB,1,1,1,0,0,0,0,0,0,0,0,0
00-0034356,Donte Jackson,1,REG,LAC,KC,3,0,0,0,0,0,0,0,1,0,0,0
00-0034359,Tyquan Lewis,1,REG,IND,MIA,0,0,1,0,0,0,0,0,0,0,0,0
00-0034361,Justin Reid,1,REG,NO,ARI,3,0,3,0,0,0,0,0,0,0,0,0
00-0034371,Da'Shawn Hand,1,REG,LAC,KC,1,0,1,1,0,1,2,0,0,0,0,0
00-0034373,Dorance Armstrong,1,REG,WAS,NYG,4,0,0,1,0,1,1,0,0,0,0,0
00-0034376,Taron Johnson,1,REG,BUF,BAL,2,0,0,0,0,0,0,0,0,0,0,0
00-0034377,Avonte Maddox,1,REG,DET,GB,1,0,0,0,0,0,0,0,0,0,0,0
00-0034381,Josh Sweat,1,REG,ARI,NO,0,0,1,0,0,0,1,0,0,0,0,0
00-0034384,D.J. Reed,1,REG,DET,GB,3,1,1,0,0,0,0,0,0,0,0,0
00-0034391,Siran Neal,1,REG,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0
00-0034397,Tim Settle,1,REG,HOU,LA,0,0,1,0,0,0,0,0,0,0,0,0
00-0034413,Foye Oluokun,1,REG,JAX,CAR,5,0,5,0,1,0,0,1,1,0,0,0
00-0034431,Zaire Franklin,1,REG,IND,MIA,2,0,2,0,0,0,0,0,0,0,0,0
00-0034465,Jeremy Reaves,1,REG,WAS,NYG,0,1,0,0,0,0,0,0,1,0,0,0
00-0034473,Dennis Gardeck,1,REG,JAX,CAR,2,0,0,0,0,0,0,0,0,0,0,0
00-0034485,Jonathan Owens,1,REG,CHI,MIN,2,0,0,0,0,0,0,0,0,0,0,0
00-0034488,Tavierre Thomas,1,REG,MIN,CHI,0,0,2,0,1,0,0,0,0,0,0,0
00-0034573,Charvarius Ward,1,REG,IND,MIA,4,0,2,0,0,0,0,0,0,0,0,0
00-0034673,Tremaine Edmunds,1,REG,CHI,MIN,2,1,4,0,0,0,0,0,1,0,0,0
00-0034675,Jessie Bates,1,REG,ATL,TB,2,0,5,0,0,0,0,0,0,0,0,0
00-0034720,Robert Spillane,1,REG,NE,LV,3,0,0,0,0,0,0,0,0,0,0,0
00-0034728,Jaire Alexander,1,REG,BAL,BUF,2,0,1,0,0,0,0,0,0,0,0,0
00-0034754,Oren Burks,1,REG,CIN,CLE,1,0,1,1,0,0,0,0,0,0,0,0
00-0034760,Nathan Shepherd,1,REG,NO,ARI,1,0,2,0,0,0,0,0,0,0,0,0
00-0034773,Vita Vea,1,REG,TB,ATL,1,0,1,0,0,0,0,0,0,0,0,0
00-0034778,Carlton Davis III,1,REG,NE,LV,2,0,2,0,0,0,0,0,2,0,0,0
00-0034780,Isaac Yiadom,1,REG,NO,ARI,2,0,2,0,0,0,0,0,0,0,0,0
00-0034782,Harrison Phillips,1,REG,NYJ,PIT,2,0,0,0,0,0,0,0,0,0,0,0
00-0034789,Minkah Fitzpatrick,1,REG,MIA,IND,5,1,3,0,0,0,0,0,1,0,0,0
00-0034790,Derwin James,1,REG,LAC,KC,5,0,2,1,0,0,2,0,0,0,0,0
00-0034797,Jerome Baker,1,REG,CLE,CIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0034800,B.J. Hill,1,REG,CIN,CLE,3,0,4,1,0,1,1,0,0,0,0,0
00-0034805,John Franklin-Myers,1,REG,DEN,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0034810,Sebastian Joseph-Day,1,REG,TEN,DEN,1,1,3,0,0,0,0,0,0,0,0,0
00-0034815,Fred Warner,1,REG,SF,SEA,4,0,4,1,0,0,0,0,0,0,0,0
00-0034818,Derrick Nnadi,1,REG,KC,LAC,1,0,0,0,0,0,0,0,0,0,0,0
00-0034825,Arden Key,1,REG,TEN,DEN,1,0,0,0,0,0,0,0,0,0,0,0
00-0034828,Harold Landry III,1,REG,NE,LV,3,1,1,3,0,2.5,4,0,0,0,0,0
00-0034832,Bradley Chubb,1,REG,MIA,IND,1,0,0,1,0,1,1,0,0,0,0,0
00-0034843,Mike Hughes,1,REG,ATL,TB,0,0,2,0,0,0,0,0,1,0,0,0
00-0034856,Denzel Ward,1,REG,CLE,CIN,2,0,0,0,0,0,0,0,1,0,0,0
00-0034874,Roquan Smith,1,REG,BAL,BUF,8,0,2,0,0,0,0,0,0,0,0,0
00-0034967,Rashan Gary,1,REG,GB,DET,3,0,4,1,0,1.5,3,0,0,0,0,0
00-0034973,Maxx Crosby,1,REG,LV,NE,1,0,1,1,0,1,2,0,1,0,0,0
00-0034974,Julian Love,1,REG,SEA,SF,8,0,2,1,0,1,1,0,0,0,0,0
00-0034987,E.J. Speed,1,REG,HOU,LA,0,0,0,0,0,0,0,0,0,0,0,0
00-0034993,Marcus Epps,1,REG,PHI,DAL,0,0,0,0,0,0,0,0,0,0,0,0
00-0035133,Keisean Nixon,1,REG,GB,DET,5,0,1,1,0,0,0,0,0,0,0,0
00-0035144,Mack Wilson,1,REG,ARI,NO,3,1,4,1,0,0,0,0,1,0,0,0
00-0035166,Azeez Al-Shaair,1,REG,HOU,LA,3,0,4,0,1,0,0,0,0,0,0,0
00-0035202,Del'Shawn Phillips,1,REG,LAC,KC,0,0,3,0,0,0,0,0,0,0,0,0
00-0035230,Ed Oliver,1,REG,BUF,BAL,6,0,0,3,1,1,2,0,0,0,0,0
00-0035236,Byron Murphy,1,REG,MIN,CHI,4,0,0,0,0,0,0,0,0,0,0,0
00-0035248,Zach Allen,1,REG,DEN,TEN,1,0,0,1,0,1,5,0,0,0,0,0
00-0035253,C.J. Gardner-Johnson,1,REG,HOU,LA,2,0,2,0,0,0,0,0,0,0,0,0
00-0035254,Anthony Nelson,1,REG,TB,ATL,1,0,2,0,0,0,0,0,0,0,0,0
00-0035262,Drue Tranquill,1,REG,KC,LAC,4,0,1,2,0,2,2,0,0,0,0,0
00-0035272,Andrew Van Ginkel,1,REG,MIN,CHI,3,0,2,1,0,0,0,0,2,0,0,0
00-0035276,Blake Cashman,1,REG,MIN,CHI,2,0,1,0,0,0,0,0,0,0,0,0
00-0035277,Mike Jackson,1,REG,CAR,JAX,4,0,0,1,0,0,0,0,1,0,0,0
00-0035279,Charles Omenihu,1,REG,KC,LAC,2,0,0,0,0,0,1,0,0,0,0,0
00-0035301,Donovan Wilson,1,REG,DAL,PHI,0,0,1,0,0,0,0,0,0,0,0,0
00-0035316,Kaden Elliss,1,REG,ATL,TB,3,0,2,0,0,0,0,0,1,0,0,0
00-0035330,Anthony Pittman,1,REG,DET,GB,1,0,0,0,0,0,0,0,0,0,0,0
00-0035352,Tyrel Dodson,1,REG,MIA,IND,6,0,7,1,0,0,0,0,0,0,0,0
00-0035357,Cam Lewis,1,REG,BUF,BAL,2,0,0,0,0,0,0,0,0,0,0,0
00-0035378,Andrew Wingard,1,REG,JAX,CAR,3,0,6,0,0,0,0,0,0,0,0,0
00-0035402,Carl Granderson,1,REG,NO,ARI,4,1,1,1,0,1.5,1,0,2,0,0,0
00-0035413,Luke Gifford,1,REG,SF,SEA,1,0,3,0,0,0,0,0,0,0,0,0
00-0035525,Devin Bush,1,REG,CLE,CIN,3,1,3,1,0,0,1,0,1,0,0,0
00-0035617,Troy Reeder,1,REG,LA,HOU,1,0,0,0,0,0,0,0,0,0,0,0
00-0035625,Juan Thornhill,1,REG,PIT,NYJ,4,0,5,0,0,0,0,0,0,0,0,0
00-0035632,Amani Hooker,1,REG,TEN,DEN,3,0,2,0,0,0,0,0,1,0,0,0
00-0035633,Corey Ballentine,1,REG,NE,LV,0,0,1,0,0,0,0,0,0,0,0,0
00-0035636,L.J. Collier,1,REG,ARI,NO,1,0,0,0,0,0,0,0,0,0,0,0
00-0035637,Rock Ya-Sin,1,REG,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
00-0035642,Josh Hines-Allen,1,REG,JAX,CAR,0,0,0,0,0,0,1,0,0,0,0,0
00-0035643,Jeffery Simmons,1,REG,TEN,DEN,3,0,1,1,1,1,4,0,0,0,0,0
00-0035647,Montez Sweat,1,REG,CHI,MIN,0,2,0,2,0,0,0,0,1,0,0,0
00-0035655,Will Harris,1,REG,WAS,NYG,3,0,1,0,1,0,0,0,0,0,0,0
00-0035656,Khalen Saunders,1,REG,JAX,CAR,0,0,2,0,0,0,0,0,0,0,0,0
00-0035663,Taylor Rapp,1,REG,BUF,BAL,4,0,2,0,0,0,0,0,0,0,0,0
00-0035667,Greg Gaines,1,REG,TB,ATL,0,0,1,0,0,0,0,0,0,0,0,0
00-0035669,Nick Scott,1,REG,CAR,JAX,2,0,3,0,0,0,0,0,1,0,0,0
00-0035672,Cody Barton,1,REG,TEN,DEN,5,0,4,1,0,0,0,0,0,0,0,0
00-0035674,Jerry Tillery,1,REG,KC,LAC,1,0,0,1,0,0,0,0,0,0,0,0
00-0035678,Dre'Mont Jones,1,REG,TEN,DEN,0,0,2,0,0,0,0,0,0,0,0,0
00-0035680,Quincy Williams,1,REG,NYJ,PIT,4,0,2,1,0,1,1,0,0,0,0,0
00-0035683,Dexter Lawrence,1,REG,NYG,WAS,0,0,3,0,0,0,0,0,0,0,0,0
00-0035687,Bobby Okereke,1,REG,NYG,WAS,7,0,9,0,0,0,0,0,0,0,0,0
00-0035697,Germaine Pratt,1,REG,LV,NE,1,0,7,0,0,0,0,0,0,0,0,0
00-0035699,Jamel Dean,1,REG,TB,ATL,6,0,0,0,0,0,0,0,3,0,0,0
00-0035705,Jalen Thompson,1,REG,ARI,NO,4,0,4,0,0,0,0,0,1,0,0,0
00-0035707,Devin White,1,REG,LV,NE,7,1,3,1,0,0,0,0,0,0,0,0
00-0035713,Brian Burns,1,REG,NYG,WAS,2,0,4,2,0,2,2,0,0,0,0,0
00-0035717,Nick Bosa,1,REG,SF,SEA,6,0,0,3,1,1,1,0,0,0,0,0
00-0035718,Quinnen Williams,1,REG,NYJ,PIT,4,0,1,2,1,1,3,0,0,0,0,0
00-0035857,Chris Williams,1,REG,CHI,MIN,1,0,0,0,0,0,0,0,0,0,0,0
00-0035890,Tershawn Wharton,1,REG,CAR,JAX,1,0,3,0,0,0,0,0,0,0,0,0
00-0035895,Joe Bachie,1,REG,IND,MIA,1,0,5,0,0,0,0,0,0,0,0,0
00-0035942,Christian Rozeboom,1,REG,CAR,JAX,7,0,1,0,0,0,0,0,0,0,0,0
00-0035944,Jonah Williams,1,REG,NO,ARI,0,0,1,0,0,0,0,0,0,0,0,0
00-0036037,Sam Franklin Jr.,1,REG,BUF,BAL,1,0,0,0,0,0,0,0,0,0,0,0
00-0036081,Broderick Washington,1,REG,BAL,BUF,0,0,0,0,0,0,0,0,1,0,0,0
00-0036124,Khalil Dorsey,1,REG,DET,GB,1,0,0,0,0,0,0,0,0,0,0,0
00-0036130,Nnamdi Madubuike,1,REG,BAL,BUF,4,0,2,1,0,1,1,0,0,0,0,0
00-0036151,Bryce Huff,1,REG,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0
00-0036159,Joshua Uche,1,REG,PHI,DAL,0,0,1,0,0,0,0,0,0,0,0,0
00-0036181,Teair Tart,1,REG,LAC,KC,1,0,0,0,0,0,0,0,2,0,0,0
00-0036192,A.J. Epenesa,1,REG,BUF,BAL,1,0,0,0,0,0,0,0,0,0,0,0
00-0036199,Geno Stone,1,REG,CIN,CLE,1,0,4,0,0,0,0,0,0,0,0,0
00-0036220,Derrick Brown,1,REG,CAR,JAX,3,0,1,0,0,0,0,0,0,0,0,0
00-0036221,Brandon Jones,1,REG,DEN,TEN,1,1,5,0,0,0,0,0,0,0,0,0
00-0036222,Isaiah Rodgers,1,REG,MIN,CHI,3,0,2,1,0,0,0,0,0,0,0,0
00-0036224,Jonathan Greenard,1,REG,MIN,CHI,2,0,0,0,0,0,2,0,0,0,0,0
00-0036231,Kyle Dugger,1,REG,NE,LV,0,0,2,0,0,0,0,0,0,0,0,0
00-0036253,Julian Blackmon,1,REG,NO,ARI,4,0,3,0,0,0,0,0,1,0,0,0
00-0036260,Javon Kinlaw,1,REG,WAS,NYG,1,0,2,1,0,0,2,0,0,0,0,0
00-0036266,Jordan Elliott,1,REG,SF,SEA,0,0,3,0,0,0,0,0,0,0,0,0
00-0036274,Jeff Okudah,1,REG,MIN,CHI,2,0,0,0,0,0,0,0,0,0,0,0
00-0036280,Malik Harrison,1,REG,PIT,NYJ,1,0,1,0,0,0,0,0,0,0,0,0
00-0036282,Grant Delpit,1,REG,CLE,CIN,1,1,2,0,0,0,0,0,0,0,0,0
00-0036285,A.J. Terrell,1,REG,ATL,TB,6,0,0,0,0,0,0,0,2,0,0,0
00-0036286,K'Lavon Chaisson,1,REG,NE,LV,0,0,2,0,0,0.5,1,0,0,0,0,0
00-0036287,Noah Igbinoghene,1,REG,WAS,NYG,1,0,0,0,0,0,0,0,1,0,0,0
00-0036288,Yetur Gross-Matos,1,REG,SF,SEA,0,0,0,0,0,0,1,0,0,0,0,0
00-0036293,Jeremy Chinn,1,REG,LV,NE,3,0,1,0,0,0,0,0,0,0,0,0
00-0036294,Logan Wilson,1,REG,CIN,CLE,4,0,3,0,0,0,0,0,2,0,0,0
00-0036298,Akeem Davis-Gaither,1,REG,ARI,NO,3,0,4,0,0,0,0,0,1,0,0,0
00-0036302,Jaylinn Hawkins,1,REG,NE,LV,4,1,0,2,0,1,1,1,1,0,0,0
00-0036323,Patrick Queen,1,REG,PIT,NYJ,5,0,3,0,0,0,1,0,0,0,0,0
00-0036329,Ashtyn Davis,1,REG,MIA,IND,0,1,0,1,0,0,0,0,0,0,0,0
00-0036333,Alex Highsmith,1,REG,PIT,NYJ,5,0,3,1,0,1,3,0,0,0,0,0
00-0036335,D.J. Wonnum,1,REG,CAR,JAX,0,0,0,0,0,0,0,0,1,0,0,0
00-0036337,James Lynch,1,REG,TEN,DEN,1,0,1,0,0,0,0,0,0,0,0,0
00-0036338,Troy Dye,1,REG,LAC,KC,3,0,2,0,0,0,0,0,0,0,0,0
00-0036348,Josh Metellus,1,REG,MIN,CHI,3,1,2,0,0,0,0,0,0,0,0,0
00-0036349,Kam Curl,1,REG,LA,HOU,7,1,2,0,0,0,0,0,0,0,0,0
00-0036361,Trevon Diggs,1,REG,DAL,PHI,1,0,0,0,0,0,0,0,0,0,0,0
00-0036366,Neville Gallimore,1,REG,IND,MIA,0,0,0,0,0,0,0,0,1,0,0,0
00-0036374,L'Jarius Sneed,1,REG,TEN,DEN,3,0,0,0,0,0,0,0,1,0,0,0
00-0036375,Amik Robertson,1,REG,DET,GB,3,0,0,0,0,0,0,0,0,0,0,0
00-0036378,Michael Danna,1,REG,KC,LAC,0,1,1,1,0,0,0,0,0,0,0,0
00-0036380,Alohi Gilman,1,REG,LAC,KC,4,0,5,0,0,0,0,0,0,0,0,0
00-0036388,Xavier McKinney,1,REG,GB,DET,2,1,3,0,0,0,0,0,0,0,0,0
00-0036394,Darnay Holmes,1,REG,LV,NE,1,0,1,0,0,0,0,0,0,0,0,0
00-0036409,Jordyn Brooks,1,REG,MIA,IND,5,0,9,1,0,0,0,0,0,0,0,0
00-0036411,Antoine Winfield Jr.,1,REG,TB,ATL,1,0,3,0,0,0,1,0,1,0,0,0
00-0036413,Darrell Taylor,1,REG,HOU,LA,1,0,0,0,0,0,0,0,0,0,0,0
00-0036416,Kristian Fulton,1,REG,KC,LAC,1,0,0,0,0,0,0,0,0,0,0,0
00-0036418,Zack Baun,1,REG,PHI,DAL,6,0,3,1,0,0,0,0,1,0,0,0
00-0036428,Justin Strnad,1,REG,DEN,TEN,2,1,2,1,0,1,2,0,0,0,0,0
00-0036441,"Kenneth Murray, Jr.",1,REG,DAL,PHI,4,0,5,0,0,0,0,0,0,0,0,0
00-0036479,Kwity Paye,1,REG,IND,MIA,0,1,0,1,0,0,0,0,0,0,0,0
00-0036480,Dayo Odeyingbo,1,REG,CHI,MIN,1,0,1,1,0,1,2,0,1,0,0,0
00-0036500,Jamien Sherwood,1,REG,NYJ,PIT,3,0,3,1,0,0,0,0,0,0,0,0
00-0036501,Michael Carter II,1,REG,NYJ,PIT,3,0,1,1,0,0,0,0,1,0,0,0
00-0036502,Jason Pinnock,1,REG,SF,SEA,4,0,0,0,0,0,0,0,0,0,0,0
00-0036504,Brandin Echols,1,REG,PIT,NYJ,2,0,0,0,0,0,0,0,0,0,0,0
00-0036563,Deommodore Lenoir,1,REG,SF,SEA,2,0,0,0,0,0,0,0,0,0,0,0
00-0036564,Talanoa Hufanga,1,REG,DEN,TEN,7,0,4,0,1,0,0,0,0,0,0,0
00-0036568,Roy Lopez,1,REG,DET,GB,0,0,1,0,0,0,0,0,0,0,0,0
00-0036621,Nick Bolton,1,REG,KC,LAC,6,0,2,0,0,0,0,0,0,0,0,0
00-0036625,Benjamin St-Juste,1,REG,LAC,KC,1,0,1,0,0,0,0,0,0,0,0,0
00-0036629,Camryn Bynum,1,REG,IND,MIA,1,0,2,0,0,0,0,1,2,0,0,0
00-0036642,Tedarrell Slaton,1,REG,CIN,CLE,0,0,3,0,0,0,1,0,0,0,0,0
00-0036644,Cameron McGrone,1,REG,IND,MIA,1,0,0,0,0,0,0,0,0,0,0,0
00-0036648,Nick Niemann,1,REG,GB,DET,1,0,3,0,0,0,0,0,0,0,0,0
00-0036658,Isaiah McDuffie,1,REG,GB,DET,1,0,3,0,0,0,0,0,0,0,0,0
00-0036672,Grant Stuard,1,REG,DET,GB,0,0,0,0,0,0,0,0,0,0,0,0
00-0036683,Devon Key,1,REG,DEN,TEN,1,0,0,0,0,0,0,0,0,0,0,0
00-0036711,Charles Snowden,1,REG,LV,NE,1,0,1,0,0,0,0,0,0,0,0,0
00-0036813,Christian Elliss,1,REG,NE,LV,5,0,3,0,0,0,0,0,0,0,0,0
00-0036867,Chris Rumph II,1,REG,NO,ARI,1,0,2,0,0,0,0,0,0,0,0,0
00-0036874,Pat Surtain II,1,REG,DEN,TEN,0,0,0,0,0,0,0,0,1,0,0,0
00-0036881,Jay Tufele,1,REG,NYJ,PIT,2,0,1,0,0,0,0,0,0,0,0,0
00-0036901,Eric Stokes,1,REG,LV,NE,3,0,2,1,0,0,0,0,0,0,0,0
00-0036902,Joseph Ossai,1,REG,CIN,CLE,0,1,0,0,0,0,0,0,0,0,0,0
00-0036903,Bobby Brown III,1,REG,CAR,JAX,1,0,2,0,0,0,0,0,0,0,0,0
00-0036909,Khyiris Tonga,1,REG,NE,LV,2,0,1,0,0,0,1,0,0,0,0,0
